AUC,Precision,Recall,F1
0.8076923076923077,1.0,0.6153846153846154,0.7619047619047619
0.8444444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.9166666666666667,1.0,0.8333333333333334,0.9090909090909091
0.8166666666666668,0.8333333333333334,0.8333333333333334,0.8333333333333334
0.8333333333333334,0.7692307692307693,1.0,0.8695652173913043
0.5584415584415584,0.6153846153846154,0.5714285714285714,0.5925925925925926
0.7750000000000001,0.9,0.75,0.8181818181818182
0.825,0.8181818181818182,0.9,0.8571428571428571
0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231
0.6538461538461539,1.0,0.3076923076923077,0.47058823529411764
