AUC,Precision,Recall,F1
0.6875,0.75,0.75,0.75
0.5833333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.6458333333333333,0.7272727272727273,0.6666666666666666,0.6956521739130435
0.6666666666666666,0.7777777777777778,0.5833333333333334,0.6666666666666666
0.7215909090909092,0.75,0.8181818181818182,0.782608695652174
0.5520833333333334,0.875,0.4375,0.5833333333333334
0.619047619047619,0.7272727272727273,0.6666666666666666,0.6956521739130435
0.5833333333333333,0.5454545454545454,0.6666666666666666,0.6
0.8011363636363636,0.8888888888888888,0.7272727272727273,0.8
0.5773809523809523,0.7,0.5833333333333334,0.6363636363636364
