cid,smiles,method,assigned_prototype,max_prototype_similarity,second_prototype_similarity,similarity_gap,prototype_1_similarity,prototype_2_similarity,prototype_3_similarity,prototype_4_similarity,prototype_5_similarity,prototype_6_similarity,prototype_7_similarity
45786296,B1(OC(C(O1)(C)C)(C)C)C2=NC=CC(=C2)C3=CC=CC=C3,Random selection,6,0.29980516,0.08186999,0.21793517,-0.20095725,0.015717534,0.027143007,-0.36200538,-0.15359175,0.29980516,0.08186999
57764015,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(S2)CCCCCCCC,Random selection,6,0.09193856,0.06432533,0.02761323,-0.20231229,-0.14438911,0.014262794,-0.06166035,-0.029649232,0.09193856,0.06432533
71259277,B1(OC(C(O1)(C)C)(C)C)C2=NN(C=C2)C3CN(C3)C(=O)OC(C)(C)C,Random selection,6,0.5710576,0.05505591,0.5160017,-0.08214151,0.05505591,-0.08643589,-0.07639537,-0.19366433,0.5710576,-0.16970262
17999380,B1(OC(C(O1)(C)C)(C)C)CCC=C(C)C,Random selection,6,0.55643976,-0.027851209,0.584291,-0.027851209,-0.10429438,-0.10633593,-0.23647363,-0.14596023,0.55643976,-0.10333256
11230491,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2)CCOC,Random selection,2,0.55556846,0.32865068,0.22691777,-0.12703149,0.55556846,-0.06679334,-0.06303446,-0.26447767,0.32865068,-0.13434954
53398378,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2F)Cl,Random selection,6,0.5987931,0.09940064,0.49939245,-0.11778811,0.09940064,-0.117140554,-0.040113576,-0.18866253,0.5987931,-0.18314432
66520300,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2)C3=CC=C(C=C3)C,Random selection,6,0.41967312,0.080391146,0.33928198,-0.21869496,0.080391146,-0.055838693,-0.17562094,-0.16311489,0.41967312,-0.0449992
45785933,B1(OC(C(O1)(C)C)(C)C)C2=CN=CC(=N2)C,Random selection,2,0.58594733,0.2885706,0.29737672,-0.11059273,0.58594733,-0.052900936,-0.08896243,-0.28274822,0.2885706,-0.11834874
72218563,B1(OC(C(O1)(C)C)(C)C)C2=CN(CCO2)C(=O)OC(C)(C)C,Random selection,1,0.5628241,0.27655768,0.2862664,0.5628241,-0.0366299,-0.025424842,-0.18676867,-0.29280052,0.27655768,-0.12452932
45786382,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CO2)C3=CC=C(C=C3)F,Random selection,6,0.5047845,0.010316959,0.49446756,-0.1554208,0.010316959,-0.08275305,-0.113661624,-0.18400805,0.5047845,-0.08765942
10848590,B1(OC(C(O1)(C)C)(C)C)C2=CC3=CC=CC=C3N=C2,Random selection,7,0.17156838,0.13015203,0.041416347,-0.21366699,-0.122883804,0.0235456,-0.50688165,-0.0052333153,0.13015203,0.17156838
71306486,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C=NC3CCCC3,Random selection,6,0.2872367,0.104023084,0.1832136,-0.19968916,-0.30366132,-0.082651116,-0.5670412,0.104023084,0.2872367,0.023346277
10755376,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)Br,Random selection,6,0.1802125,0.10904558,0.07116692,-0.028710924,-0.019568402,0.09819629,-0.15928926,-0.25846478,0.1802125,0.10904558
45786197,B1(OC(C(O1)(C)C)(C)C)C2=NC(=CC=C2)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,Random selection,6,0.43187776,0.14297332,0.28890443,0.14297332,0.056097858,-0.0240433,-0.081824265,-0.3099891,0.43187776,-0.10907733
45785859,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=N2)C3=CC=C(C=C3)C,Random selection,2,0.64256155,0.19114126,0.4514203,-0.12171267,0.64256155,-0.028682258,-0.09099156,-0.2889727,0.19114126,-0.07033468
58539376,B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2CC(=O)OCC,Random selection,7,0.15166308,0.14126435,0.010398731,0.099112995,-0.054281503,0.086565755,-0.43757102,-0.23276784,0.14126435,0.15166308
72221014,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2)OCCC,Random selection,6,0.4465484,0.2846813,0.16186711,-0.14319104,0.2846813,-0.06893196,-0.121824004,-0.24772511,0.4465484,-0.11298723
14224,B(CCC)(CCC)CCC,Random selection,5,0.64917445,-0.11124412,0.7604186,-0.26038197,-0.47395563,-0.3349378,-0.11498006,0.64917445,-0.11124412,-0.13745692
66797522,B1(OC(C(O1)(C)C)(C)C)C2=NN(C3=C2C=CC=N3)C(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6,Random selection,7,0.1931083,0.17471722,0.018391088,-0.1858202,-0.02171745,0.030820463,-0.53122026,0.17471722,-0.26447627,0.1931083
56924444,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CN=C2)F,Random selection,6,0.5216972,0.22143298,0.30026424,-0.12511167,0.22143298,-0.071019515,-0.1209343,-0.22834401,0.5216972,-0.13974075
626579,B(C1=CC=C(C=C1)F)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,Random selection,2,0.6017607,0.4594531,0.14230758,-0.0058286623,0.6017607,0.4594531,-0.18480079,-0.4250155,-0.048435744,-0.08039505
2773615,B1(OC(C(O1)(C)C)(C)C)CCCC,Random selection,6,0.5533718,-0.088467866,0.6418396,-0.114697546,-0.14442372,-0.12286109,-0.27529228,-0.088467866,0.5533718,-0.092305645
72219183,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CN=C2)C(C)C,Random selection,6,0.4683801,0.05076326,0.41761684,-0.15574904,0.05076326,-0.044145398,-0.28507695,-0.16242081,0.4683801,-0.07481627
57736917,B1(OC(C(O1)(C)C)(C)C)CC2=C(C=C(C=C2)F)F,Random selection,6,0.61525756,0.008387153,0.6068704,-0.10330716,0.008387153,-0.12100365,-0.048853084,-0.16952132,0.61525756,-0.17367868
15906198,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)C)C,Random selection,6,0.48532164,-0.027847117,0.51316875,-0.054613195,-0.03550325,-0.027847117,-0.12075315,-0.2217655,0.48532164,-0.050284676
22240196,B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)C(F)(F)F)F,Random selection,6,0.7308879,-0.03259392,0.7634818,-0.16101658,-0.12681818,-0.20785603,-0.12559687,-0.03259392,0.7308879,-0.24900298
57512870,B1(OC(C(O1)(C)C)(C)C)C2=C(N=C(C=C2)N)OC,Random selection,6,0.46930745,0.24540405,0.2239034,-0.067523725,0.24540405,-0.04279926,-0.06251912,-0.29695165,0.46930745,-0.09973286
59251695,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)N)C(=O)OC,Random selection,6,0.47148585,0.122894876,0.34859097,-0.005959872,0.122894876,-0.030062089,-0.09462584,-0.29187188,0.47148585,-0.088283785
23005375,B1(OCC(CO1)(C)C)C2=CC3=CC=CC=C3N2C,Random selection,5,0.15172094,0.13120998,0.020510957,-0.22189933,-0.27370244,0.13120998,-0.24837898,0.15172094,-0.010836334,0.0669148
45786535,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(O2)C3CCC3,Random selection,6,0.55342877,-0.080957636,0.6343864,-0.10916062,-0.080957636,-0.1057763,-0.23925947,-0.13803872,0.55342877,-0.10795064
59619785,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)OCCC,Random selection,6,0.45480186,0.2980831,0.15671876,-0.13223553,0.2980831,-0.0744505,-0.09689992,-0.25891098,0.45480186,-0.11548607
53415384,B1(OC(C(O1)(C)C)(C)C)CC2=CC(=CC=C2)Cl,Random selection,6,0.45044422,-0.020686189,0.4711304,-0.074347205,-0.07227833,-0.021194369,-0.27173704,-0.18225798,0.45044422,-0.020686189
13435657,B(CC)(CC)CC(C)C,Random selection,5,0.6682554,-0.07070751,0.7389629,-0.25089973,-0.49853417,-0.32705492,-0.22973047,0.6682554,-0.07070751,-0.14955369
45786418,B1(OC(C(O1)(C)C)(C)C)C2=CSC(=N2)C3=CC=CC=N3,Random selection,2,0.44001928,0.13215075,0.30786854,-0.1310452,0.44001928,0.063761614,-0.3000441,-0.28659427,0.13215075,0.029381853
2734618,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(=O)OCC,Random selection,6,0.3118056,0.09186769,0.21993792,0.09186769,-0.015797328,0.031485457,-0.2806126,-0.2951918,0.3118056,0.05696052
67487482,B1(OC(C(O1)(C)C)(C)C)C2=C(N=C(C=C2)OC)C,Random selection,6,0.5128796,0.121596776,0.39128283,-0.057294205,0.121596776,-0.051969524,-0.06150277,-0.26618615,0.5128796,-0.10537193
53217257,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=CN3[Si](C)(C)C(C)(C)C)C(=C2)Cl,Random selection,6,0.4115588,0.0577409,0.3538179,-0.019116145,-0.0041494844,-0.048871197,0.0577409,-0.269004,0.4115588,-0.03514303
53217152,B1(OC(C(O1)(C)C)(C)C)C2=COCCC2,Random selection,6,0.50519127,0.19486722,0.31032404,0.19486722,-0.13298516,-0.08319594,-0.2695059,-0.17226183,0.50519127,-0.15217023
45786122,B1(OC(C(O1)(C)C)(C)C)C2=CSC(=N2)C3=CC=CC(=C3)C,Random selection,6,0.23494242,0.08224842,0.152694,-0.0703377,0.046977855,0.08224842,-0.14277543,-0.28149006,0.23494242,0.069687776
66781540,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)N)S(=O)(=O)N,Random selection,6,0.48354924,0.10306951,0.38047972,0.08467647,0.10306951,-0.026312463,-0.07066549,-0.30349746,0.48354924,-0.1214242
58042454,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)Br)Cl,Random selection,6,0.374778,0.07328525,0.30149275,-0.04020183,0.07328525,0.009257585,0.027677417,-0.29992196,0.374778,-0.049155496
45786388,B1(OC(C(O1)(C)C)(C)C)C2=NC=C(C=C2)C3=CN=CN=C3,Random selection,2,0.7498421,0.057054993,0.6927871,-0.058206547,0.7498421,-0.008667935,-0.093325324,-0.28853008,0.057054993,-0.064346366
56776914,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)F)CN3CCOCC3,Random selection,6,0.63726676,-0.09575498,0.73302174,-0.14027701,-0.10416785,-0.15872464,-0.1274344,-0.09575498,0.63726676,-0.18311045
68709798,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)N3CCC(CC3)O[Si](C)(C)C(C)(C)C,Random selection,6,0.54246145,-0.018469295,0.5609307,-0.076790474,-0.018469295,-0.101371676,-0.1221641,-0.1816297,0.54246145,-0.14261776
53217117,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(N2)C(=CC=C3)Br,Random selection,7,0.1467495,0.08080311,0.065946385,-0.1456216,-0.08082389,0.08080311,-0.0672878,-0.14391567,0.04900526,0.1467495
58412383,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)N=C(C=C3)OC,Random selection,6,0.43166897,0.029791888,0.40187708,-0.14488894,0.029791888,-0.04955813,-0.16367912,-0.20052706,0.43166897,-0.016301362
59788424,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CC,Random selection,6,0.41753402,0.0067962557,0.41073775,-0.088743664,-0.062505655,-0.019298065,-0.26802638,-0.19436686,0.41753402,0.0067962557
91658868,B1(OC(C(O1)(C)C)(C)C)C2=C(NC(=C2)C(=O)OCC)C,Random selection,6,0.42762324,0.07738268,0.35024056,0.07738268,0.048063602,-0.017231518,-0.15890953,-0.3050504,0.42762324,-0.048823178
16414236,B1(OC(C(O1)(C)C)(C)C)C2=C(C(=NC=C2)N3CCOCC3)Cl,Random selection,6,0.56944615,-0.07295956,0.6424057,-0.115345806,-0.07295956,-0.106427126,-0.21738075,-0.13449574,0.56944615,-0.1335874
67182032,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)N3CCC(=O)CC3,Random selection,6,0.5093955,0.29268965,0.21670583,-0.1680756,0.29268965,-0.10753721,-0.12752126,-0.18281524,0.5093955,-0.18360904
57597747,B1(OC(C(O1)(C)C)(C)C)C2=CN(C3=C2C=C(C=N3)Cl)S(=O)(=O)C4=CC=C(C=C4)C,Random selection,6,0.17618693,0.11082035,0.06536658,0.011193547,0.03826473,0.03768463,-0.26366377,-0.2741998,0.17618693,0.11082035
53217234,B1(OC(C(O1)(C)C)(C)C)C2=CN(C=C2)S(=O)(=O)N(C)C,Random selection,6,0.38521156,0.26443276,0.1207788,0.26443276,-0.011399575,0.0026925525,-0.24256799,-0.30672184,0.38521156,-0.07784275
59231712,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2)C3CCOC3,Random selection,6,0.57252944,0.1608321,0.41169733,-0.19036686,0.1608321,-0.11659538,-0.18002476,-0.13255942,0.57252944,-0.19280341
546082,B(CC)(CC)OC(=O)C(C)(C)C,Random selection,1,0.7888697,-0.0008564119,0.7897261,0.7888697,-0.028785016,-0.0008564119,-0.108912796,-0.23999694,-0.04216086,-0.08290077
59507872,B1(OC(C(O1)(C)C)(C)C)C2=C(N=C(C=C2)N)F,Random selection,6,0.6122055,0.11609373,0.49611178,-0.14101675,0.11609373,-0.13563912,-0.06715565,-0.16636626,0.6122055,-0.20223
16414225,B1(OC(C(O1)(C)C)(C)C)C2=CN(C(=O)N(C2=O)C)C,Random selection,6,0.51081187,-0.047960807,0.5587727,-0.054568596,-0.047960807,-0.07222595,-0.27776545,-0.18501002,0.51081187,-0.08524246
13201860,B(CCCCCC)(OC(C)(C)C)OC(C)(C)C,Random selection,6,0.5924618,0.079637684,0.5128241,0.079637684,-0.10994291,-0.19278033,0.017695468,-0.13061838,0.5924618,-0.25709143
72214754,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(N=C2)SC=N3,Random selection,2,0.46575752,0.2713206,0.19443691,-0.19106266,0.46575752,-0.03809634,-0.2661729,-0.19171278,0.2713206,-0.109280296
15584534,B(C(C)C)(OCCCCCCC)OCCCCCCC,Random selection,5,0.67941624,-0.028562265,0.7079785,-0.2815586,-0.53016293,-0.35129872,-0.26874375,0.67941624,-0.028562265,-0.18177503
45786589,B1(OC(C(O1)(C)C)(C)C)C2=NC(=NC=C2)C3CCCOC3,Random selection,6,0.6218031,0.07162429,0.5501788,-0.18730849,0.07162429,-0.14321111,-0.15549625,-0.10567718,0.6218031,-0.2199346
46739796,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)N3CCN(CC3)C(=O)C(F)(F)F,Random selection,6,0.7243878,-0.024086831,0.74847466,-0.18018806,-0.121878125,-0.2247844,-0.12782541,-0.024086831,0.7243878,-0.26511827
66520210,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CS2)C3=COC=C3,Random selection,6,0.37233523,-0.008396593,0.38073182,-0.18074436,-0.008396593,-0.04340726,-0.07698199,-0.1707608,0.37233523,-0.060425393
44119519,B1(OC(C(O1)(C)C)(C)C)C2=CC3=NC=CN=C3N=C2,Random selection,2,0.75895107,0.023964329,0.7349867,-0.049830932,0.75895107,0.013757356,-0.12310276,-0.2839463,0.023964329,-0.049361806
53398602,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(S2)C(=O)C,Random selection,6,0.25755405,0.08612607,0.171428,0.077902965,0.029085504,0.08612607,-0.08147403,-0.31634414,0.25755405,0.04577739
45786410,B1(OC(C(O1)(C)C)(C)C)C2=NC=C(C=C2)C3=CC(=CC=C3)N,Random selection,6,0.4722541,0.14330475,0.32894933,-0.20264897,0.14330475,-0.081905186,-0.19283381,-0.17778248,0.4722541,-0.09507735
90298581,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(S2)CC(=O)OCC,Random selection,6,0.21858895,0.1920978,0.02649115,0.1920978,0.020913273,0.093470685,-0.114733554,-0.34025148,0.21858895,0.037076022
49758860,B1(OC(C(O1)(C)C)(C)C)C2=CN(C3=CC=CC=C23)C(=O)OC(C)(C)C,Random selection,6,0.33160248,0.047423184,0.2841793,0.015626717,-0.05578541,0.04144203,-0.2571144,-0.23281993,0.33160248,0.047423184
99773843,B1(OC(C(O1)(C)C)(C)C)[C@@H]2CCCC(=O)C2,Random selection,6,0.5346684,-0.03846648,0.57313484,-0.04052907,-0.22566175,-0.10965432,-0.4194941,-0.03846648,0.5346684,-0.111140214
66520269,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=N2)C3CC3)Br,Random selection,6,0.5201912,0.0031984425,0.51699275,-0.10207133,0.0031984425,-0.06911729,-0.089261524,-0.1939692,0.5201912,-0.12546332
68295326,B1(OC(C(O1)(C)C)(C)C)C2=C3C=CN(C3=NC=C2)C(=O)OC(C)(C)C,Random selection,6,0.4558429,-0.029195337,0.48503825,-0.12794158,-0.029195337,-0.08396559,-0.26273093,-0.14954314,0.4558429,-0.0642126
68998577,B1(OC(C(O1)(C)C)(C)C)C2=CC3=CC=CC=C3C2,Random selection,6,0.24443375,0.116900496,0.12753326,-0.017631887,-0.12361984,0.060557954,-0.50570416,-0.1436143,0.24443375,0.116900496
21879945,B(C1=CC=C(C=C1)CF)(C2=CC=C(C=C2)CF)C3=CC=C(C=C3)CF,Random selection,3,0.47733453,0.23439918,0.24293534,0.005708651,0.23439918,0.47733453,-0.021782804,-0.35181344,-0.022524122,-0.043081075
75486913,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)C(F)(F)F)N,Random selection,6,0.70962447,-0.064739324,0.7743638,-0.14976256,-0.09199785,-0.18944408,-0.0967361,-0.064739324,0.70962447,-0.23582119
2773283,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)CBr,Random selection,6,0.40603855,0.00926016,0.3967784,-0.053192545,-0.05458464,-0.001768123,-0.26551545,-0.21661597,0.40603855,0.00926016
53398367,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2Br)Br,Random selection,6,0.20527904,0.19485113,0.010427907,0.012987379,0.13055599,0.09234664,0.19485113,-0.36630234,0.20527904,0.01977792
53217334,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC(=C2)Cl)C(=O)OC(C)(C)C,Random selection,6,0.5206114,0.058692217,0.4619192,0.0077320724,0.058692217,-0.06883088,-0.023931501,-0.26217932,0.5206114,-0.13394092
23142059,B1(OC(C(O1)(C)C)(C)C)C2=CC(CC(C2)(C)C)(C)C,Random selection,6,0.6494441,-0.084333636,0.73377776,-0.100876555,-0.13301991,-0.15012285,-0.1739099,-0.084333636,0.6494441,-0.18336111
45786513,B1(OC(C(O1)(C)C)(C)C)C2=CN=CC(=N2)C3=CN=CC=C3,Random selection,2,0.74455345,0.058698818,0.6858546,-0.058571413,0.74455345,-0.00092002086,-0.11404525,-0.29189426,0.058698818,-0.057836693
18450876,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C(=C2)F)NC=C3,Random selection,6,0.54172844,-0.07627182,0.61800027,-0.19633643,-0.07627182,-0.086797595,-0.18983376,-0.108086236,0.54172844,-0.08157397
45786359,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CS2)CC,Random selection,6,0.39795938,0.044693448,0.35326594,-0.030471105,0.044693448,0.0100356825,0.020625954,-0.27640268,0.39795938,-0.0553405
12705651,B(CC(C)C)(CC(C)C)OC,Random selection,5,0.65905696,-0.056800723,0.7158577,-0.22560872,-0.5035848,-0.30951115,-0.2974168,0.65905696,-0.056800723,-0.14891118
66520242,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=N2)CC)Br,Random selection,6,0.4623107,0.13040881,0.3319019,-0.06978273,0.13040881,-0.027713476,0.048319824,-0.28200135,0.4623107,-0.10807793
45786550,B1(OC(C(O1)(C)C)(C)C)C2=NC=C(C=C2)C3CCCOC3,Random selection,6,0.6163663,-0.078678615,0.69504493,-0.18227795,-0.078678615,-0.14475659,-0.21567123,-0.08044265,0.6163663,-0.16797018
56973192,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(O2)C)C,Random selection,6,0.57714266,0.021484388,0.5556583,-0.06468315,0.021484388,-0.08168955,-0.06730003,-0.21303092,0.57714266,-0.12712546
71303008,B1(OC(C(O1)(C)C)(C)C)C2=CNC(=O)C(=C2)C,Random selection,6,0.4539289,-0.033890743,0.48781964,-0.1093722,-0.034478333,-0.033890743,-0.31033126,-0.17756355,0.4539289,-0.035217863
72214277,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=N2)F)Cl,Random selection,6,0.5851467,0.119992346,0.46515438,-0.11259522,0.119992346,-0.1107651,-0.02799442,-0.19900666,0.5851467,-0.18392591
24208798,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)OC(C)C,Random selection,6,0.47118402,0.27054283,0.20064119,-0.14905588,0.27054283,-0.069304235,-0.12476271,-0.2395099,0.47118402,-0.11778364
99779883,B1(OC(=O)CN(CC(=O)O1)C)CC(C)C,Random selection,1,0.7236124,-0.043726295,0.76733875,0.7236124,-0.12220448,-0.043726295,-0.2145556,-0.06130469,-0.12672739,-0.09443264
2734652,B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2N,Random selection,6,0.40930998,0.039822966,0.36948702,-0.06544467,-0.04726473,0.01637567,-0.34746116,-0.2091587,0.40930998,0.039822966
23152666,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)Cl)N,Random selection,6,0.49402443,0.0038532852,0.49017113,-0.041080974,0.0038532852,-0.02793592,-0.12723652,-0.24239047,0.49402443,-0.05761644
8470,B(OC)(OC)OC,Morgan fingerprints,1,0.80593336,0.010228077,0.79570526,0.80593336,-0.005859439,0.010228077,-0.10872569,-0.22829632,-0.111452974,-0.0659919
12711,B(OCCC)(OCCC)OCCC,Morgan fingerprints,1,0.6318811,0.0599157,0.5719654,0.6318811,-0.18661653,-0.12460583,-0.15393059,0.0599157,-0.18594706,-0.093097866
12712,B(OCCCC)(OCCCC)OCCCC,Morgan fingerprints,5,0.38927063,0.26637197,0.12289867,0.26637197,-0.38408336,-0.2663819,-0.19219534,0.38927063,-0.1608141,-0.14070232
17179,B(OCC1=CC=CC=C1)(OCC2=CC=CC=C2)OCC3=CC=CC=C3,Morgan fingerprints,5,0.43053594,0.05691666,0.3736193,-0.20279369,-0.30918667,0.005342275,-0.38821054,0.43053594,-0.2675168,0.05691666
21423,B(OCCCCCC)(OCCCCCC)OCCCCCC,Morgan fingerprints,5,0.6769115,-0.053890057,0.7308015,-0.29243737,-0.51370853,-0.3650091,-0.15818852,0.6769115,-0.053890057,-0.18393755
21425,B(OCCCCCCCCCCCCCCCCCC)(OCCCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC,Morgan fingerprints,5,0.73390734,0.03055899,0.70334834,-0.46069127,-0.54435706,-0.398695,-0.13815843,0.73390734,0.03055899,-0.22200279
21427,B(OC1=CC=CC=C1Cl)(OC2=CC=CC=C2Cl)OC3=CC=CC=C3Cl,Morgan fingerprints,3,0.5324411,0.36802158,0.1644195,0.20441443,0.13455288,0.5324411,-0.34225968,-0.24298355,-0.52676696,0.36802158
31078,B(OCCCl)(OCCCl)OCCCl,Morgan fingerprints,1,0.74494493,-0.05021424,0.79515916,0.74494493,-0.08553679,-0.05021424,-0.14405249,-0.08848549,-0.16861244,-0.06769759
37132,B(OCCN(CC)CC)(OCCN(CC)CC)OCCN(CC)CC,Morgan fingerprints,5,0.69516295,-0.07279337,0.7679563,-0.29698738,-0.51353014,-0.34354106,-0.09599555,0.69516295,-0.07279337,-0.18431431
61587,B(OCC(C)C)(OCC(C)C)OCC(C)C,Morgan fingerprints,5,0.6446055,-0.06799544,0.71260095,-0.14476112,-0.48852605,-0.32138306,-0.2572921,0.6446055,-0.06799544,-0.17349899
70691,B(CC(C)C)(CC(C)C)CC(C)C,Morgan fingerprints,5,0.7245126,-0.0051839445,0.7296965,-0.4209178,-0.50292224,-0.3466745,-0.24895376,0.7245126,-0.0051839445,-0.17363563
76232,B(OCCCC)(OCCCC)OC1=C(C=C(C=C1C(C)(C)C)C)C(C)(C)C,Morgan fingerprints,6,0.37422946,0.26089486,0.113334596,0.06385175,0.13861859,-0.0039196867,0.26089486,-0.3565002,0.37422946,-0.06646175
78020,B(O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,Morgan fingerprints,1,0.80831313,0.026452234,0.7818609,0.80831313,0.016427344,0.026452234,-0.06717597,-0.29704362,-0.066650905,-0.048115317
79559,B(OCC(C)(C)C)(OCC(C)(C)C)OCC(C)(C)C,Morgan fingerprints,6,0.57411176,0.15212223,0.42198953,0.071480915,0.010346359,-0.14685112,0.15212223,-0.20605862,0.57411176,-0.2401276
84742,B(OCCOC)(OCCOC)OCCOC,Morgan fingerprints,1,0.69812655,-0.02851392,0.72664046,0.69812655,-0.13526365,-0.092020914,-0.15242177,-0.02851392,-0.15967499,-0.09021277
102825,B(OC1CCCCC1)(OC2CCCCC2)OC3CCCCC3,Morgan fingerprints,6,0.56564474,0.31993428,0.24571046,0.12039592,-0.48276705,-0.373785,-0.29864645,0.31993428,0.56564474,-0.43759453
103394,B(OCC(C)CC1=CC=C(C=C1)C(C)C)(OCC(C)CC2=CC=C(C=C2)C(C)C)OCC(C)CC3=CC=C(C=C3)C(C)C,Morgan fingerprints,5,0.66065055,-0.08282039,0.74347097,-0.41891688,-0.43363863,-0.30911556,-0.22154145,0.66065055,-0.08282039,-0.09902368
123022,[BH3-][N+]1=CC=CC=C1,Morgan fingerprints,2,0.63790756,-0.03827175,0.6761793,-0.084253855,0.63790756,-0.07435652,-0.22062297,-0.03827175,-0.19611761,-0.03898469
136678,B(C1=CC=CC=C1)(Cl)Cl,Morgan fingerprints,7,0.28684473,0.22075067,0.066094056,-0.056979902,-0.26672262,0.08211479,-0.4952517,0.22075067,-0.34556085,0.28684473
144241,B(N=C(C(F)(F)F)C(F)(F)F)(N(C)C)N(C)C,Morgan fingerprints,6,0.7955399,0.066179916,0.72936,-0.18521212,-0.19115986,-0.28858885,-0.14740631,0.066179916,0.7955399,-0.31320724
236543,B(C=C)(OCCCC)OCCCC,Morgan fingerprints,1,0.5426571,0.15181349,0.39084357,0.5426571,-0.2594968,-0.1466787,-0.24257375,0.15181349,-0.18448946,-0.09156448
246979,B(OCCCC)(OCCCC)OC1=C(C=CC=C1C(C)(C)C)C(C)(C)C,Morgan fingerprints,6,0.31583482,0.20643711,0.10939771,0.086137876,0.15870771,0.02698502,0.20643711,-0.39193234,0.31583482,-0.013687663
251727,B(OCCCCl)(OCCCCl)OCCCCl,Morgan fingerprints,1,0.5749788,0.12567413,0.4493047,0.5749788,-0.22286895,-0.14483316,-0.2036556,0.12567413,-0.19034672,-0.08961036
263098,B(OCCC(C)C)(OCCC(C)C)OCCC(C)C,Morgan fingerprints,5,0.6967529,-0.034502126,0.73125505,-0.30149803,-0.50844675,-0.33646524,-0.26646322,0.6967529,-0.034502126,-0.17145163
269853,B(N(CCCl)CCCl)(N(CCCl)CCCl)N(CCCl)CCCl,Morgan fingerprints,5,0.6508389,-0.024450406,0.67528933,-0.1475843,-0.4844312,-0.35907915,-0.024450406,0.6508389,-0.09037174,-0.20513448
286986,B(C1CCCC1)(OC)OC,Morgan fingerprints,1,0.6842137,0.062022597,0.6221911,0.6842137,-0.15140234,-0.1016589,-0.19684564,-0.080203675,0.062022597,-0.18510702
286987,B(OCCN(C)C)(OCCN(C)C)OCCN(C)C,Morgan fingerprints,1,0.57488006,0.118688315,0.45619175,0.57488006,-0.2488084,-0.153736,-0.15147837,0.118688315,-0.15740679,-0.114976145
289737,B(OC(C)(C)C)(OC(C)(C)C)OC(C)(C)C,Morgan fingerprints,6,0.64373726,0.02770056,0.6160367,0.025288269,-0.038127527,-0.17129445,0.02770056,-0.15002924,0.64373726,-0.26344702
