cid,smiles,method,assigned_prototype,max_prototype_similarity,second_prototype_similarity,similarity_gap,known_additive_max_similarity,novelty_score,nearest_known_additive_index,nearest_known_additive_name,nearest_known_additive_smiles,nearest_known_additive_hybridization,nearest_known_additive_functional_groups,prototype_1_similarity,prototype_2_similarity,prototype_3_similarity,prototype_4_similarity,prototype_5_similarity,prototype_6_similarity,prototype_7_similarity
2760141,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(=O)N3CCOCC3,USL encoder only,2,0.08356551,0.07791904,0.005646467,0.3902439024390244,0.6097560975609756,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.12789273,0.08356551,-0.10901367,-0.055269036,0.030463312,0.07791904,0.0074960506
45786378,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CO2)C3CCCCC3,USL encoder only,2,0.08486236,0.07307243,0.011789925,0.2857142857142857,0.7142857142857143,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.12248684,0.08486236,-0.10070387,-0.047425304,0.02920633,0.07307243,0.012591874
582056,B(C1=C(C(=C(C(=C1F)F)F)F)F)(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,USL encoder only,7,0.078267016,0.020804765,0.057462253,1.0,0.0,56,TPFPB,B(C1=C(C(=C(C(=C1F)F)F)F)F)(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,SP2,benzene ring,0.012312603,-0.028789967,-0.032285195,-0.07316287,-0.046636708,0.020804765,0.078267016
45786018,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC=C2)N3C=C(C=N3)C,USL encoder only,6,0.10240576,0.07414801,0.02825775,0.42857142857142855,0.5714285714285714,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.15702505,0.033398084,-0.13781713,-0.05139463,0.07414801,0.10240576,-0.01323687
45786417,B1(OC(C(O1)(C)C)(C)C)C2=NC=C(C=C2)C3=CC=C(C=C3)C#N,USL encoder only,6,0.090148255,0.05463139,0.035516866,0.3333333333333333,0.6666666666666667,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13045487,0.05463139,-0.121305235,-0.08847274,0.027929071,0.090148255,0.002683446
66818683,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)C(=O)N(C)C)C,USL encoder only,6,0.08644252,0.067926295,0.018516228,0.3023255813953488,0.6976744186046512,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.12819505,0.067926295,-0.107769325,-0.071793824,0.024984136,0.08644252,0.010410035
78379881,[B-][N+]1=C(C=CC=C1C)C,USL encoder only,6,0.14426875,0.12775749,0.016511261,0.20588235294117646,0.7941176470588236,85,3-MLBSB,O=C(O[B-]12OC3=C(C)C=CC=C3C(O2)=O)C4=C(O1)C(C)=CC=C4.[Li+],SP3,carbonyl (C=O); benzene ring; boronate (B-O),-0.14316961,-0.1313854,-0.1946267,-0.17718937,0.12775749,0.14426875,-0.0006134384
66509406,B1(OC(C(O1)(C)C)(C)C)C2=NN(C=C2)CCC,USL encoder only,6,0.08867456,0.056644578,0.032029983,0.358974358974359,0.641025641025641,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.15046592,0.056644578,-0.117737845,-0.06068595,0.045701288,0.08867456,0.0037881543
71306487,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C=NC3CCCCCC3,USL encoder only,2,0.08083636,0.07538053,0.0054558367,0.3902439024390244,0.6097560975609756,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.12854798,0.08083636,-0.10659239,-0.054900654,0.029184304,0.07538053,0.013131315
79662198,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(COC3)C=C2,USL encoder only,2,0.086991414,0.0747213,0.012270115,0.42857142857142855,0.5714285714285714,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.11915822,0.086991414,-0.10218327,-0.051397778,0.024734136,0.0747213,0.006991125
91933794,B1(OC(C(O1)(C)C)(C)C)C2=CC=NN2C3CCC3,USL encoder only,6,0.07944092,0.07081622,0.008624703,0.38461538461538464,0.6153846153846154,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.14085613,0.07081622,-0.1102732,-0.0515028,0.041873686,0.07944092,0.008217163
