cid,doi,literature_type,formula,smile,fingerprint,topological,weight,heavy_atom,type,label
6332567,JP-2007210971-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,1
6332567,KR-20240178517-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,Other,0
6332567,CN-115051032-B,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,1
6332567,KR-20240156591-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,Other,0
6332567,US-2010086823-A1,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,Other,0
6332567,KR-20120050983-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,1
6332567,CN-114843626-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,ZIB,0
6332567,CN-118658738-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,ZIB,0
6332567,CN-115051032-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,1
6332567,CN-118486845-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,Other,0
6332567,CN-110752352-B,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-110752352-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-116706039-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,Other,0
6332567,CN-116014140-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-110718659-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,US-10693137-B2,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-117525562-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-115588774-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LMB,0
6332567,CN-115881969-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,SIB,1
6332567,KR-20180097386-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,Other,0
6332567,CN-106654295-B,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,Other,0
6332567,CN-111525143-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,Other,0
6332567,KR-102363682-B1,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LMB,0
6332567,CN-115215318-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,Other,0
6332567,CN-118156448-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-113991171-B,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LMB,0
6332567,CN-112436188-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-115215318-B,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,Other,0
6332567,US-2024087759-A1,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-118754198-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,US-10256448-B2,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LMB,1
6332567,KR-20220073522-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LMB,0
6332567,CN-114865061-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,1
6332567,CN-116014140-B,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,KR-101922636-B1,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,Other,0
6332567,US-9159992-B2,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-104830400-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-106797047-B,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-110890547-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
6332567,CN-116960444-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LMB,0
6332567,CN-113991171-A,patent,BH3N,[B].N,00000371020200000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,28.0358543,2,LIB,0
61591,CN-114824468-A,patent,BF3H4O2,B(F)(F)F.O.O,00000371820031800000000000000000000000000000000000000000000000000000000000000400000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.0,104.025644,6,LIB,1
61591,CN-115995598-A,patent,BF3H4O2,B(F)(F)F.O.O,00000371820031800000000000000000000000000000000000000000000000000000000000000400000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.0,104.025644,6,SIB,1
2783397,CN-116487703-A,patent,C5H5BFNO2,B(C1=CN=C(C=C1)F)(O)O,00000371826231000000000000000000000000000000000000002C0000000000000000018000281D00000800000800C1120C3C8092081000A0003067440082802031022008D8203864980820E2C09191842008608000C8C8061000000000000000000000000000000000000000000000000000,53.4,141.0397367,10,LIB,1
11137191,CN-118173890-A,patent,C2H6BF3S,B(F)(F)F.CSC,00000371824001804000000000000000000000000000000000000000000000000000000000000410040000000000000000008200000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,25.3,130.023536,7,LIB,1
11137191,CN-118173885-A,patent,C2H6BF3S,B(F)(F)F.CSC,00000371824001804000000000000000000000000000000000000000000000000000000000000410040000000000000000008200000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,25.3,130.023536,7,LIB,1
11137191,CN-115441052-A,patent,C2H6BF3S,B(F)(F)F.CSC,00000371824001804000000000000000000000000000000000000000000000000000000000000410040000000000000000008200000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,25.3,130.023536,7,LIB,1
141756586,JP-5112148-B2,patent,C12H9BO3S,B(C1=CC2=C(C=C1)OC3=CC=CC=C3S2)(O)O,00000371C2703000400000000000000000000000000000000000346080000000000000914000281A0400080000080480D00030078000040880002042000002080020281008881A0608880C2622A4311A823820A4C01128A8078040000000000000000020000000000000004000000000000000,75.0,244.0365455,17,LIB,1
14389423,US-9480166-B2,patent,C6H10BNO3,B(C1=CC(=CC=C1)N)(O)O.O,00000371C2623000000000000000000000000000000000000000300000000000000000010000281C0010080000080881100030C08040000080002442400082000020020008880000648808202280919180200060900008C8071000000000000000000000000000000000000000000000000000,67.5,155.0753733,11,Other,0
21878961,CN-111146496-A,patent,C8H9BO4,B(C1=CC=C(C=C1)CC(=O)O)(O)O,00000371C2703800000000000000000000000000000000000000300000000000000000010000281A00000800000C00809800300880000200880220D2080002000020000008880100008808203280151080600024C00108880788C8A08E00000000000000000000000000000000000000000000,77.8,180.0593889,13,LIB,0
