id,label
42,1
42001,1
125000,1
63001,1
123,1
119,1
125,1
63,1
90001,1
123001,1
68,1
99,1
99001,1
17,1
90,1
99000,1
63000,1
125001,1
68001,1
119001,1
17001,1
123000,1
68000,1
90000,1
119000,1
117100,2
117010,2
117011,2
117,2
117000,2
117001,2
2000,2
2011,2
2001,2
35011,2
2100,2
2,2
11010,2
106011,2
79001,2
79000,2
79,2
16011,2
79100,2
79011,2
2010,2
21000,2
27011,2
35010,2
106010,2
35011,3
106011,3
117011,3
35010,3
2100,3
2011,3
117,3
2000,3
2001,3
106010,3
2,3
16011,3
117010,3
117100,3
79000,3
79100,3
11010,3
79011,3
79001,3
79,3
35001,3
35100,3
2010,3
117000,3
117001,3
24000,4
6000,4
6011,4
6001,4
6,4
6100,4
47001,4
6010,4
120011,4
120001,4
47,4
120,4
47100,4
47010,4
120100,4
47011,4
24100,4
24010,4
120010,4
53100,4
53000,4
13100,4
120000,4
31000,4
118100,4
67000,5
67001,5
67,5
67011,5
67100,5
49001,5
49,5
67010,5
49011,5
49100,5
122010,5
51001,5
51,5
52100,5
51011,5
115001,5
115,5
49010,5
115100,5
115011,5
52001,5
115000,5
52,5
52011,5
115010,5
78000,6
91011,6
65011,6
66,6
66001,6
59010,6
54010,6
78100,6
78,6
33011,6
33001,6
91,6
74010,6
12010,6
33,6
91000,6
33000,6
12001,6
91001,6
78001,6
74100,6
74011,6
65001,6
33100,6
12011,6
78000,7
65011,7
78,7
67000,7
49001,7
78001,7
49,7
107011,7
78010,7
74001,7
89,7
107,7
18,7
74100,7
18100,7
74,7
107100,7
85000,7
78100,7
78011,7
107001,7
59010,7
18001,7
66000,7
12010,7
50100,8
5100,8
5001,8
87001,8
87,8
5,8
60010,8
5011,8
87100,8
60100,8
60,8
60001,8
5000,8
1,8
20100,8
82001,8
29000,8
29001,8
1010,8
1001,8
5010,8
26100,8
29,8
26000,8
26011,8
93000,9
27011,9
108100,9
17100,9
27010,9
27100,9
27,9
81000,9
27001,9
108000,9
64010,9
93010,9
93100,9
53000,9
22010,9
118001,9
118,9
118000,9
117100,9
81010,9
42,9
53010,9
42001,9
90100,9
25010,9
72771062,1
18415507,1
3083563,1
133555080,1
67927664,1
133632085,1
175042873,1
142720048,1
137347363,1
54969127,1
155953351,1
165356048,1
141162725,1
57648415,1
173681110,1
160616322,1
174824666,1
122363386,1
165996992,1
3698707,1
133634754,1
130141677,1
133555103,1
46738679,1
140926516,1
24978114,2
87917498,2
107900801,2
142596317,2
173960297,2
143469227,2
89983624,2
106647035,2
114735879,2
176244321,2
155715494,2
114747657,2
161242923,2
158999626,2
23776199,2
173881491,2
24057969,2
24057928,2
24002534,2
134903577,2
51347698,2
174020246,2
165077778,2
140561979,2
163665825,2
164028656,3
90338001,3
173760839,3
88225428,3
173724486,3
57719559,3
144787050,3
123559972,3
142243795,3
87612754,3
144781965,3
156803700,3
156816881,3
158677107,3
164161849,3
152180533,3
136750290,3
15887309,3
134906523,3
145598171,3
159404734,3
135846823,3
175568304,3
135671076,3
23946035,3
172801429,4
174458323,4
168517044,4
161032974,4
122402274,4
17928275,4
141045108,4
172835947,4
134904348,4
58343751,4
174443079,4
141717026,4
170564624,4
141042758,4
77230817,4
158602254,4
138401410,4
150607386,4
160827096,4
144681571,4
23078649,4
161977931,4
144472899,4
89813789,4
154608337,4
25241453,5
133553763,5
133553555,5
133553720,5
133553680,5
133553757,5
133553429,5
101445720,5
133553431,5
133554652,5
45788906,5
89756689,5
172400086,5
57346054,5
173691075,5
59904773,5
176142108,5
167579931,5
173019900,5
6857570,5
173844833,5
101089377,5
161051593,5
157948239,5
173680482,5
162218281,6
161792191,6
160090643,6
149352431,6
160737166,6
160775006,6
158093972,6
171405512,6
68073667,6
69232311,6
157871903,6
162157079,6
152835792,6
157830608,6
161899060,6
68889836,6
159542260,6
72669672,6
154639198,6
158122839,6
161382183,6
173836215,6
159495293,6
145206075,6
145205283,6
141061243,7
161756090,7
141468572,7
159125729,7
88555212,7
159781432,7
174312454,7
125469671,7
157249775,7
173886869,7
161478471,7
68817582,7
160207447,7
157630605,7
157100711,7
167453479,7
161861041,7
161621286,7
159112473,7
161073532,7
159187021,7
170671431,7
144703533,7
158091532,7
155761850,7
141155167,8
85534205,8
22596610,8
174853788,8
175525830,8
159764383,8
134903419,8
21423,8
135048484,8
14272997,8
102277533,8
53421022,8
71350748,8
66879918,8
140237334,8
67675439,8
67041807,8
22173210,8
131885941,8
44148775,8
150805824,8
152026671,8
141406195,8
85831613,8
153825674,8
101544409,9
140963630,9
160402600,9
22831428,9
133662008,9
11148297,9
138110675,9
134906521,9
15567365,9
57496422,9
140478376,9
141658819,9
102295740,9
140727660,9
173903729,9
142450572,9
72213449,9
67306412,9
408690,9
129686950,9
163279366,9
147147922,9
165984758,9
23268349,9
133662296,9
44471847,1
174539641,1
160942697,1
141700105,1
158461939,1
140793393,1
161673579,1
141285443,1
167595690,1
173643297,1
162515865,1
162221381,1
52931981,1
142723060,1
162734835,1
88473387,1
158382912,1
173940670,1
2733267,1
161886331,1
139035729,1
155710915,1
53239815,1
154636838,1
68312609,1
60101487,2
142752290,2
165991288,2
143545328,2
142532347,2
122360888,2
81223499,2
57416347,2
74890672,2
54911168,2
166001907,2
11694703,2
164073794,2
101248231,2
165993406,2
161099006,2
19352607,2
166001898,2
174143831,2
173834504,2
101475237,2
23890574,2
23834422,2
23918665,2
23834278,2
173686228,3
89283369,3
173965959,3
134903631,3
143060413,3
91102098,3
148811017,3
172064582,3
101796798,3
102449054,3
139621740,3
173666529,3
139621605,3
139621753,3
139621655,3
161229600,3
46856190,3
173709437,3
102171819,3
145124205,3
139184224,3
164965256,3
159813371,3
101347701,3
173639991,3
175035662,4
141039601,4
174451148,4
161025276,4
168649763,4
158257864,4
157163843,4
169388556,4
139978260,4
54378249,4
139592884,4
160666402,4
137329273,4
139978266,4
67305414,4
140574342,4
23154726,4
133624549,4
57497296,4
143103757,4
160635889,4
22448189,4
5287794,4
175694499,4
150885092,4
133555684,5
173678236,5
133553553,5
133553618,5
133553565,5
20463568,5
16728321,5
133553437,5
139168537,5
160440051,5
158451825,5
176060373,5
133553332,5
162777064,5
65600106,5
162208653,5
157298158,5
175285338,5
173339939,5
134828524,5
172400072,5
173844834,5
163520236,5
175925721,5
123143301,5
161944747,6
158044609,6
159941310,6
157478693,6
162107353,6
157197605,6
90206912,6
159864913,6
158867733,6
162339694,6
90206992,6
160399349,6
158569559,6
159006486,6
165998439,6
173852997,6
6654867,6
70927057,6
159623922,6
6648673,6
167684117,6
175222155,6
159977669,6
161796207,6
4229215,6
161722493,7
159921624,7
162106812,7
158282815,7
160345315,7
158954292,7
168795533,7
171588986,7
160129633,7
160327155,7
161767142,7
157192357,7
140857089,7
68642582,7
157995180,7
174072164,7
161824557,7
142604793,7
173902245,7
172091704,7
68013790,7
164958419,7
160178899,7
159685770,7
132562237,7
15638650,8
141414383,8
10738661,8
142899639,8
141537534,8
173781557,8
140395036,8
168436714,8
107007640,8
172780031,8
160343536,8
87068934,8
44151523,8
79707036,8
21590676,8
42637300,8
175247115,8
173023167,8
54969029,8
73996093,8
139994877,8
88143085,8
