cid,smiles
21675884,B(C)(C)OC(=C(C)C)OC(C)C
58494102,B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)C3=CCN(CC3)CC4=CC=CC=C4)CC
59321167,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)N3CCN(CC3)CC
66520684,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2)C3=CC(=CC(=C3)F)F
49758782,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)C(=O)OC
53216815,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2C)C(=O)OC(C)(C)C
86346452,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)C(OC)OC
3822087,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)OC(C)(C)C
25000391,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N2C)C
72221600,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2OC(C)C)Cl
66520976,B1(OC(C(O1)(C)C)(C)C)C2=C(N=C(S2)C(=O)OC)C3CC3
68194673,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2C)C3=CN=CC=C3
45786352,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CO2)C3=CC=CC=C3C
57694509,B(C)(/C=C/C)C1=CC=CC=C1
57413186,B(C1=CC2=C(C=C1)N(C3=C2C=C(C=C3)/C=C/C4=CC5=C(C=C4)N(C6=C5C=C(C=C6)B(C7=C(C=C(C=C7C)C)C)C8=C(C=C(C=C8C)C)C)CC)CC)(C9=C(C=C(C=C9C)C)C)C1=C(C=C(C=C1C)C)C
85749946,B(C1=CCC2=CC=CC=C12)(C3=C(C(=C(C(=C3F)F)F)F)F)C4=C(C(=C(C(=C4F)F)F)F)F
85766699,B(C1=CC(=CC(=C1)F)F)(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F
88085269,B(OC1=C(C(=C(C2=C1C(=C3C(=C2F)C(=C(C(=C3F)F)F)F)F)F)F)F)(OC4=C(C(=C(C5=C4C(=C(C(=C5F)F)F)F)F)F)F)OC6=C(C(=C(C(=C6F)F)F)F)F
18400458,B(OC1=C(C(=C(C(=C1F)F)F)F)F)(OC2=C(C(=C(C(=C2F)F)F)F)F)OC3=NC=CN3
89239536,B(OCC(CCC)CCCCC)(OCC(CCC)CCCCC)OCC(CCC)CCCCC
72218562,B1(OC(C(O1)(C)C)(C)C)C2=COCCN2C(=O)OC(C)(C)C
72221036,B1(OC(C(O1)(C)C)(C)C)C2=CN(C(=O)C=C2)C3CC3
59534974,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2)C(F)F
59327133,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2)C3CC3
23152508,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)F)N
72216251,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=N2)C(F)(F)F)[N+](=O)[O-]
75486553,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)Cl)C=O
49758728,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)C3=CC=CC=C3F
53216799,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2F)Cl
45786226,B1(OC(C(O1)(C)C)(C)C)C2=CN=CC(=N2)N(CC)CC
66521306,B1(OC(C(O1)(C)C)(C)C)C2=NC=C(C=C2)N3CCN(CC3)C
88865207,B(C1=C(C(=C(C=C1C)C)C2=CC=NC=C2)C)(C3=C(C(=C(C=C3C)C)C4=CC=NC=C4)C)C5=C(C(=C(C=C5C)C)C6=CC=NC=C6)C
58618849,B(OCCOC)(O/C=C/COCCOC)O/C=C\COC1COC1
71303008,B1(OC(C(O1)(C)C)(C)C)C2=CNC(=O)C(=C2)C
49759214,B1(OC(C(O1)(C)C)(C)C)C2=CCN(CC2)CC3=CC=CC=C3
91886705,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC=C2Cl)F
75487275,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)N3CCCC3)C=O
42614648,B1(OC(C(O1)(C)C)(C)C)C2=NC(=CC=C2)OC(C)C
53398617,B1(OC(C(O1)(C)C)(C)C)C2=CSC(=C2)C(=O)C
72214773,B1(OC(C(O1)(C)C)(C)C)C2=CN=C3CN(CC3=N2)C(=O)OC(C)(C)C
70849038,B(C1=CC=C(C=C1)C2=CC=CC=C2)(C3=CC=C(C=C3)C4=CC=CC=C4)/C(=C(\CSC)/C5=CC=C(C=C5)C)/C6=CC=C(C=C6)C7=CC=CC=C7
292409,B(OCCCCCCCCCCCCCCCC)(OCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCC
72216215,B1(OC(C(O1)(C)C)(C)C)C2=CC(=O)C=C(N2)[N+](=O)[O-]
