molecule_id,prototypes,molecule_name,UMAP_x,UMAP_y
82100,2,[],0.37806115,17.675848
97,2,['B(OPh)3'],4.075706,17.974012
18,2,['LBSB'],1.2936764,17.71887
55,2,['(C6F4)O2B(C6F5)'],4.111127,18.059673
76,2,['LBBB'],3.9914377,18.165937
97000,2,[],4.049942,17.921234
18000,2,[],1.2131642,17.721066
55000,2,[],4.0990443,18.027575
76000,2,[],4.012113,18.194384
97001,2,[],4.02052,17.98311
18001,2,[],1.2528543,17.704035
55001,2,[],4.1739492,18.169378
76001,2,[],3.9881058,18.138329
97010,2,[],4.149831,18.208963
18010,2,[],1.3478881,17.585087
55010,2,[],4.2625937,18.349134
76010,2,[],4.1043406,18.265131
97011,2,[],4.236912,18.084436
18011,2,[],1.2011582,17.659594
55011,2,[],4.296747,18.383112
76011,2,[],4.173423,18.338226
97100,2,[],4.0486817,18.058758
18100,2,[],1.0846003,17.459354
55100,2,[],4.216449,18.181004
76100,2,[],3.9670134,18.281818
33,3,['PRZ'],14.113754,-5.197245
3,3,['PFPBO'],14.067051,-5.669744
54,3,['PFPTFBB'],14.147459,-5.1886687
75,3,['TPF'],13.847813,-5.0313125
74,3,['3F-PBF'],14.758964,-5.6371098
33000,3,[],14.781452,-5.57769
54000,3,[],14.006034,-5.1353846
75000,3,[],13.905814,-5.0966177
74000,3,[],14.751724,-5.628168
71000,3,[],14.666158,-5.4736743
33001,3,[],13.998772,-5.106089
3001,3,[],14.015312,-5.647608
54001,3,[],14.109545,-5.2301764
75001,3,[],13.810147,-4.990344
74001,3,[],14.78585,-5.6474657
33010,3,[],14.048885,-5.1434746
3010,3,[],14.071484,-5.6616154
54010,3,[],14.190729,-5.3021955
75010,3,[],13.868151,-5.037014
74010,3,[],14.1663065,-5.2495985
109011,3,[],14.314217,-5.6739655
33011,3,[],14.010347,-5.1091013
3011,3,[],14.009032,-5.6600637
54011,3,[],13.91236,-5.101352
75011,3,[],13.794197,-4.9687576
74011,3,[],14.756506,-5.5859427
75100,3,[],14.680373,-5.9031377
77,3,['TFPB'],13.999334,-5.9636974
91,3,['TRIZIN'],13.703161,-6.1039047
45,3,['TFPBO'],14.835191,-5.8091273
56,3,['TPFPB'],14.003766,-5.9760237
77000,3,[],13.895069,-6.0383677
91000,3,[],13.759344,-6.156904
45000,3,[],14.72524,-5.9025598
56000,3,[],13.97889,-6.0815825
77001,3,[],13.960703,-5.965667
91001,3,[],13.720291,-6.1614246
45001,3,[],14.789631,-5.7739973
56001,3,[],13.996835,-5.984477
77010,3,[],14.666749,-5.9508905
91010,3,[],13.742519,-6.171871
56010,3,[],14.706048,-5.994921
77011,3,[],13.8567505,-5.9643555
91011,3,[],13.6767235,-6.203958
45011,3,[],14.793934,-5.8112106
56011,3,[],13.833042,-6.0185075
77100,3,[],14.6861,-5.9705358
91100,3,[],13.730358,-6.18723
56100,3,[],14.683225,-6.004089
62,4,['LiBMSB'],16.731997,9.361751
115,4,['LiBClSB'],16.683535,9.370504
34,4,['DCLBSB'],16.97721,9.40767
121,4,['LiB5AB'],18.229404,9.641721
85,4,['3-MLBSB'],18.135008,9.585858
122,4,['LiBCl2SB'],16.801353,8.868248
23,4,['LiBFSB'],16.825718,9.486548
51,4,['LiBBrSB'],16.655706,9.390592
62000,4,[],16.778194,9.440998
115000,4,[],16.56357,9.204141
5000,4,[],16.795282,8.927418
34000,4,[],16.61148,8.742912
38000,4,[],16.588669,8.825582
85000,4,[],18.118074,9.54845
23000,4,[],16.566797,8.945683
60000,4,[],18.12354,9.567811
51000,4,[],16.668116,8.994767
62001,4,[],16.7207,9.307894
115001,4,[],16.56172,8.891092
34001,4,[],17.034464,9.382318
121001,4,[],18.327032,9.711464
85001,4,[],18.151243,9.57623
122001,4,[],16.990929,9.056736
23001,4,[],18.161469,9.59956
71001,4,[],16.498003,8.629844
51001,4,[],16.908394,9.577491
62010,4,[],18.308058,9.706002
115010,4,[],16.727882,9.509294
34010,4,[],17.103472,9.491752
