epoch,proto_1_mean_speed,proto_1_std_speed,proto_2_mean_speed,proto_2_std_speed,proto_3_mean_speed,proto_3_std_speed,proto_4_mean_speed,proto_4_std_speed,proto_5_mean_speed,proto_5_std_speed,proto_6_mean_speed,proto_6_std_speed,proto_7_mean_speed,proto_7_std_speed,proto_8_mean_speed,proto_8_std_speed,proto_9_mean_speed,proto_9_std_speed,proto_10_mean_speed,proto_10_std_speed
12,0.0013506098,0.00019254896,0.0013323261,0.00016047951,0.0013172156,0.00023284674,0.001414241,0.00019519255,0.001363745,0.000107544336,0.001197141,0.00012144709,0.001102415,0.0001420499,0.0013117344,0.00014487328,0.0013641809,0.00011220036,0.001478938,0.00015650534
13,0.001353868,0.00019129767,0.0013341596,0.00015414009,0.0013226706,0.00023253188,0.001421677,0.00018581472,0.0013691839,0.00010565857,0.0012072696,0.00012446319,0.0011018364,0.00013510212,0.0013108705,0.00015171852,0.0013693303,0.0001142278,0.001483022,0.00015224374
14,0.0013564813,0.00018720217,0.0013356658,0.00014797476,0.0013257627,0.00022380617,0.001422823,0.00018155602,0.0013776191,0.000105981235,0.0012222155,0.00012984345,0.0011002399,0.00013311881,0.0013134447,0.00015756248,0.0013760277,0.00011536932,0.0014867333,0.00014233473
15,0.0013638996,0.00018063173,0.0013383587,0.00014386773,0.0013255298,0.00022199584,0.0014271962,0.00017359797,0.0013881957,0.00010866583,0.0012427694,0.00013654387,0.0011051951,0.00012761286,0.0013156652,0.00015627139,0.0013879422,0.00011515346,0.0014950605,0.00013300718
16,0.0013691674,0.00017632938,0.001340156,0.0001326065,0.0013356188,0.00021802998,0.0014262402,0.0001803398,0.0014004055,0.00010868225,0.0012573291,0.00015718749,0.0011114425,0.00012488173,0.0013096539,0.00016206368,0.0013893042,0.00011177342,0.001493168,0.00012547521
17,0.0013725882,0.00017126751,0.0013350897,0.00012097733,0.0013358556,0.00021534774,0.0014317273,0.00017534474,0.0014035248,0.00011399357,0.0012697184,0.00017499502,0.0011202798,0.00011931488,0.0013113872,0.00016966734,0.0013938609,0.00010987636,0.0014893616,0.0001186485
18,0.0013733647,0.00016113362,0.001330069,0.00011476346,0.0013377653,0.00020387933,0.0014377378,0.00016746744,0.0014094233,0.000119827666,0.0012847437,0.00019033103,0.0011291303,0.000119356686,0.0013072928,0.00017715429,0.0013998542,0.00010697945,0.0014824545,0.00011075147
19,0.0013881524,0.00013593593,0.0013311398,0.000108409185,0.0013389974,0.0002032677,0.0014323517,0.0001898203,0.0014108715,0.00012565042,0.0012969826,0.00018523658,0.0011322463,0.00013132124,0.0012987691,0.00020871559,0.0014058405,9.967173e-05,0.0014710347,0.00011760673
20,0.0014059903,0.00012495082,0.0013359307,0.00010497516,0.0013372529,0.00020537133,0.0014403176,0.00019654918,0.0014069669,0.00013410984,0.0013050499,0.00017856274,0.0011378371,0.00013176989,0.0012788734,0.00023644474,0.0014138542,0.00010167418,0.001457254,0.000114232906
21,0.0014148877,0.00012800365,0.0013451014,0.00010642092,0.0013462115,0.00021561576,0.0014367228,0.00021197385,0.001411965,0.00013912459,0.0013089174,0.0001787789,0.0011429597,0.00012825393,0.0012796016,0.00023185532,0.001419254,9.8454e-05,0.0014572494,0.00011463522
22,0.0014140336,0.00013197883,0.0013309934,0.0001109332,0.0013535705,0.00021931349,0.0014311707,0.00021054044,0.0014187691,0.00014607562,0.0013273179,0.00018260656,0.0011493939,0.00012834581,0.0012782761,0.00022192864,0.0014226971,9.289386e-05,0.0014580169,0.00011163858
23,0.0014095342,0.00013260776,0.0013355796,9.821446e-05,0.0013498506,0.00022315487,0.0014248446,0.00021738462,0.0014123402,0.00014849719,0.0013348528,0.00019202475,0.0011522968,0.00015391574,0.001282105,0.00020894248,0.0014212076,9.0543304e-05,0.0014502127,0.00011736129
24,0.0014013192,0.00013497763,0.0013368877,0.000101433354,0.0013441837,0.00022166257,0.0014230307,0.00021406641,0.0014125516,0.00014760812,0.0013362814,0.00019415651,0.0011467404,0.00015164653,0.0012807513,0.00020975362,0.0014210669,9.0057656e-05,0.0014489713,0.00011618027
25,0.0013999249,0.00013031934,0.0013254496,0.00010314479,0.0013412001,0.00022323732,0.001414691,0.00021371395,0.0014171423,0.00015576347,0.0013331305,0.0001993943,0.0011393959,0.000167042,0.0012750982,0.00021122058,0.0014096877,9.569785e-05,0.0014419269,0.0001121498
26,0.0014000149,0.00011960807,0.0013051794,0.0001272583,0.0013336766,0.0002163096,0.0014064525,0.0002091402,0.0014147726,0.00016226854,0.0013245553,0.00019778807,0.0011177484,0.00017491609,0.0012625137,0.00022235689,0.0013969346,0.0001111792,0.0014285322,0.000119522636
27,0.0013917496,0.00012521405,0.0012900654,0.00013627118,0.0013154162,0.00022165812,0.001390971,0.00021467243,0.0014038348,0.00016988807,0.0013194537,0.0001946409,0.0011128779,0.00018630453,0.0012706948,0.0002100484,0.0013862571,0.00012969732,0.0014110487,0.00013453906
28,0.0013890114,0.00012835924,0.001292066,0.00013822186,0.0013093061,0.00022323223,0.0013867058,0.00021177251,0.0013977633,0.0001723729,0.001317998,0.00019369513,0.0011350202,0.00016846436,0.0012926243,0.00019340518,0.001386617,0.00013481057,0.0014044286,0.00012818234
29,0.0013799804,0.00014997649,0.0012922753,0.00013953826,0.0013047531,0.0002229555,0.0013840226,0.00019377269,0.0013889226,0.00018218785,0.001330342,0.00018794562,0.0011473557,0.00016423239,0.0013036692,0.0001749764,0.0013895064,0.00013310523,0.0013880987,0.00010792202
30,0.0013647212,0.00016442545,0.0012843884,0.00016030438,0.0013039026,0.00022457505,0.001379988,0.00018570099,0.001377115,0.00019482303,0.0013283526,0.00018827383,0.0011452481,0.00015456788,0.0013179134,0.0001625604,0.0014002519,0.00013081977,0.0013828415,0.000100236604
31,0.0013480518,0.00016067267,0.0012890318,0.00016888522,0.0013029422,0.00022025694,0.0013816543,0.00017233715,0.0013689541,0.00020299389,0.0013369124,0.00019339779,0.0011435958,0.00015705504,0.0013160359,0.00016308036,0.0013982179,0.00012456943,0.0013681559,0.00010594724
32,0.0013533883,0.00015406025,0.0012980192,0.00016858078,0.0013012929,0.00022451003,0.0013915984,0.00014953966,0.0013702523,0.0002074264,0.0013507686,0.00017881057,0.0011439489,0.00016494542,0.0013180732,0.0001717306,0.0014063142,0.0001150542,0.0013719343,0.00010773337
33,0.0013582936,0.0001525323,0.0012994058,0.00015726597,0.0012965297,0.00023308356,0.0013915208,0.00015880511,0.0013637894,0.00021010725,0.0013503971,0.00017702242,0.0011418059,0.00018692453,0.0013084128,0.00019806434,0.0014097927,0.0001098357,0.0013754172,9.80954e-05
34,0.0013677839,0.00014692234,0.0013232633,0.00013490088,0.0012910712,0.00025173303,0.001400228,0.0001534611,0.0013477386,0.00020432266,0.0013319023,0.00017239296,0.0011641115,0.00016627093,0.0012967254,0.00022728178,0.0014038,9.86087e-05,0.0013759846,9.856296e-05
35,0.001364519,0.000150828,0.0013448863,0.00011805487,0.0012975449,0.00025266485,0.0013932582,0.00015794035,0.001351522,0.00019332826,0.001322189,0.00017794839,0.0011769483,0.00016624988,0.0013009042,0.00019841327,0.001408105,9.2449496e-05,0.00138401,9.174825e-05
36,0.0013591002,0.0001487239,0.0013617844,0.00012570279,0.0013085796,0.00025405982,0.0013849449,0.00016675323,0.0013457492,0.0001807966,0.0013153901,0.00019014397,0.0011911679,0.00016603066,0.0013085996,0.0001632649,0.0014058228,8.599497e-05,0.0013767509,9.841041e-05
37,0.001356404,0.00014043077,0.0013762182,0.00013008405,0.0013202203,0.00025791314,0.0013941883,0.00016438695,0.0013362776,0.00017972747,0.0013154155,0.00019280662,0.001217066,0.00017416154,0.0013247733,0.00015516799,0.0014056825,8.47671e-05,0.0013736287,0.00011180725
38,0.0013544363,0.00016738425,0.0013825111,0.00014110615,0.0013404295,0.0002599393,0.0013933859,0.00016460553,0.0013254378,0.00017995322,0.0012859318,0.0002055485,0.0012178058,0.00018051927,0.0013188792,0.00016270018,0.0014063027,8.713526e-05,0.0013654948,0.00012318166
39,0.0013345932,0.00018191666,0.0013829574,0.00013821952,0.0013354139,0.00024330655,0.0013652381,0.00017748604,0.0013388527,0.0001770976,0.0012651191,0.00022683528,0.0012333295,0.00018035123,0.0013268816,0.00017399271,0.0014133909,9.910319e-05,0.001371451,0.00013955092
40,0.0013309624,0.00018562855,0.0013713059,0.00014609098,0.0013238143,0.00023641558,0.0013585237,0.0001808306,0.0013486795,0.00019164386,0.0012692634,0.00023073035,0.0012437766,0.00017804017,0.0013334836,0.00018024238,0.0014103246,0.00010307953,0.001385736,0.00013448957
41,0.0013429241,0.00018655995,0.0013636425,0.00013272936,0.0013096137,0.0002382314,0.0013488346,0.0001794671,0.001353949,0.00020427504,0.001293937,0.00022612323,0.0012388858,0.00019029039,0.0013287356,0.00019842348,0.0014122899,0.000107792206,0.0013990516,0.00013825536
42,0.0013392719,0.00018645902,0.0013523698,0.0001339189,0.0012965959,0.00023301091,0.0013346366,0.00016314095,0.0013409138,0.00020794105,0.0012994718,0.00023730949,0.0012505034,0.00020150212,0.0013262819,0.00021498888,0.0014073285,0.00011198948,0.0013917383,0.00013731475
43,0.0013395043,0.00017206176,0.0013582859,0.00012332309,0.0013071551,0.00023185172,0.0013252229,0.00017477894,0.0013341161,0.00019815058,0.0012985694,0.00023592467,0.0012684647,0.0002015562,0.001326367,0.00022006631,0.001402458,0.0001181656,0.0013849665,0.00013578196
44,0.0013306125,0.00015697796,0.0013483836,0.000121008285,0.0012962015,0.00022719866,0.001307138,0.00018718389,0.001317344,0.00019089245,0.0012914155,0.00023624007,0.0012933448,0.0002015805,0.0013320539,0.00021473921,0.0013906555,0.00013043109,0.0013667678,0.00014284375
45,0.0013251221,0.00015101767,0.0013591876,0.00013505423,0.0012969498,0.00023102877,0.001301576,0.00018808953,0.0013084522,0.00019098101,0.0012817163,0.00023579418,0.0012893416,0.00020000736,0.0013331274,0.00019380542,0.0013894737,0.00013310985,0.001364632,0.00014382515
46,0.0013261033,0.00015473005,0.0013566437,0.00012959333,0.0012945187,0.00023609983,0.0013060949,0.00018807063,0.0012975826,0.00019042306,0.0012798955,0.00024014084,0.001304611,0.00020076803,0.0013364905,0.00018334476,0.0013958154,0.0001291277,0.0013679548,0.00014459062
47,0.0013146537,0.00015931971,0.0013563063,0.0001353611,0.0012826405,0.00024501435,0.0012985432,0.00019504955,0.0012920292,0.00018148097,0.0012763657,0.0002459735,0.0013085494,0.00020263817,0.0013404295,0.00017506542,0.0013962648,0.00013044126,0.0013696261,0.00014581026
48,0.001313365,0.0001598671,0.0013476097,0.00014159988,0.0012790258,0.00024639562,0.001301498,0.00019182015,0.0012867493,0.00017910877,0.0012797372,0.00024795785,0.0013157001,0.00020467788,0.0013442558,0.00017257447,0.001397738,0.00013818582,0.001372867,0.0001436107
49,0.0013126463,0.0001584253,0.0013374301,0.00014241012,0.0012670823,0.0002568597,0.0013069449,0.00019287589,0.0012774606,0.0001802373,0.0012840584,0.00024411276,0.0013212047,0.00020860098,0.0013563798,0.00016114776,0.0013968579,0.00013512428,0.0013703711,0.00014475033
50,0.0013067754,0.00016585142,0.001315567,0.00015638155,0.0012659393,0.00024879584,0.0013037429,0.0001759249,0.0012610023,0.00019152979,0.001286313,0.00024620554,0.0013274497,0.00021955096,0.0013776056,0.00015914462,0.001392408,0.00013565771,0.00136435,0.00013748379
51,0.0013050489,0.00017534355,0.0013090235,0.00014767284,0.0012620115,0.00024943487,0.0013071465,0.00016987702,0.0012702789,0.00019082575,0.0012874845,0.00025012065,0.001323974,0.00021544745,0.0013815917,0.00016006219,0.0013781453,0.00013129332,0.0013690072,0.00013975226
52,0.0013139609,0.0001765244,0.0013072462,0.00012907054,0.0012606324,0.0002512807,0.0013188918,0.00014462657,0.0012807653,0.00020095981,0.0012971327,0.00024726044,0.0013196806,0.00021414497,0.0013786575,0.00015554517,0.001369594,0.00012938863,0.0013734407,0.0001335254
53,0.0013143944,0.00017726516,0.0013004594,0.00012817916,0.0012545438,0.00024960865,0.0013101608,0.00016200519,0.0012938792,0.00021017501,0.0012927761,0.00024734074,0.0013066141,0.00021447628,0.0013674428,0.00014742959,0.001365949,0.00013014876,0.0013686294,0.00013527702
54,0.0013097557,0.00017515468,0.001299042,0.0001276298,0.0012523329,0.00025031457,0.0013101004,0.00015332592,0.0013021602,0.00019984382,0.0012947938,0.0002476056,0.0013073371,0.00021625652,0.0013607766,0.00014342248,0.0013590509,0.00013221301,0.0013597624,0.00013388328
55,0.0013052088,0.0001778954,0.0012954215,0.00013318853,0.0012402415,0.00024790553,0.0013163879,0.00015064566,0.0012967128,0.00019163868,0.0012875156,0.00024246112,0.0013033756,0.00021695292,0.0013519686,0.00014803385,0.0013472651,0.0001312159,0.0013438915,0.00014755965
56,0.0012948909,0.00017655501,0.0013012171,0.00012762244,0.001238045,0.00024831953,0.0013132172,0.00017135651,0.0013097351,0.00014716627,0.001276375,0.0002344576,0.0013062533,0.00022280657,0.0013493535,0.0001512437,0.0013422056,0.0001376858,0.0013371387,0.00014639286
57,0.0012936742,0.00015798934,0.0013071224,0.00011877047,0.0012295054,0.00025397973,0.0013048725,0.00018341234,0.0013150957,0.00014552975,0.0012749889,0.0002373506,0.0013023419,0.00022889659,0.0013416845,0.00014830595,0.0013420029,0.00014091066,0.0013376871,0.00014856229
58,0.001287377,0.00015340751,0.0013136374,0.00012296849,0.0012232985,0.00025464414,0.0013042237,0.00019454851,0.001328273,0.00015517273,0.0012774144,0.00024078632,0.0012969234,0.00023855922,0.0013317192,0.00014374919,0.0013411932,0.00014857021,0.0013414898,0.00014720214
59,0.0012843448,0.00015186987,0.0013081094,0.00012131714,0.0012180372,0.00025763927,0.0012940712,0.00021048517,0.0013306307,0.00015847897,0.0012720366,0.00023671347,0.0012876312,0.0002473358,0.0013299756,0.00013992698,0.0013380089,0.00014513585,0.0013381395,0.00014643352
60,0.0013123938,0.00012959301,0.0013162337,0.00012614038,0.0012157781,0.00025784914,0.0013013377,0.00019859176,0.0013462041,0.00016093608,0.0012633048,0.0002271905,0.0012796423,0.00025050653,0.001333406,0.00014477674,0.001348892,0.00014845196,0.0013526796,0.00014519974
61,0.0013263028,0.0001402593,0.001333245,0.00013062751,0.0012215299,0.00026825786,0.0013028939,0.000189932,0.0013391504,0.00017162487,0.001245115,0.00021572631,0.0012712531,0.00025228175,0.0013318083,0.00014281145,0.0013530777,0.00015693124,0.0013623695,0.00014695256
62,0.0013163129,0.0001385688,0.0013324228,0.00012347134,0.0012195287,0.00026310974,0.001307139,0.00018897043,0.0013476091,0.00017220515,0.0012342812,0.0002209413,0.0012564989,0.0002552749,0.0013239655,0.00014200615,0.0013565741,0.00015407313,0.0013753632,0.00012774389
63,0.0013169793,0.00014740396,0.0013460316,0.000115031486,0.0012192557,0.00026196314,0.001319241,0.00018608548,0.0013479925,0.00016658327,0.0012245929,0.00022123143,0.0012457371,0.00025775743,0.0013045256,0.0001472394,0.001353683,0.000162164,0.0013761405,0.00012312045
64,0.0013182561,0.00016201232,0.0013530676,0.00011478374,0.0012285402,0.00025760272,0.0013182221,0.00019193885,0.0013554938,0.00015729846,0.0012162374,0.00022334265,0.0012437317,0.00025617384,0.0012980469,0.00014911924,0.00134849,0.00016014393,0.00138248,0.000117339536
65,0.001319736,0.00017000693,0.0013608513,9.202103e-05,0.0012264742,0.00025603862,0.0013203253,0.00019162457,0.0013641684,0.00016242056,0.0012084275,0.00022841699,0.0012437322,0.0002521766,0.0012960001,0.0001464464,0.0013459082,0.00016501675,0.0013945762,0.000112495356
66,0.0013187961,0.00017947998,0.0013631113,9.3154784e-05,0.0012286977,0.00025169415,0.0013187369,0.00019747352,0.0013710917,0.00016144158,0.0011927972,0.00023088085,0.001246916,0.00024263254,0.0012980185,0.00013961489,0.0013420585,0.00016633011,0.0014011735,0.00011511987
67,0.0013227633,0.00017901092,0.0013526543,9.92732e-05,0.0012178575,0.00025402018,0.0013161025,0.00020223075,0.0013791174,0.00015864003,0.0012036753,0.00023458315,0.001265461,0.00023872039,0.001314438,0.0001333714,0.0013385082,0.00016653142,0.0014002237,0.00011911782
68,0.001325249,0.00017568137,0.0013504445,0.000100549594,0.0012170735,0.00024976468,0.0013167083,0.00020960574,0.0013748867,0.00015461964,0.0011970199,0.00022841485,0.0012741811,0.000239429,0.001326685,0.00012546871,0.0013443506,0.00016427274,0.0013940035,0.00012879125
69,0.001339777,0.0001535884,0.0013623647,0.00011111021,0.0012264308,0.00023997063,0.001327357,0.00021848019,0.0013809064,0.00014428383,0.0011929229,0.00021289228,0.0012722845,0.00023723092,0.0013391485,0.00013318757,0.0013467893,0.00016311172,0.0013826139,0.00013856134
70,0.0013537501,0.00011828428,0.0013622075,0.00010645178,0.0012282699,0.00024608514,0.0013373957,0.00020587117,0.0013733713,0.00014556509,0.0011847971,0.00020640553,0.0012736126,0.00023518193,0.001344309,0.00012826905,0.001339226,0.00016144356,0.0013847462,0.00012957312
71,0.0013564894,0.00010996367,0.0013592117,0.00011565679,0.0012254512,0.00024329952,0.0013368719,0.00020509171,0.0013599487,0.00014197256,0.001188379,0.00020337636,0.0012772847,0.00023081605,0.001343119,0.00011787996,0.001338511,0.00015977243,0.0013752833,0.00013337744
72,0.0013584176,0.00010231482,0.0013586676,0.00011958396,0.0012282403,0.00024611465,0.0013455962,0.00020280115,0.0013484027,0.00014625522,0.0011835723,0.00018557893,0.0012803781,0.00022619018,0.0013419989,0.00010999138,0.0013411584,0.00016418028,0.0013706106,0.00015337793
73,0.0013739793,0.000110108005,0.0013595147,0.00012833817,0.0012423979,0.00025967776,0.0013816119,0.00016725634,0.001349118,0.00015431152,0.0011930492,0.0002012362,0.0012865833,0.00023552145,0.0013423116,0.000105847204,0.0013359772,0.00016547699,0.0013636628,0.00017188674
74,0.0013793695,0.00011707226,0.001352164,0.00012398418,0.0012485044,0.0002682238,0.0013896929,0.00014835867,0.0013420486,0.0001600055,0.0011825775,0.00021489298,0.0012736141,0.00025013072,0.001352689,0.00010832956,0.0013430554,0.00016514905,0.0013581818,0.0001739028
75,0.0013830005,0.000107225875,0.0013272584,0.00012127765,0.0012484652,0.0002707337,0.0013930206,0.00012493324,0.0013357474,0.00015149338,0.0012041443,0.00022733134,0.0012769813,0.00024561916,0.0013602239,0.000105344225,0.0013522911,0.00017050559,0.0013976556,0.00011236779
76,0.001384295,0.000117017466,0.0013227923,0.000119378645,0.0012532925,0.00027624454,0.0013992877,0.00011573713,0.0013343599,0.00015510418,0.0012046911,0.00021926119,0.0012694737,0.00024370331,0.0013716692,0.00010704041,0.0013587681,0.00017580707,0.0014193163,0.00011194178
77,0.0013851168,0.000117365016,0.0013177132,0.00010697898,0.0012523334,0.00028267584,0.001393959,0.0001097099,0.0013303743,0.00015415707,0.001209875,0.00020336936,0.0012656379,0.00023680109,0.0013756871,0.00010152404,0.001356221,0.00017751702,0.0014092742,0.00011023478
78,0.0013846633,0.00012870754,0.0013173186,0.000100408804,0.0012487248,0.00028332652,0.0013882278,0.00010783268,0.0013201477,0.00014428512,0.0012149018,0.0001992424,0.0012625508,0.000229216,0.0013716341,0.00010348562,0.001351267,0.00017634139,0.0014078504,0.00011057471
79,0.0013833358,0.00013104167,0.0013178797,9.3271025e-05,0.0012469622,0.00028845022,0.0013907056,0.00010545815,0.0013113345,0.00015228099,0.0012170968,0.0001949269,0.0012583897,0.00022328187,0.001369694,0.00010173897,0.0013367668,0.00016944944,0.0014090367,0.00011284419
80,0.001383548,0.00013652456,0.0013186244,9.0170695e-05,0.0012469096,0.00028432993,0.0013806935,0.00010894922,0.0013165073,0.00015116025,0.0012175958,0.00019949327,0.001250196,0.00021230296,0.00136483,9.572453e-05,0.0013275371,0.00016885535,0.0014037926,0.000111000845
81,0.0013816854,0.00013024245,0.0013147854,9.422723e-05,0.0012375794,0.00028847656,0.0013809522,0.000111895824,0.0013130341,0.0001483181,0.0012182458,0.00020021474,0.0012477947,0.00020884915,0.0013678825,9.348784e-05,0.0013232469,0.0001697969,0.0013908471,0.00011557599
82,0.0013727082,0.00012616433,0.0013005143,0.00010507956,0.0012317183,0.0002843071,0.0013756956,0.000111553905,0.0013089642,0.00016121608,0.001223848,0.00020938374,0.0012484773,0.00021044139,0.0013721089,8.680451e-05,0.0013214117,0.00017757177,0.0013794254,0.000111461166
83,0.0013735068,0.00012804462,0.0012926994,0.0001255093,0.0012317019,0.00028023048,0.0013793405,0.0001157703,0.0013019651,0.0001625187,0.0012188067,0.00021107694,0.0012364762,0.0002004143,0.0013717519,9.529158e-05,0.0013255544,0.0001773544,0.0013811564,0.000111103414
84,0.001371416,0.00011832689,0.0012937133,0.00013286024,0.0012250841,0.00026793013,0.0013818862,0.00011917855,0.0012947156,0.00015885876,0.0012161031,0.0002110389,0.001227653,0.00019825362,0.0013623986,0.00010558856,0.0013243003,0.00017757046,0.0013741214,0.00011309494
85,0.0013664897,0.00011211577,0.0012877302,0.00013479378,0.0012153911,0.00027144956,0.0013958305,0.00011696067,0.00130564,0.00015690141,0.0012165927,0.00021131976,0.00122111,0.00019511321,0.001341603,0.00014412226,0.0013229375,0.0001796078,0.0013631923,0.00011173863
86,0.0013703437,0.00011241201,0.0013009898,0.0001326675,0.0012151016,0.00027496033,0.0014024591,0.00010760827,0.0013065207,0.00014036775,0.0012143397,0.00020458292,0.0012058512,0.00020597855,0.0013339111,0.00014978975,0.0013166787,0.00018692593,0.0013429575,0.00011777854
87,0.0013665478,0.00010805391,0.0012974518,0.00013008075,0.0012098601,0.00026900327,0.001391622,0.000112718575,0.001291659,0.0001314808,0.0012105305,0.00019255604,0.0011987203,0.00021231217,0.0013414577,0.00014085915,0.0013186686,0.00018619101,0.0013247653,0.00012146554
88,0.0013622062,0.00011109689,0.0013003355,0.00013158101,0.0012045496,0.00025990146,0.0013861997,0.0001125191,0.0012676875,0.000132761,0.0011963804,0.00019237552,0.0011918023,0.00022203274,0.0013468985,0.00014136943,0.001324956,0.00018350482,0.0013156612,0.0001254622
89,0.0013579493,0.00011104765,0.0013047691,0.00013318862,0.0012004438,0.0002686961,0.0013848417,0.00012769627,0.0012607105,0.00013222083,0.0011863405,0.00018582225,0.0012041678,0.00021658902,0.0013391828,0.00015024086,0.0013442138,0.00015483015,0.0012980361,0.00013998273
90,0.0013659778,0.00010634754,0.001297084,0.00014974791,0.0011979013,0.00026374648,0.0013840935,0.00013834724,0.0012806228,0.00013265878,0.0011865755,0.00017847953,0.0012081179,0.00021550791,0.0013447505,0.00014449333,0.001365647,0.00014572419,0.0012940441,0.00016520535
91,0.0013513167,0.00010624118,0.0012904184,0.00015719488,0.0011961578,0.00025905157,0.0013781852,0.00014704213,0.0012921968,0.00013937775,0.001192816,0.00017640342,0.0012116245,0.00022279799,0.0013490614,0.00014399196,0.0013596083,0.00015416049,0.0012778991,0.00018489145
92,0.0013579928,0.00011003142,0.0012914732,0.00016275243,0.0012056383,0.00024317692,0.0013935982,0.00014582399,0.001301079,0.00016461263,0.0011954443,0.00017506069,0.0012000513,0.00022315532,0.0013607149,0.00013729263,0.0013673108,0.00015758444,0.0012937248,0.00017524131
93,0.0013527477,0.00010953387,0.0012781052,0.00017912828,0.0011915944,0.00025535934,0.0014023848,0.0001412381,0.0013010117,0.00015527497,0.0012201231,0.00017927233,0.0012172089,0.00022991894,0.0013707149,0.00012893722,0.0013688589,0.00016398465,0.001294107,0.0001706844
94,0.0013526224,0.000108199005,0.0012700328,0.00017670308,0.0011944489,0.00024768326,0.0013952599,0.00014014528,0.0012863579,0.00015653115,0.0012406632,0.00017337673,0.0012041547,0.00022979472,0.001380146,0.00013682776,0.001368977,0.00016569215,0.0012979144,0.00017606991
95,0.0013493113,0.000112468035,0.0012729174,0.00017841917,0.0012004983,0.00024182563,0.0014033895,0.00013496928,0.0012795439,0.00017856511,0.0012341924,0.00018202905,0.001200808,0.0002246815,0.0013773757,0.00014639583,0.0013557181,0.00016261444,0.0012799434,0.00018153928
96,0.0013459792,0.00011579565,0.0012789831,0.00016698171,0.0012017598,0.00024530984,0.001399072,0.00013439129,0.0012709113,0.00019190328,0.0012355477,0.0001860941,0.001201889,0.00021874174,0.001377078,0.00013608795,0.0013562997,0.0001671974,0.0012843993,0.00017416783
97,0.0013524846,0.00012411937,0.0012760984,0.00017313365,0.0011993346,0.00024045195,0.0014083389,0.00013488343,0.0012674311,0.00020513995,0.0012357759,0.0001931794,0.0012128812,0.00021376315,0.0013799971,0.00013676648,0.0013584772,0.00016506907,0.0012875143,0.00017765575
