epoch,mean_drift_speed,std_drift_speed
251,0.0012342883894840876,0.00018328328733332455
252,0.0012351870071142911,0.0001845533629724135
253,0.001236113766208291,0.0001860932825366035
254,0.001236872219791015,0.0001882153058735033
255,0.0012376515194773674,0.00018999205688790727
256,0.0012379899543399611,0.0001918104748862485
257,0.001238421544743081,0.0001932583167217672
258,0.0012387633711720507,0.00019457242645633718
259,0.001238854268255333,0.0001957668059427912
260,0.001238624573064347,0.0001971171994227916
261,0.0012386572935308019,0.00019804460753221066
262,0.0012384022896488507,0.00019892323180101812
263,0.0012386949422458807,0.00019930024961164843
264,0.0012388692004606128,0.00019953364875012388
265,0.0012390316929668187,0.00019908465134600798
266,0.0012389465235173702,0.00019851021546249588
267,0.0012396508051703374,0.00019738855286656568
268,0.0012399599887430667,0.00019630379392765462
269,0.001240841105269889,0.00019487455138005315
270,0.0012408678575108448,0.00019379983423277735
271,0.0012413654631624619,0.0001924122121029844
272,0.0012416324966276686,0.00019173888334383566
273,0.0012420832877978682,0.0001907073494900639
274,0.001242237281985581,0.00018967599413978556
275,0.0012424226617440582,0.00018908868175155174
276,0.0012422589429964622,0.00018862411573839684
277,0.0012424706170956294,0.0001881582196801901
278,0.0012419909316425523,0.00018783931930859882
279,0.0012413681174317996,0.00018724404314222434
280,0.0012407767198358973,0.0001868676006173094
281,0.0012400876342629392,0.00018667862944615383
282,0.0012383654480800032,0.00018762675172183662
283,0.001236512209288776,0.00018820875557139515
284,0.0012340645538643003,0.0001892562567566832
285,0.0012321535885954896,0.00018995747862694164
286,0.0012299878289923072,0.00019106867742569496
287,0.0012277330582340558,0.0001913772604893893
288,0.001225021396142741,0.00019175916677340865
289,0.0012226661822448174,0.0001922980600890393
290,0.0012203346317013104,0.00019260546347747246
291,0.0012183517295246322,0.0001925687004889672
292,0.0012161771611620983,0.00019248587777838112
293,0.0012141304944331447,0.0001926677165708194
294,0.001213039836979338,0.0001927260891534388
295,0.0012117282738192724,0.0001930056381612443
296,0.0012102610004755359,0.0001933405437739566
297,0.001209171065552668,0.00019332091324031353
298,0.0012084481655620038,0.00019357540004421024
299,0.0012081132218655613,0.0001933598185941163
300,0.0012076781713403761,0.00019287327631900553
