trial,epoch,prototype,umap_1,umap_2
1,25,7,-4.749854,5.054498
1,26,1,-11.492636,7.920801
1,26,2,-8.843301,11.529954
1,26,3,-11.12812,4.0893927
1,26,4,19.27398,-0.6548996
1,26,5,21.14793,-3.2494586
1,26,6,1.9544919,14.686059
1,26,7,-4.732738,5.050063
1,27,1,-11.504197,7.9565516
1,27,2,-8.819929,11.542727
1,27,3,-11.1526165,4.128562
1,27,4,19.270208,-0.59830534
1,27,5,21.166353,-3.2158756
1,27,6,1.9591528,14.690693
1,27,7,-4.7142787,5.0969963
1,28,1,-11.5358305,8.004443
1,28,2,-8.891837,11.63836
1,28,3,-11.175676,4.167009
1,28,4,19.266958,-0.5796171
1,28,5,21.192114,-3.1819904
1,28,6,1.94746,14.612526
1,28,7,-4.6830816,5.123697
1,29,1,-11.573077,8.054956
1,29,2,-8.901799,11.6708355
1,29,3,-11.179097,4.18721
1,29,4,19.273241,-0.5147886
1,29,5,21.218441,-3.1416416
1,29,6,1.958132,14.621586
1,29,7,-4.6565957,5.161179
1,30,1,-11.596063,8.110046
1,30,2,-8.928563,11.716316
1,30,3,-11.195662,4.219866
1,30,4,19.27036,-0.53651994
1,30,5,21.240791,-3.1098075
1,30,6,1.9578005,14.529265
1,30,7,-4.6422753,5.1823564
1,31,1,-11.629069,8.14172
1,31,2,-8.960388,11.771939
1,31,3,-11.202807,4.253154
1,31,4,19.279762,-0.4904431
1,31,5,21.267406,-3.0679116
1,31,6,1.9383761,14.508495
1,31,7,-4.6343217,5.196751
1,32,1,-11.639041,8.139846
1,32,2,-8.943417,11.765142
1,32,3,-11.216926,4.283127
1,32,4,19.302324,-0.44124034
1,32,5,21.263132,-3.0787404
1,32,6,1.9528197,14.512101
1,32,7,-4.6186714,5.225194
1,33,1,-11.678469,8.175498
1,33,2,-9.004665,11.855516
1,33,3,-11.223603,4.3056254
1,33,4,19.294292,-0.38906443
1,33,5,21.308092,-2.9994287
1,33,6,1.9254051,14.449962
1,33,7,-4.5854864,5.246159
1,34,1,-11.72601,8.254024
1,34,2,-9.015988,11.880599
1,34,3,-11.236343,4.3227906
1,34,4,19.326754,-0.34348086
1,34,5,21.337559,-2.950412
1,34,6,1.9239999,14.433742
1,34,7,-4.5727005,5.287793
1,35,1,-11.750755,8.279349
1,35,2,-9.0393305,11.927977
1,35,3,-11.2394905,4.3503013
1,35,4,19.324402,-0.2958043
1,35,5,21.365921,-2.8997471
1,35,6,1.9203596,14.373997
1,35,7,-4.558228,5.329832
1,36,1,-11.785332,8.320704
1,36,2,-9.067974,11.989359
1,36,3,-11.247236,4.382381
1,36,4,19.358934,-0.20335191
1,36,5,21.372044,-2.8910763
1,36,6,1.9065533,14.372426
1,36,7,-4.543758,5.385693
1,37,1,-11.812846,8.3569975
1,37,2,-9.107387,12.048173
1,37,3,-11.247274,4.4099784
1,37,4,19.351889,-0.19669196
1,37,5,21.404364,-2.8368979
1,37,6,1.8963797,14.362915
1,37,7,-4.5173554,5.4121604
1,38,1,-11.873456,8.422016
1,38,2,-9.126651,12.096324
1,38,3,-11.263421,4.4406834
1,38,4,19.357841,-0.14659892
1,38,5,21.386837,-2.8431644
1,38,6,1.8978673,14.333953
1,38,7,-4.510094,5.4756
1,39,1,-11.922023,8.478113
1,39,2,-9.140967,12.116124
1,39,3,-11.259853,4.4787993
1,39,4,19.357393,-0.13645683
1,39,5,21.437202,-2.7762272
1,39,6,1.8855276,14.269972
1,39,7,-4.4920793,5.468566
1,40,1,-11.87415,8.430498
1,40,2,-9.17254,12.188237
1,40,3,-11.280475,4.515246
1,40,4,19.374516,-0.070730165
1,40,5,21.456972,-2.740737
1,40,6,1.8729297,14.231844
1,40,7,-4.4983687,5.5199385
1,41,1,-11.926613,8.495413
1,41,2,-9.203469,12.243778
1,41,3,-11.296787,4.553284
1,41,4,19.434412,0.03291229
1,41,5,21.483107,-2.7011945
1,41,6,1.8696266,14.212658
1,41,7,-4.499569,5.466336
1,42,1,-11.947662,8.527264
1,42,2,-9.259361,12.310949
1,42,3,-11.30746,4.597541
1,42,4,19.409468,0.046007447
1,42,5,21.50434,-2.6636038
1,42,6,1.8556244,14.165022
1,42,7,-4.477024,5.5755925
1,43,1,-11.978444,8.563493
1,43,2,-9.232775,12.307325
1,43,3,-11.320669,4.621086
1,43,4,19.424778,0.10496755
1,43,5,21.54125,-2.604819
1,43,6,1.8367102,14.082303
1,43,7,-4.4679236,5.611912
1,44,1,-11.99735,8.59203
1,44,2,-9.244981,12.329912
1,44,3,-11.322599,4.658638
1,44,4,19.438375,0.14658302
1,44,5,21.508892,-2.6318572
1,44,6,1.8402814,14.092152
1,44,7,-4.4736195,5.6583257
1,45,1,-12.043032,8.652975
1,45,2,-9.267905,12.3905735
1,45,3,-11.334008,4.704626
1,45,4,19.45995,0.23567477
1,45,5,21.551952,-2.5894198
1,45,6,1.8305358,14.035515
1,45,7,-4.4766293,5.6466618
1,46,1,-12.08283,8.710707
1,46,2,-9.289245,12.444644
1,46,3,-11.355811,4.755598
1,46,4,19.463448,0.23786922
1,46,5,21.572628,-2.5534024
1,46,6,1.8313085,14.018497
1,46,7,-4.460902,5.745403
1,47,1,-12.135768,8.780896
1,47,2,-9.307567,12.479679
1,47,3,-11.356615,4.7550893
1,47,4,19.436752,0.2378757
1,47,5,21.598314,-2.5129895
1,47,6,1.832479,13.981027
1,47,7,-4.4591823,5.780932
1,48,1,-12.145575,8.794497
1,48,2,-9.3397665,12.541302
1,48,3,-11.3572445,4.790021
1,48,4,19.487736,0.2961812
1,48,5,21.610897,-2.485543
1,48,6,1.8239595,13.970554
1,48,7,-4.4402432,5.8745394
1,49,1,-12.186926,8.851665
1,49,2,-9.35324,12.595996
1,49,3,-11.369154,4.8329105
1,49,4,19.505388,0.36125576
1,49,5,21.6837,-2.3773599
1,49,6,1.811798,13.939195
1,49,7,-4.378388,5.9696207
1,50,1,-12.2245655,8.911146
1,50,2,-9.379161,12.64453
1,50,3,-11.371422,4.8609605
1,50,4,19.503159,0.354868
1,50,5,21.655233,-2.4109147
1,50,6,1.8241171,13.9100485
1,50,7,-4.43991,5.9977307
1,51,1,-12.233868,8.925738
1,51,2,-9.394837,12.6758795
1,51,3,-11.382588,4.888305
1,51,4,19.527498,0.41689375
1,51,5,21.676176,-2.3698537
1,51,6,1.8076636,13.860816
1,51,7,-4.3828225,6.111383
1,52,1,-12.278021,8.9875
1,52,2,-9.432842,12.758825
1,52,3,-11.390293,4.9280024
1,52,4,19.554823,0.4856467
1,52,5,21.737343,-2.2883117
1,52,6,1.7843078,13.8230505
1,52,7,-4.367175,6.1694794
1,53,1,-12.2820425,8.982955
1,53,2,-9.448804,12.808414
1,53,3,-11.405422,4.967044
1,53,4,19.566849,0.50177026
1,53,5,21.708836,-2.2966714
1,53,6,1.7640822,13.7978
1,53,7,-4.270128,6.2916107
1,54,1,-12.319135,9.053179
1,54,2,-9.4696455,12.859603
1,54,3,-11.410489,5.002548
1,54,4,19.580822,0.5422234
1,54,5,21.737509,-2.2315748
1,54,6,1.7376124,13.751955
1,54,7,-4.326776,6.2955985
1,55,1,-12.361485,9.128492
1,55,2,-9.493219,12.914905
1,55,3,-11.434602,5.0603423
1,55,4,19.579472,0.5544666
1,55,5,21.743162,-2.2220967
1,55,6,1.7173239,13.69534
1,55,7,-4.2918205,6.4025617
1,56,1,-12.373038,9.151321
1,56,2,-9.491369,12.929325
1,56,3,-11.426237,5.0705037
1,56,4,19.62354,0.62176085
1,56,5,21.764584,-2.1765049
1,56,6,1.7121234,13.673155
1,56,7,-4.299753,6.4580617
1,57,1,-12.394504,9.195069
1,57,2,-9.53694,13.008593
1,57,3,-11.434965,5.1055098
1,57,4,19.57419,0.58180475
1,57,5,21.774536,-2.14746
1,57,6,1.6909343,13.633454
1,57,7,-4.2641854,6.49979
1,58,1,-12.415468,9.237398
1,58,2,-9.523695,13.01473
1,58,3,-11.4414,5.1346893
1,58,4,19.65406,0.68145806
1,58,5,21.787512,-2.1061614
1,58,6,1.6730946,13.595223
1,58,7,-4.2711115,6.5028834
1,59,1,-12.423417,9.262156
1,59,2,-9.540206,13.062199
1,59,3,-11.462037,5.1855674
1,59,4,19.697258,0.7434307
1,59,5,21.807356,-2.0561411
1,59,6,1.6549532,13.556792
1,59,7,-4.290126,6.557951
1,60,1,-12.435958,9.295348
1,60,2,-9.548945,13.087275
1,60,3,-11.449267,5.2007613
1,60,4,19.668875,0.7258189
1,60,5,21.821991,-2.0125494
1,60,6,1.6233706,13.503011
1,60,7,-4.25747,6.6041794
1,61,1,-12.448829,9.339015
1,61,2,-9.556367,13.116126
1,61,3,-11.454895,5.217143
1,61,4,19.698212,0.79055136
1,61,5,21.819824,-2.0352879
1,61,6,1.5792315,13.46575
1,61,7,-4.2770896,6.6520443
1,62,1,-12.460617,9.36414
1,62,2,-9.567034,13.153439
1,62,3,-11.441499,5.230218
1,62,4,19.713621,0.8065189
1,62,5,21.857882,-1.8925856
1,62,6,1.5807196,13.411832
1,62,7,-4.2114406,6.6924047
1,63,1,-12.467402,9.391655
1,63,2,-9.585723,13.179093
1,63,3,-11.469314,5.3114333
1,63,4,19.730064,0.84780663
1,63,5,21.859156,-1.8803197
1,63,6,1.570302,13.371764
1,63,7,-4.1935987,6.743365
1,64,1,-12.472697,9.402921
1,64,2,-9.601663,13.226912
1,64,3,-11.482845,5.3723135
1,64,4,19.773111,0.9214874
1,64,5,21.860922,-1.8778118
1,64,6,1.4981651,13.289804
1,64,7,-4.1905174,6.7919745
1,65,1,-12.486724,9.464163
1,65,2,-9.622176,13.274035
1,65,3,-11.481799,5.4003143
1,65,4,19.76017,0.912763
1,65,5,21.882856,-1.800459
1,65,6,1.493826,13.301876
1,65,7,-4.1556706,6.857899
1,66,1,-12.491935,9.488803
1,66,2,-9.637643,13.315727
1,66,3,-11.486082,5.4488206
1,66,4,19.801859,0.974273
1,66,5,21.891382,-1.7606331
1,66,6,1.4671462,13.253699
1,66,7,-4.133529,6.8887978
1,67,1,-12.544585,9.566382
1,67,2,-9.657421,13.34071
1,67,3,-11.4928665,5.456938
1,67,4,19.82872,1.0309192
1,67,5,21.913708,-1.6835834
1,67,6,1.4175019,13.240726
1,67,7,-4.136642,6.978446
1,68,1,-12.513755,9.573077
1,68,2,-9.67289,13.433424
1,68,3,-11.489683,5.5151978
1,68,4,19.83013,1.0335218
1,68,5,21.908232,-1.6677907
1,68,6,1.4226832,13.180307
1,68,7,-4.097237,7.0071907
1,69,1,-12.51255,9.5949
1,69,2,-9.682718,13.461936
1,69,3,-11.488989,5.5438476
1,69,4,19.84918,1.0630082
1,69,5,21.918083,-1.6561693
1,69,6,1.3747238,13.14571
1,69,7,-4.087967,7.0435514
1,70,1,-12.516269,9.623018
1,70,2,-9.694502,13.5188265
1,70,3,-11.471878,5.59584
1,70,4,19.863293,1.1008518
1,70,5,21.922045,-1.6036698
1,70,6,1.3725117,13.102222
1,70,7,-4.07465,7.1095686
1,71,1,-12.522184,9.666053
1,71,2,-9.696857,13.531931
1,71,3,-11.464512,5.635203
1,71,4,19.89228,1.1327181
1,71,5,21.93151,-1.5832686
1,71,6,1.3641422,13.069486
1,71,7,-4.0406494,7.147647
1,72,1,-12.524785,9.696183
1,72,2,-9.70665,13.575922
1,72,3,-11.455186,5.6537285
1,72,4,19.908426,1.1624914
1,72,5,21.942152,-1.5144322
1,72,6,1.3524919,13.043137
1,72,7,-4.016158,7.2020926
1,73,1,-12.535464,9.728309
1,73,2,-9.7159,13.611199
1,73,3,-11.443357,5.724201
1,73,4,19.926199,1.183919
1,73,5,21.956495,-1.4492828
1,73,6,1.376509,13.047447
1,73,7,-4.0158124,7.241183
1,74,1,-12.530214,9.745752
1,74,2,-9.730927,13.677052
1,74,3,-11.419046,5.7649326
1,74,4,19.957054,1.2310271
1,74,5,21.949419,-1.446105
1,74,6,1.3282974,12.980494
1,74,7,-3.995333,7.2733316
1,75,1,-12.529285,9.766316
1,75,2,-9.724693,13.647631
1,75,3,-11.394889,5.797748
1,75,4,19.980728,1.2633816
1,75,5,21.946161,-1.4069368
1,75,6,1.3213139,12.939482
1,75,7,-3.9887166,7.325428
1,76,1,-12.527417,9.765577
1,76,2,-9.730124,13.714519
1,76,3,-11.412659,5.7876334
1,76,4,19.985958,1.28109
1,76,5,21.94697,-1.3762376
1,76,6,1.3350492,12.9304495
1,76,7,-3.9595976,7.375677
1,77,1,-12.533226,9.82455
1,77,2,-9.734405,13.7350645
1,77,3,-11.408441,5.8376026
1,77,4,20.019415,1.3289365
1,77,5,21.94538,-1.3106372
1,77,6,1.2876718,12.91832
1,77,7,-3.9340408,7.417074
1,78,1,-12.539821,9.870697
1,78,2,-9.738744,13.77496
1,78,3,-11.384018,5.862061
1,78,4,20.045572,1.3692702
1,78,5,21.94593,-1.2239274
1,78,6,1.2833365,12.925186
1,78,7,-3.930387,7.4324894
1,79,1,-12.543557,9.915806
1,79,2,-9.7411375,13.809927
1,79,3,-11.35653,5.921403
1,79,4,20.06449,1.3961493
1,79,5,21.950373,-1.2099925
1,79,6,1.2474527,12.899257
1,79,7,-3.8994455,7.495962
1,80,1,-12.548541,9.948493
1,80,2,-9.748046,13.826578
1,80,3,-11.350411,5.9232273
1,80,4,20.10217,1.4545305
1,80,5,21.947931,-1.1619852
1,80,6,1.2272258,12.876315
1,80,7,-3.8912823,7.522119
1,81,1,-12.563507,10.031069
1,81,2,-9.788052,13.934623
1,81,3,-11.324212,5.9490356
1,81,4,20.11995,1.4786268
1,81,5,21.950228,-1.0968771
1,81,6,1.2230643,12.863038
1,81,7,-3.8798814,7.5609326
1,82,1,-12.54835,10.034722
1,82,2,-9.749717,13.909003
1,82,3,-11.301867,5.996707
1,82,4,20.147648,1.5140285
1,82,5,21.94352,-1.049036
1,82,6,1.1865826,12.857342
1,82,7,-3.8690913,7.5999618
1,83,1,-12.556186,10.024895
1,83,2,-9.759381,13.944995
1,83,3,-11.27758,6.0625563
1,83,4,20.15033,1.5325911
1,83,5,21.93254,-0.94486845
1,83,6,1.211118,12.809459
1,83,7,-3.83001,7.6397715
1,84,1,-12.588037,10.166953
1,84,2,-9.767999,14.014858
1,84,3,-11.267434,6.0546083
1,84,4,20.218452,1.6135492
1,84,5,21.931961,-0.9416492
1,84,6,1.1382279,12.84976
1,84,7,-3.8195887,7.6609845
1,85,1,-12.594942,10.183448
1,85,2,-9.758278,14.011537
1,85,3,-11.242384,6.0904813
1,85,4,20.240124,1.6449469
1,85,5,21.92685,-0.8933195
1,85,6,1.0711341,12.802491
1,85,7,-3.8142998,7.7058835
1,86,1,-12.607868,10.236629
1,86,2,-9.763341,14.089205
1,86,3,-11.225813,6.1143494
1,86,4,20.244776,1.64813
1,86,5,21.920544,-0.85263294
1,86,6,1.073594,12.852903
1,86,7,-3.79732,7.7367716
1,87,1,-12.619964,10.31983
1,87,2,-9.759903,14.082202
1,87,3,-11.182417,6.1592183
1,87,4,20.273932,1.6848553
1,87,5,21.905071,-0.75112677
1,87,6,1.0790751,12.878116
1,87,7,-3.7471654,7.7776155
1,88,1,-12.633613,10.3779955
1,88,2,-9.762576,14.089283
1,88,3,-11.168521,6.180097
1,88,4,20.29952,1.7189021
1,88,5,21.895298,-0.70534813
1,88,6,1.0223505,12.876552
1,88,7,-3.7108357,7.8522797
1,89,1,-12.641217,10.412153
1,89,2,-9.765147,14.176766
1,89,3,-11.134609,6.22109
1,89,4,20.325397,1.743077
1,89,5,21.907494,-0.7009535
1,89,6,1.0351292,12.9323435
1,89,7,-3.694817,7.8639355
1,90,1,-12.652304,10.451422
1,90,2,-9.759128,14.1892805
1,90,3,-11.097655,6.2597604
1,90,4,20.339525,1.7638546
1,90,5,21.913544,-0.6875746
1,90,6,1.0365047,12.928175
1,90,7,-3.6569111,7.9308925
1,91,1,-12.642935,10.466966
1,91,2,-9.758068,14.223975
1,91,3,-11.077816,6.283398
1,91,4,20.376976,1.8111194
1,91,5,21.878565,-0.61045426
1,91,6,0.98667276,12.965927
1,91,7,-3.6452515,7.9917226
1,92,1,-12.650184,10.546611
1,92,2,-9.760483,14.264152
1,92,3,-11.044209,6.320987
1,92,4,20.437334,1.874823
1,92,5,21.866009,-0.56674814
1,92,6,1.0034307,12.967491
1,92,7,-3.6400838,8.040612
1,93,1,-12.648146,10.552805
1,93,2,-9.763529,14.277801
1,93,3,-11.017617,6.359194
1,93,4,20.419174,1.8583226
1,93,5,21.849844,-0.5403263
1,93,6,0.9467948,13.021178
1,93,7,-3.5984566,8.094068
1,94,1,-12.650676,10.585908
1,94,2,-9.76665,14.312959
1,94,3,-10.979955,6.3888144
1,94,4,20.476244,1.9246777
1,94,5,21.831755,-0.48549122
1,94,6,0.89252347,13.041502
1,94,7,-3.5707455,8.126027
1,95,1,-12.646256,10.596826
1,95,2,-9.758413,14.338497
1,95,3,-10.964898,6.410109
1,95,4,20.497469,1.9432685
1,95,5,21.821415,-0.45882872
1,95,6,0.90191066,13.1164875
1,95,7,-3.5606987,8.165571
1,96,1,-12.651896,10.6726
1,96,2,-9.754162,14.387563
1,96,3,-10.928761,6.442848
1,96,4,20.49936,1.9468269
1,96,5,21.799997,-0.41460162
1,96,6,0.85626423,13.160525
1,96,7,-3.5349758,8.211075
1,97,1,-12.647342,10.695965
1,97,2,-9.747237,14.427491
1,97,3,-10.879307,6.4863906
1,97,4,20.539074,1.991265
1,97,5,21.78681,-0.3808793
1,97,6,0.85357267,13.186709
1,97,7,-3.5034518,8.260435
1,98,1,-12.645917,10.744481
1,98,2,-9.736838,14.489973
1,98,3,-10.878044,6.4895864
1,98,4,20.53404,1.9900479
1,98,5,21.768381,-0.34373316
1,98,6,0.83815044,13.237201
1,98,7,-3.4714832,8.33094
1,99,1,-12.643095,10.755797
1,99,2,-9.736556,14.49831
1,99,3,-10.837702,6.5193324
1,99,4,20.565594,2.0238276
1,99,5,21.751476,-0.30050516
1,99,6,0.8287275,13.263577
1,99,7,-3.4565177,8.339007
1,100,1,-12.640321,10.817981
1,100,2,-9.729654,14.537989
1,100,3,-10.809168,6.5442743
1,100,4,20.576702,2.0409012
1,100,5,21.74016,-0.29099682
1,100,6,0.79366463,13.36148
1,100,7,-3.4283926,8.4141035
1,101,1,-12.639239,10.845777
1,101,2,-9.722216,14.600553
1,101,3,-10.794865,6.558816
1,101,4,20.594997,2.0599842
1,101,5,21.713089,-0.239489
1,101,6,0.80233467,13.338754
1,101,7,-3.4134398,8.435898
1,102,1,-12.626703,10.936288
1,102,2,-9.721509,14.603972
1,102,3,-10.732999,6.5977263
1,102,4,20.627127,2.0961187
1,102,5,21.68396,-0.20103641
1,102,6,0.7828879,13.436459
1,102,7,-3.3923013,8.450653
1,103,1,-12.629793,10.999758
1,103,2,-9.714706,14.655252
1,103,3,-10.721176,6.61404
1,103,4,20.628027,2.0955858
1,103,5,21.668905,-0.17268404
1,103,6,0.79529995,13.450891
1,103,7,-3.36247,8.534596
1,104,1,-12.629733,10.967349
1,104,2,-9.7123785,14.673608
1,104,3,-10.708488,6.633084
1,104,4,20.644913,2.1147997
1,104,5,21.697573,-0.20900056
1,104,6,0.78986883,13.510597
1,104,7,-3.312714,8.582724
1,105,1,-12.623935,11.041878
1,105,2,-9.725926,14.675423
1,105,3,-10.656705,6.6871996
1,105,4,20.674652,2.14786
1,105,5,21.621008,-0.10035192
1,105,6,0.78962886,13.5547495
1,105,7,-3.2947676,8.625747
1,106,1,-12.621574,11.035327
1,106,2,-9.694673,14.749647
1,106,3,-10.5995,6.7167654
1,106,4,20.691761,2.1590526
1,106,5,21.640656,-0.15996961
1,106,6,0.7871997,13.630853
1,106,7,-3.2582123,8.681166
1,107,1,-12.615674,11.086647
1,107,2,-9.685582,14.802367
1,107,3,-10.575104,6.740241
1,107,4,20.720741,2.1934788
1,107,5,21.580505,-0.090607874
1,107,6,0.80166733,13.625259
1,107,7,-3.2247849,8.750421
1,108,1,-12.6199875,11.096953
1,108,2,-9.727822,14.765245
1,108,3,-10.553175,6.7675714
1,108,4,20.743092,2.2178347
1,108,5,21.539265,-0.08460075
1,108,6,0.7979153,13.658359
1,108,7,-3.2235727,8.754471
1,109,1,-12.600362,11.17442
1,109,2,-9.668616,14.853658
1,109,3,-10.518569,6.81954
1,109,4,20.759398,2.2344332
1,109,5,21.480341,-0.03120586
1,109,6,0.7766438,13.716727
1,109,7,-3.177904,8.811395
1,110,1,-12.572726,11.244335
1,110,2,-9.67582,14.8563385
1,110,3,-10.445828,6.8842974
1,110,4,20.808321,2.2810488
1,110,5,21.476583,-0.053854126
1,110,6,0.8016507,13.765932
1,110,7,-3.1380403,8.847492
1,111,1,-12.587665,11.251827
1,111,2,-9.643806,14.918062
1,111,3,-10.396869,6.9928436
1,111,4,20.81731,2.2854273
1,111,5,21.457235,-0.049941093
1,111,6,0.79615575,13.805472
1,111,7,-3.144999,8.870103
1,112,1,-12.572204,11.298941
1,112,2,-9.629695,14.947975
1,112,3,-10.402476,6.9285307
1,112,4,20.824284,2.3026276
1,112,5,21.383322,-0.035055153
1,112,6,0.79825383,13.854926
1,112,7,-3.1048586,8.914029
1,113,1,-12.561715,11.3598175
1,113,2,-9.607302,14.994188
1,113,3,-10.37201,6.979006
1,113,4,20.85188,2.3235626
1,113,5,21.372404,-0.031691924
1,113,6,0.79961646,13.88429
1,113,7,-3.1017144,8.939372
1,114,1,-12.576645,11.360796
1,114,2,-9.601821,15.019577
1,114,3,-10.351883,7.014978
1,114,4,20.867748,2.3478296
1,114,5,21.349129,-0.028445324
1,114,6,0.80842036,13.915514
1,114,7,-3.087752,8.991953
1,115,1,-12.538181,11.441848
