trial,epoch,prototype,umap_1,umap_2
2,62,2,18.78237,9.896486
2,62,3,14.972323,16.314604
2,62,4,-4.912317,-1.1239997
2,62,5,-11.833609,-0.2989792
2,62,6,1.4336236,-3.5074985
2,62,7,16.706467,11.808001
2,63,1,20.698135,12.315251
2,63,2,18.806929,9.862422
2,63,3,14.968448,16.259401
2,63,4,-4.9030967,-1.1502289
2,63,5,-11.845125,-0.36605567
2,63,6,1.5057622,-3.5395627
2,63,7,16.705462,11.774363
2,64,1,20.724457,12.303347
2,64,2,18.802917,9.862103
2,64,3,14.967135,16.226587
2,64,4,-4.8762636,-1.1669322
2,64,5,-11.746888,-0.42654005
2,64,6,1.4827636,-3.5315952
2,64,7,16.709806,11.742424
2,65,1,20.772362,12.286698
2,65,2,18.855158,9.796819
2,65,3,14.958031,16.2097
2,65,4,-4.8463717,-1.2210886
2,65,5,-11.751473,-0.43919635
2,65,6,1.5337433,-3.5571177
2,65,7,16.64591,11.7079115
2,66,1,20.782717,12.2821
2,66,2,18.874477,9.776711
2,66,3,14.952915,16.159872
2,66,4,-4.8435264,-1.2441895
2,66,5,-11.740535,-0.47361296
2,66,6,1.5020889,-3.5390494
2,66,7,16.711662,11.686418
2,67,1,20.844913,12.252238
2,67,2,18.904877,9.728724
2,67,3,14.944249,16.112713
2,67,4,-4.812815,-1.2772977
2,67,5,-11.721352,-0.5158512
2,67,6,1.5576274,-3.577071
2,67,7,16.71942,11.629842
2,68,1,20.8824,12.224231
2,68,2,18.938465,9.694043
2,68,3,14.939807,16.046568
2,68,4,-4.7952666,-1.3373256
2,68,5,-11.689738,-0.57139325
2,68,6,1.5901988,-3.610026
2,68,7,16.728579,11.589061
2,69,1,20.94744,12.181205
2,69,2,18.959122,9.66286
2,69,3,14.929546,15.972177
2,69,4,-4.789731,-1.3497736
2,69,5,-11.700685,-0.5775566
2,69,6,1.6120651,-3.6295092
2,69,7,16.73377,11.549856
2,70,1,20.969305,12.170163
2,70,2,18.978165,9.638741
2,70,3,14.930843,15.967663
2,70,4,-4.785295,-1.4071105
2,70,5,-11.649713,-0.6549094
2,70,6,1.6586683,-3.655563
2,70,7,16.738802,11.52722
2,71,1,21.010353,12.140909
2,71,2,18.99718,9.6136875
2,71,3,14.920053,15.942496
2,71,4,-4.777343,-1.4555292
2,71,5,-11.615203,-0.7241675
2,71,6,1.6552122,-3.6617112
2,71,7,16.741068,11.507987
2,72,1,21.045069,12.120658
2,72,2,19.038809,9.554426
2,72,3,14.921881,15.863368
2,72,4,-4.75509,-1.492412
2,72,5,-11.6058655,-0.76050836
2,72,6,1.6026638,-3.6329455
2,72,7,16.753159,11.450667
2,73,1,21.085997,12.084499
2,73,2,19.054289,9.5401535
2,73,3,14.9214115,15.84729
2,73,4,-4.7579684,-1.522926
2,73,5,-11.602,-0.76984596
2,73,6,1.7218626,-3.7040608
2,73,7,16.755087,11.420238
2,74,1,21.138235,12.0407505
2,74,2,19.08375,9.491924
2,74,3,14.906575,15.823528
2,74,4,-4.7399144,-1.5952523
2,74,5,-11.567511,-0.83483624
2,74,6,1.6815541,-3.6651583
2,74,7,16.761692,11.38941
2,75,1,21.156826,12.0303135
2,75,2,19.10402,9.464466
2,75,3,14.913495,15.759745
2,75,4,-4.7588134,-1.5955815
2,75,5,-11.535118,-0.8845946
2,75,6,1.7152095,-3.706261
2,75,7,16.764183,11.359256
2,76,1,21.181553,12.007073
2,76,2,19.115053,9.449073
2,76,3,14.908858,15.732991
2,76,4,-4.7293305,-1.6827651
2,76,5,-11.521261,-0.92125416
2,76,6,1.7449089,-3.7279506
2,76,7,16.767193,11.329204
2,77,1,21.220448,11.9718485
2,77,2,19.167612,9.385952
2,77,3,14.921549,15.653831
2,77,4,-4.7490788,-1.6616247
2,77,5,-11.499346,-0.96786743
2,77,6,1.7756892,-3.7557979
2,77,7,16.77325,11.294946
2,78,1,21.245052,11.948393
2,78,2,19.192064,9.33051
2,78,3,14.914433,15.623981
2,78,4,-4.698265,-1.6894339
2,78,5,-11.471148,-1.0542789
2,78,6,1.7792025,-3.7673507
2,78,7,16.781378,11.25182
2,79,1,21.24002,11.96227
2,79,2,19.155258,9.37287
2,79,3,14.918838,15.584541
2,79,4,-4.7539396,-1.7336901
2,79,5,-11.449359,-1.0579698
2,79,6,1.8337442,-3.8194954
2,79,7,16.784458,11.211882
2,80,1,21.265263,11.940144
2,80,2,19.199055,9.326183
2,80,3,14.929362,15.494544
2,80,4,-4.763676,-1.7560961
2,80,5,-11.416801,-1.1147048
2,80,6,1.8358843,-3.848276
2,80,7,16.801777,11.172619
2,81,1,21.32584,11.870278
2,81,2,19.224861,9.289298
2,81,3,14.933731,15.465497
2,81,4,-4.764103,-1.785336
2,81,5,-11.393112,-1.1449418
2,81,6,1.8588161,-3.8570852
2,81,7,16.812077,11.119032
2,82,1,21.355389,11.840808
2,82,2,19.24745,9.253826
2,82,3,14.940829,15.403782
2,82,4,-4.7658377,-1.8467045
2,82,5,-11.406148,-1.1553315
2,82,6,1.8902159,-3.8966153
2,82,7,16.827414,11.07389
2,83,1,21.387922,11.803239
2,83,2,19.270042,9.2222
2,83,3,14.946237,15.388189
2,83,4,-4.774022,-1.8502271
2,83,5,-11.354484,-1.2015833
2,83,6,1.9140272,-3.9075024
2,83,7,16.800722,11.056199
2,84,1,21.429668,11.762953
2,84,2,19.254694,9.234274
2,84,3,14.949447,15.348429
2,84,4,-4.8113036,-1.9406852
2,84,5,-11.319627,-1.2620912
2,84,6,1.9388292,-3.9226382
2,84,7,16.85271,10.954629
2,85,1,21.463245,11.717654
2,85,2,19.328485,9.150191
2,85,3,14.950531,15.336646
2,85,4,-4.7903266,-1.901912
2,85,5,-11.326091,-1.2552482
2,85,6,1.9499993,-3.9441068
2,85,7,16.871597,10.90974
2,86,1,21.511354,11.65327
2,86,2,19.331593,9.14246
2,86,3,14.970494,15.29244
2,86,4,-4.7964983,-1.9299872
2,86,5,-11.335978,-1.2726016
2,86,6,2.0157642,-4.028456
2,86,7,16.87291,10.885866
2,87,1,21.516685,11.641812
2,87,2,19.35257,9.123175
2,87,3,14.986035,15.238267
2,87,4,-4.7918973,-1.9516943
2,87,5,-11.242814,-1.3513684
2,87,6,2.0218537,-4.028977
2,87,7,16.899536,10.821475
2,88,1,21.53954,11.612513
2,88,2,19.376703,9.088916
2,88,3,14.998681,15.211596
2,88,4,-4.80127,-1.9698949
2,88,5,-11.248683,-1.3542799
2,88,6,2.0559719,-4.0654993
2,88,7,16.903624,10.77374
2,89,1,21.569098,11.564652
2,89,2,19.388624,9.077274
2,89,3,15.006395,15.181068
2,89,4,-4.8010516,-1.9950211
2,89,5,-11.280681,-1.3432034
2,89,6,2.0763717,-4.0920377
2,89,7,16.951517,10.65098
2,90,1,21.584375,11.530276
2,90,2,19.42045,9.033523
2,90,3,14.994701,15.140517
2,90,4,-4.794172,-2.014474
2,90,5,-11.190277,-1.4257468
2,90,6,2.1045482,-4.107334
2,90,7,16.91458,10.688998
2,91,1,21.602068,11.501243
2,91,2,19.399435,9.049782
2,91,3,15.039053,15.099534
2,91,4,-4.817449,-2.0366936
2,91,5,-11.148999,-1.4636074
2,91,6,2.1357167,-4.148588
2,91,7,16.932388,10.617511
2,92,1,21.615147,11.475017
2,92,2,19.4827,8.959844
2,92,3,15.019172,15.090307
2,92,4,-4.8289623,-2.0634103
2,92,5,-11.124976,-1.4882908
2,92,6,2.2017932,-4.2112265
2,92,7,16.958475,10.515464
2,93,1,21.628946,11.45168
2,93,2,19.465902,8.972151
2,93,3,15.048309,15.043448
2,93,4,-4.8555293,-2.0762293
2,93,5,-11.090395,-1.5186317
2,93,6,2.1834636,-4.1580653
2,93,7,16.968767,10.467856
2,94,1,21.65843,11.409124
2,94,2,19.53636,8.902378
2,94,3,15.0708,14.98567
2,94,4,-4.866698,-2.1097066
2,94,5,-11.060899,-1.5404574
2,94,6,2.2137022,-4.2228537
2,94,7,16.980719,10.436243
2,95,1,21.678608,11.371449
2,95,2,19.557905,8.872957
2,95,3,15.09127,14.921195
2,95,4,-4.8872113,-2.1136208
2,95,5,-11.017837,-1.5713297
2,95,6,2.2199345,-4.2082615
2,95,7,16.986563,10.378134
2,96,1,21.682442,11.348404
2,96,2,19.601385,8.824705
2,96,3,15.099212,14.852845
2,96,4,-4.911601,-2.1306229
2,96,5,-10.988044,-1.588499
2,96,6,2.2627273,-4.264474
2,96,7,16.992708,10.360919
2,97,1,21.69438,11.318326
2,97,2,19.625826,8.799023
2,97,3,15.123186,14.810193
2,97,4,-4.8731813,-2.106286
2,97,5,-10.934922,-1.5917112
2,97,6,2.2775118,-4.2759647
2,97,7,17.00323,10.278868
2,98,1,21.703367,11.286784
2,98,2,19.705341,8.712374
2,98,3,15.142761,14.76576
2,98,4,-4.9073515,-2.1654975
2,98,5,-10.889163,-1.618802
2,98,6,2.29928,-4.3075356
2,98,7,17.009516,10.222451
2,99,1,21.72411,11.245313
2,99,2,19.742052,8.679094
2,99,3,15.163243,14.695536
2,99,4,-4.954632,-2.1662507
2,99,5,-10.890942,-1.6160847
2,99,6,2.3058233,-4.328958
2,99,7,16.959702,10.215926
2,100,1,21.738876,11.207378
2,100,2,19.74508,8.672206
2,100,3,15.180574,14.672001
2,100,4,-4.9840426,-2.1683338
2,100,5,-10.860918,-1.6132303
2,100,6,2.3280048,-4.331333
2,100,7,17.037407,10.106732
2,101,1,21.746824,11.164577
2,101,2,19.773369,8.643916
2,101,3,15.220866,14.608025
2,101,4,-4.981034,-2.1637492
2,101,5,-10.829171,-1.6141965
2,101,6,2.3445299,-4.3411
2,101,7,17.040945,10.039077
2,102,1,21.710566,11.178338
2,102,2,19.820171,8.600246
2,102,3,15.26126,14.533985
2,102,4,-5.0280676,-2.1898987
2,102,5,-10.781768,-1.6016278
2,102,6,2.3603191,-4.3811784
2,102,7,17.059706,9.979614
2,103,1,21.763456,11.10399
2,103,2,19.85139,8.558266
2,103,3,15.250097,14.531093
2,103,4,-5.062955,-2.1882663
2,103,5,-10.84437,-1.6741115
2,103,6,2.4004111,-4.426996
2,103,7,17.062805,9.919272
2,104,1,21.784824,11.077339
2,104,2,19.867754,8.545094
2,104,3,15.278165,14.4810505
2,104,4,-5.0884833,-2.1880987
2,104,5,-10.701709,-1.5829716
2,104,6,2.3825808,-4.421804
2,104,7,17.092623,9.858528
2,105,1,21.789234,11.065001
2,105,2,19.855988,8.551871
2,105,3,15.295002,14.447017
2,105,4,-5.1142564,-2.194131
2,105,5,-10.683904,-1.5606858
2,105,6,2.392904,-4.466551
2,105,7,17.1061,9.815725
2,106,1,21.784698,11.073542
2,106,2,19.920546,8.481028
2,106,3,15.364379,14.370244
2,106,4,-5.1472406,-2.1857572
2,106,5,-10.592545,-1.5060558
2,106,6,2.3820863,-4.5012918
2,106,7,17.14569,9.731994
2,107,1,21.793213,11.007101
2,107,2,19.951805,8.451874
2,107,3,15.350586,14.358265
2,107,4,-5.1875715,-2.1830418
2,107,5,-10.639595,-1.5349604
2,107,6,2.3972235,-4.5238767
2,107,7,17.093988,9.782697
2,108,1,21.80116,10.964296
2,108,2,19.97037,8.425923
2,108,3,15.37444,14.305635
2,108,4,-5.2338805,-2.173371
2,108,5,-10.602755,-1.5115681
2,108,6,2.4073718,-4.544317
2,108,7,17.152014,9.693425
2,109,1,21.803993,10.931922
2,109,2,19.989212,8.397238
2,109,3,15.357005,14.30211
2,109,4,-5.2631555,-2.1774852
2,109,5,-10.582001,-1.4981664
2,109,6,2.3828437,-4.6183424
2,109,7,17.173822,9.64609
2,110,1,21.815073,10.935956
2,110,2,20.01492,8.374937
2,110,3,15.374807,14.262229
2,110,4,-5.263545,-2.1821473
2,110,5,-10.553655,-1.4576415
2,110,6,2.356109,-4.6391797
2,110,7,17.187992,9.591685
2,111,1,21.828896,10.938844
2,111,2,20.02074,8.370109
2,111,3,15.449844,14.16932
2,111,4,-5.3478584,-2.1323156
2,111,5,-10.51998,-1.4373275
2,111,6,2.3253617,-4.6603384
2,111,7,17.211874,9.549035
2,112,1,21.825356,10.867688
2,112,2,20.03465,8.341895
2,112,3,15.461103,14.113398
2,112,4,-5.396815,-2.12088
2,112,5,-10.457913,-1.4172769
2,112,6,2.319138,-4.6828322
2,112,7,17.220842,9.495764
2,113,1,21.831171,10.827309
2,113,2,20.056974,8.312595
2,113,3,15.4938,14.087663
2,113,4,-5.452536,-2.0830865
2,113,5,-10.479898,-1.3973893
2,113,6,2.3021026,-4.6994715
2,113,7,17.260761,9.430163
2,114,1,21.84236,10.788689
2,114,2,20.096468,8.265058
2,114,3,15.49469,14.013255
2,114,4,-5.472214,-2.0720062
2,114,5,-10.438754,-1.3732251
2,114,6,2.2730308,-4.7785854
2,114,7,17.255207,9.425538
2,115,1,21.832144,10.7690325
2,115,2,20.093662,8.28931
2,115,3,15.5077715,13.960741
2,115,4,-5.5287123,-2.0516517
2,115,5,-10.41682,-1.3345659
2,115,6,2.2876117,-4.7397046
2,115,7,17.281464,9.384035
2,116,1,21.82317,10.718235
2,116,2,20.12417,8.2188225
2,116,3,15.515719,13.956148
2,116,4,-5.5582566,-2.0260043
2,116,5,-10.41316,-1.3256074
2,116,6,2.2525847,-4.7970123
2,116,7,17.300026,9.334348
2,117,1,21.84044,10.689199
2,117,2,20.148403,8.187319
2,117,3,15.525042,13.922467
2,117,4,-5.597779,-1.9904566
2,117,5,-10.356874,-1.2615019
2,117,6,2.2422836,-4.8134713
2,117,7,17.309969,9.288601
2,118,1,21.825413,10.653454
2,118,2,20.185547,8.133525
2,118,3,15.532497,13.893628
2,118,4,-5.593583,-1.981443
2,118,5,-10.33048,-1.2290912
2,118,6,2.2149382,-4.8479295
2,118,7,17.352968,9.1852
2,119,1,21.842499,10.659689
2,119,2,20.195389,8.118031
2,119,3,15.538165,13.853748
2,119,4,-5.619403,-1.9509023
2,119,5,-10.289312,-1.1717613
2,119,6,2.223697,-4.884657
2,119,7,17.352377,9.20304
2,120,1,21.80913,10.584014
2,120,2,20.240276,8.045424
2,120,3,15.544154,13.808066
2,120,4,-5.6461334,-1.9264714
2,120,5,-10.245046,-1.135547
2,120,6,2.151539,-4.927521
2,120,7,17.347967,9.18223
2,121,1,21.795235,10.5328865
2,121,2,20.266397,8.028588
2,121,3,15.565785,13.775446
2,121,4,-5.663723,-1.8985599
2,121,5,-10.23117,-1.1155925
2,121,6,2.124063,-4.978025
2,121,7,17.401508,9.085178
2,122,1,21.794468,10.499945
2,122,2,20.289873,7.961343
2,122,3,15.556999,13.721951
2,122,4,-5.7350965,-1.8494908
2,122,5,-10.18964,-1.073197
2,122,6,2.0918787,-5.020654
2,122,7,17.396082,9.074161
2,123,1,21.778008,10.464824
2,123,2,20.318361,7.9210525
2,123,3,15.569636,13.688886
2,123,4,-5.758169,-1.8210335
2,123,5,-10.1633,-1.0423758
2,123,6,2.1205044,-5.0804615
2,123,7,17.424976,9.028686
2,124,1,21.78863,10.449714
2,124,2,20.33124,7.881345
2,124,3,15.564595,13.631316
2,124,4,-5.79669,-1.7628692
2,124,5,-10.139777,-1.0304104
2,124,6,2.0224326,-5.129039
2,124,7,17.39229,9.055927
2,125,1,21.748922,10.405485
2,125,2,20.35958,7.8207192
2,125,3,15.569157,13.600184
2,125,4,-5.8079963,-1.7492069
2,125,5,-10.109787,-0.9922469
2,125,6,2.0257287,-5.129495
2,125,7,17.385448,9.043874
2,126,1,21.743258,10.405914
2,126,2,20.376766,7.798355
2,126,3,15.580575,13.512049
2,126,4,-5.8588943,-1.7015414
2,126,5,-10.092573,-0.97411877
2,126,6,2.0714152,-5.109628
2,126,7,17.431246,8.964557
2,127,1,21.712225,10.373185
2,127,2,20.394888,7.7429423
2,127,3,15.572539,13.520541
2,127,4,-5.869071,-1.6817111
2,127,5,-10.0681715,-0.9422803
2,127,6,1.9699402,-5.2164702
2,127,7,17.443426,8.944005
2,128,1,21.676104,10.340736
2,128,2,20.411732,7.709281
2,128,3,15.568769,13.484314
2,128,4,-5.8918805,-1.6493793
2,128,5,-10.044955,-0.93310815
2,128,6,1.9142114,-5.274795
2,128,7,17.507261,8.853847
2,129,1,21.656992,10.324363
2,129,2,20.41755,7.6797075
2,129,3,15.590978,13.450698
2,129,4,-5.923628,-1.6070094
2,129,5,-10.047885,-0.94477296
2,129,6,1.8830129,-5.332536
2,129,7,17.476006,8.860418
2,130,1,21.636581,10.308089
2,130,2,20.435465,7.6412506
2,130,3,15.570415,13.379012
2,130,4,-5.957708,-1.5606648
2,130,5,-9.984596,-0.8746671
2,130,6,1.8476354,-5.3374834
2,130,7,17.48708,8.818705
2,131,1,21.607462,10.286038
2,131,2,20.452728,7.5959306
2,131,3,15.566405,13.379897
2,131,4,-5.981258,-1.5357193
2,131,5,-9.965092,-0.86687225
2,131,6,1.8154142,-5.372159
2,131,7,17.513655,8.771529
2,132,1,21.550207,10.258847
2,132,2,20.454268,7.549494
2,132,3,15.555888,13.34163
2,132,4,-6.060434,-1.4486921
2,132,5,-9.935089,-0.84453166
2,132,6,1.7587527,-5.4154787
2,132,7,17.504395,8.781869
2,133,1,21.54237,10.23614
2,133,2,20.471466,7.5091133
2,133,3,15.538097,13.285025
2,133,4,-6.026119,-1.4390229
2,133,5,-9.913947,-0.82195103
2,133,6,1.7465881,-5.4352517
2,133,7,17.527697,8.681145
2,134,1,21.56532,10.242367
2,134,2,20.47462,7.478063
2,134,3,15.519985,13.270473
2,134,4,-6.041398,-1.3983109
2,134,5,-9.892542,-0.8026745
2,134,6,1.7085946,-5.4644303
2,134,7,17.53138,8.65462
2,135,1,21.47904,10.221895
2,135,2,20.482958,7.4101124
2,135,3,15.5100765,13.255988
2,135,4,-6.07457,-1.3723158
2,135,5,-9.879001,-0.7926501
2,135,6,1.6712914,-5.5067735
2,135,7,17.543522,8.619601
2,136,1,21.477802,10.205647
2,136,2,20.483486,7.391202
2,136,3,15.501545,13.236992
2,136,4,-6.1034646,-1.3269919
2,136,5,-9.873956,-0.7931105
2,136,6,1.645224,-5.515361
2,136,7,17.573526,8.567972
2,137,1,21.395748,10.187141
2,137,2,20.48843,7.3645415
2,137,3,15.463536,13.176982
2,137,4,-6.1275587,-1.2773509
2,137,5,-9.801347,-0.7405605
2,137,6,1.5939722,-5.551099
2,137,7,17.564075,8.534819
2,138,1,21.337025,10.186894
2,138,2,20.491646,7.304078
2,138,3,15.452022,13.168547
2,138,4,-6.1480165,-1.2755669
2,138,5,-9.737505,-0.6821703
2,138,6,1.529438,-5.5761433
2,138,7,17.565575,8.482808
2,139,1,21.303905,10.179144
2,139,2,20.479412,7.286604
2,139,3,15.434497,13.1328125
2,139,4,-6.1817064,-1.2159956
2,139,5,-9.736925,-0.68244815
2,139,6,1.5121211,-5.5870905
2,139,7,17.614437,8.464674
2,140,1,21.238583,10.172976
2,140,2,20.484295,7.2503653
2,140,3,15.409268,13.085016
2,140,4,-6.1798153,-1.1875341
2,140,5,-9.723872,-0.6680488
2,140,6,1.4625534,-5.666415
2,140,7,17.577826,8.376938
2,141,1,21.19723,10.171789
2,141,2,20.48594,7.201858
2,141,3,15.383917,13.061375
2,141,4,-6.2253027,-1.1481806
2,141,5,-9.676838,-0.6457713
2,141,6,1.4472313,-5.6295896
2,141,7,17.575747,8.322717
2,142,1,21.15175,10.176049
2,142,2,20.498688,7.151183
2,142,3,15.365577,13.043816
2,142,4,-6.2302623,-1.1173093
2,142,5,-9.667954,-0.63297284
2,142,6,1.3971224,-5.6505165
2,142,7,17.554888,8.353797
2,143,1,21.173244,10.166477
2,143,2,20.476362,7.109342
2,143,3,15.36555,13.019242
2,143,4,-6.2961907,-1.0433333
2,143,5,-9.620506,-0.6031674
2,143,6,1.3499274,-5.671363
2,143,7,17.55284,8.326556
2,144,1,21.048435,10.17904
2,144,2,20.473225,7.0778675
2,144,3,15.333419,12.983362
2,144,4,-6.317243,-1.0277039
2,144,5,-9.589583,-0.5815872
2,144,6,1.3063153,-5.6851172
2,144,7,17.540813,8.288944
2,145,1,21.032988,10.180213
2,145,2,20.47126,7.014585
2,145,3,15.332014,12.977052
2,145,4,-6.3104906,-1.0214564
2,145,5,-9.560329,-0.5726813
2,145,6,1.2832884,-5.7007847
2,145,7,17.536661,8.289298
2,146,1,21.01739,10.182021
2,146,2,20.459295,6.9834146
2,146,3,15.289559,12.94252
2,146,4,-6.3477974,-0.9604174
2,146,5,-9.561185,-0.58655137
2,146,6,1.2356083,-5.693995
2,146,7,17.503761,8.237657
2,147,1,20.95073,10.194721
2,147,2,20.454618,6.9207783
2,147,3,15.2589,12.926123
2,147,4,-6.4232516,-0.8782288
2,147,5,-9.4941845,-0.5223777
2,147,6,1.1939925,-5.709268
2,147,7,17.484623,8.206224
2,148,1,20.899832,10.204989
2,148,2,20.442144,6.8743587
2,148,3,15.226206,12.89639
2,148,4,-6.44779,-0.8247514
2,148,5,-9.452778,-0.5034177
2,148,6,1.1575052,-5.7152343
2,148,7,17.464346,8.177692
2,149,1,20.859516,10.214812
2,149,2,20.442383,6.8150315
2,149,3,15.190004,12.887695
2,149,4,-6.4211345,-0.8401666
2,149,5,-9.442504,-0.50423
2,149,6,1.1154177,-5.7325587
2,149,7,17.45019,8.1471815
2,150,1,20.800161,10.229876
2,150,2,20.429129,6.798423
2,150,3,15.175026,12.862366
2,150,4,-6.4400682,-0.8141038
2,150,5,-9.380396,-0.45893016
2,150,6,1.0876622,-5.7124953
2,150,7,17.425756,8.1078005
2,151,1,20.719793,10.253614
2,151,2,20.416716,6.7528367
2,151,3,15.132635,12.847809
2,151,4,-6.4886928,-0.7485274
2,151,5,-9.404517,-0.4912
2,151,6,1.0745145,-5.7222004
2,151,7,17.415916,8.093767
2,152,1,20.734774,10.222538
2,152,2,20.419737,6.7062054
2,152,3,15.0452585,12.770887
2,152,4,-6.506714,-0.6771625
2,152,5,-9.362585,-0.46467516
2,152,6,1.0129374,-5.7376614
2,152,7,17.387434,8.065075
2,153,1,20.630787,10.293729
2,153,2,20.41287,6.6848207
2,153,3,15.053405,12.813208
2,153,4,-6.5268965,-0.6646358
2,153,5,-9.313082,-0.43516406
2,153,6,0.99165344,-5.7157264
2,153,7,17.381641,8.030551
2,154,1,20.574862,10.314348
2,154,2,20.410965,6.648833
2,154,3,15.0331,12.816573
2,154,4,-6.5049434,-0.6751317
2,154,5,-9.274899,-0.42438397
2,154,6,0.94099957,-5.7186017
2,154,7,17.367435,8.002364
2,155,1,20.52742,10.336716
2,155,2,20.404747,6.6104803
2,155,3,15.028796,12.799229
2,155,4,-6.5744596,-0.5825446
2,155,5,-9.241223,-0.39826432
2,155,6,0.9316895,-5.7253456
2,155,7,17.342026,7.9636245
2,156,1,20.49185,10.34753
2,156,2,20.404377,6.562912
2,156,3,14.948509,12.813583
2,156,4,-6.6088696,-0.53109574
2,156,5,-9.22076,-0.3824827
2,156,6,0.86732537,-5.7099047
2,156,7,17.295242,7.9077873
2,157,1,20.438643,10.369855
2,157,2,20.402565,6.5057993
2,157,3,14.915603,12.804483
2,157,4,-6.631147,-0.50124747
2,157,5,-9.198031,-0.37115574
2,157,6,0.79102314,-5.7065287
2,157,7,17.30562,7.917324
2,158,1,20.40468,10.386764
2,158,2,20.407284,6.473418
2,158,3,14.878316,12.809545
2,158,4,-6.6454053,-0.46739268
2,158,5,-9.158237,-0.36094698
2,158,6,0.8099237,-5.7174163
2,158,7,17.297554,7.8846064
2,159,1,20.37298,10.405896
2,159,2,20.402832,6.423291
2,159,3,14.831506,12.810954
2,159,4,-6.662221,-0.4202686
2,159,5,-9.145114,-0.33930278
2,159,6,0.7366674,-5.6996365
2,159,7,17.269226,7.852292
2,160,1,20.343277,10.416656
2,160,2,20.40637,6.390012
2,160,3,14.799541,12.81699
2,160,4,-6.7023516,-0.37536532
2,160,5,-9.113577,-0.32104403
2,160,6,0.65951264,-5.6829047
2,160,7,17.25301,7.8359942
2,161,1,20.345367,10.403484
2,161,2,20.391417,6.4108663
2,161,3,14.762743,12.822936
2,161,4,-6.7260036,-0.3267393
2,161,5,-9.070837,-0.29595158
2,161,6,0.65190923,-5.6949205
2,161,7,17.24153,7.795885
2,162,1,20.289034,10.4449005
2,162,2,20.409166,6.337951
2,162,3,14.720025,12.848796
2,162,4,-6.751125,-0.28411424
2,162,5,-9.043297,-0.27079976
2,162,6,0.62938935,-5.67054
2,162,7,17.208273,7.7590795
2,163,1,20.23982,10.484561
2,163,2,20.404572,6.317302
2,163,3,14.648898,12.832591
2,163,4,-6.789221,-0.22807889
2,163,5,-8.983204,-0.23018825
2,163,6,0.5802193,-5.6356015
2,163,7,17.19311,7.730426
2,164,1,20.195814,10.5074835
2,164,2,20.413939,6.280771
2,164,3,14.6644,12.862071
2,164,4,-6.817384,-0.19487464
2,164,5,-8.95775,-0.23240216
2,164,6,0.5477405,-5.617063
2,164,7,17.179066,7.7098136
2,165,1,20.13314,10.537523
2,165,2,20.38104,6.2865114
2,165,3,14.600673,12.892073
2,165,4,-6.8185,-0.19661875
2,165,5,-8.900031,-0.1648577
2,165,6,0.505807,-5.604263
2,165,7,17.164656,7.6786556
2,166,1,20.109928,10.561234
2,166,2,20.367823,6.2886415
2,166,3,14.582969,12.9008
2,166,4,-6.857108,-0.11126105
2,166,5,-8.897122,-0.17312928
2,166,6,0.4294678,-5.5552115
2,166,7,17.140945,7.6654625
2,167,1,20.07865,10.577564
2,167,2,20.443336,6.192743
2,167,3,14.549984,12.933302
2,167,4,-6.8419156,-0.1141522
2,167,5,-8.879725,-0.18217668
2,167,6,0.39689726,-5.569765
2,167,7,17.118675,7.6219025
2,168,1,19.988245,10.681158
2,168,2,20.453627,6.1636314
2,168,3,14.441589,12.970281
2,168,4,-6.899743,-0.028036091
2,168,5,-8.844443,-0.14075367
2,168,6,0.36495367,-5.5510945
2,168,7,17.104641,7.62192
2,169,1,19.92149,10.72318
2,169,2,20.461563,6.144188
2,169,3,14.455493,12.963186
2,169,4,-6.924253,-0.0072941636
2,169,5,-8.814413,-0.11419152
2,169,6,0.39944863,-5.5800805
2,169,7,17.08583,7.5769343
2,170,1,19.925821,10.720849
2,170,2,20.517986,6.060923
2,170,3,14.469157,12.996279
2,170,4,-6.9443274,0.04819804
2,170,5,-8.794945,-0.08940978
2,170,6,0.30237234,-5.477384
2,170,7,17.073826,7.5388083
2,171,1,19.839493,10.799781
2,171,2,20.540966,6.031735
2,171,3,14.431587,13.0208025
2,171,4,-6.968111,0.10901982
2,171,5,-8.784981,-0.06464473
2,171,6,0.21502753,-5.447974
2,171,7,17.0068,7.447597
2,172,1,19.834219,10.803151
2,172,2,20.586952,5.986608
2,172,3,14.418734,13.025076
2,172,4,-6.997202,0.16317591
2,172,5,-8.767832,-0.034433763
2,172,6,0.29032904,-5.447909
2,172,7,17.027061,7.468445
2,173,1,19.79085,10.846616
2,173,2,20.613546,5.9448066
2,173,3,14.367334,13.082378
2,173,4,-7.018571,0.20766897
2,173,5,-8.760513,-0.022497473
2,173,6,0.2578097,-5.453422
2,173,7,17.029995,7.4302173
2,174,1,19.769487,10.87023
2,174,2,20.664772,5.8896174
2,174,3,14.365494,13.101681
2,174,4,-7.036136,0.2505823
2,174,5,-8.752157,-0.0138792945
2,174,6,0.21239056,-5.4104834
2,174,7,17.019104,7.401841
2,175,1,19.745663,10.914937
2,175,2,20.659445,5.89942
2,175,3,14.351858,13.093022
2,175,4,-7.0495725,0.27972245
2,175,5,-8.755765,0.020654494
2,175,6,0.20908985,-5.39768
2,175,7,17.023817,7.39312
2,176,1,19.713768,10.944071
2,176,2,20.669987,5.8819823
2,176,3,14.320342,13.168426
2,176,4,-7.0669885,0.32005414
2,176,5,-8.738014,0.028283792
2,176,6,0.14627334,-5.330776
2,176,7,17.013918,7.3528676
2,177,1,19.68085,10.9802885
