x,y,group
2.1808572,12.848256,Unlabeled
-2.4477906,5.7834935,Unlabeled
-1.7695764,3.2404807,Unlabeled
-2.1720865,12.506225,Unlabeled
1.9858575,12.10961,Unlabeled
-2.6253004,3.209283,Unlabeled
1.7846472,13.172724,Unlabeled
3.3253431,12.469907,Unlabeled
-1.045153,11.491765,Unlabeled
-2.0961251,5.533497,Unlabeled
0.5531719,9.071367,Unlabeled
-1.2976584,8.744906,Unlabeled
-0.8691368,7.817141,Unlabeled
-6.638864,10.105516,Unlabeled
0.98258835,8.603239,Unlabeled
-0.7478131,9.466382,Unlabeled
-4.0718164,10.695376,Unlabeled
-3.9615643,10.855148,Unlabeled
0.79405165,16.5173,Unlabeled
-0.56505936,9.739604,Unlabeled
0.72367984,11.1322975,Unlabeled
1.3087227,10.213444,Unlabeled
-2.4819374,12.415166,Unlabeled
1.7459325,10.565037,Unlabeled
0.557952,17.327913,Unlabeled
2.8546896,9.369266,Unlabeled
-3.362191,5.327507,Unlabeled
-4.465199,5.711693,Unlabeled
2.9596183,11.719801,Unlabeled
-7.5942764,9.693694,Unlabeled
0.5729376,17.232597,Unlabeled
4.1421824,10.247919,Unlabeled
3.9093585,12.17265,Unlabeled
-1.8040531,12.815139,Unlabeled
2.8804183,9.300258,Unlabeled
-1.7491932,5.024339,Unlabeled
1.6806953,11.653628,Unlabeled
-4.1355224,10.184423,Unlabeled
-1.8532109,7.6933265,Unlabeled
-2.1926553,8.37754,Unlabeled
-0.13410881,10.361208,Unlabeled
1.8471965,9.273353,Unlabeled
-1.9688536,9.247926,Unlabeled
-0.81951785,7.283721,Unlabeled
-2.080859,4.6312866,Unlabeled
3.7340608,10.766431,Unlabeled
1.0004201,17.267736,Unlabeled
2.6678886,11.119704,Unlabeled
-2.809435,12.520479,Unlabeled
2.821557,9.006912,Unlabeled
-0.97493106,12.382686,Unlabeled
-0.9728305,9.351689,Unlabeled
-2.56245,7.645646,Unlabeled
0.46599025,17.178858,Unlabeled
-3.2924743,13.848738,Unlabeled
2.2086987,11.8225355,Unlabeled
-7.3825545,10.632699,Unlabeled
3.9233687,20.188864,Unlabeled
-1.7729065,6.2688904,Unlabeled
4.7524967,9.619842,Unlabeled
-6.790486,7.493522,Unlabeled
2.055649,9.7788925,Unlabeled
-2.3873181,8.0241165,Unlabeled
1.1090399,17.08821,Unlabeled
-0.80114037,13.505217,Unlabeled
-0.752616,9.850989,Unlabeled
2.2635813,10.542074,Unlabeled
-1.8496248,6.522248,Unlabeled
-1.7479721,11.019304,Unlabeled
2.9632235,11.462449,Unlabeled
-1.8315496,6.396548,Unlabeled
1.196218,10.738556,Unlabeled
1.0056585,13.243168,Unlabeled
0.87413114,10.248665,Unlabeled
-1.7261742,8.184247,Unlabeled
-5.800771,5.189224,Unlabeled
2.7054217,8.698239,Unlabeled
0.90261996,13.2978325,Unlabeled
0.7887203,4.234303,Unlabeled
-3.9677465,10.217401,Unlabeled
-10.281428,9.719822,Unlabeled
13.430278,10.958351,Unlabeled
-0.5868393,7.6433835,Unlabeled
2.3380554,10.564956,Unlabeled
0.64220625,10.165886,Unlabeled
3.9607203,11.857167,Unlabeled
3.8920372,20.223764,Unlabeled
-3.877859,10.43424,Unlabeled
-1.3228495,10.748629,Unlabeled
-2.4620712,9.135037,Unlabeled
-0.77495354,7.5352798,Unlabeled
1.5321405,9.708461,Unlabeled
-2.2773793,12.342569,Unlabeled
-0.30831525,10.534232,Unlabeled
-2.3935013,11.375005,Unlabeled
-1.768828,4.990557,Unlabeled
0.31147322,11.910422,Unlabeled
-1.0771203,12.601299,Unlabeled
1.1026396,12.162047,Unlabeled
1.2694417,11.964456,Unlabeled
-0.11592497,11.33714,Unlabeled
-1.6222303,8.920637,Unlabeled
0.18730927,10.86555,Unlabeled
1.6645268,12.759438,Unlabeled
-5.9309797,17.676668,Unlabeled
-1.6439955,10.663824,Unlabeled
-8.053969,10.107391,Unlabeled
-2.6005142,4.629742,Unlabeled
-0.4558884,11.002217,Unlabeled
-7.138474,8.843576,Unlabeled
0.5092772,17.341694,Unlabeled
0.37834957,8.873654,Unlabeled
4.8243923,10.443219,Unlabeled
-2.0452764,11.681122,Unlabeled
1.2947277,12.9749775,Unlabeled
0.9763543,17.152706,Unlabeled
2.978895,11.687957,Unlabeled
-0.9879564,5.7087784,Unlabeled
0.37075385,10.803174,Unlabeled
-1.0914317,11.9696665,Unlabeled
-2.1830275,8.494843,Unlabeled
-6.8476386,7.4693966,Unlabeled
-3.1373281,8.5112,Unlabeled
0.79695415,16.888992,Unlabeled
-8.55691,9.055716,Unlabeled
-2.913006,4.8809085,Unlabeled
1.3337268,12.699939,Unlabeled
4.793815,11.244937,Unlabeled
-3.3442388,6.4818263,Unlabeled
-4.1776266,7.9936776,Unlabeled
-8.499143,9.987398,Unlabeled
-2.918818,12.666128,Unlabeled
1.8659542,13.411724,Unlabeled
-7.755458,10.251362,Unlabeled
1.9265926,9.5609,Unlabeled
-1.1336374,10.617122,Unlabeled
3.516167,11.87453,Unlabeled
-0.9377214,9.63345,Unlabeled
-1.0100243,14.7689085,Unlabeled
4.79822,9.594383,Unlabeled
-2.4503691,3.4112256,Unlabeled
14.527463,8.631431,Unlabeled
2.7402942,11.260495,Unlabeled
-4.107478,10.721978,Unlabeled
2.4175982,10.420499,Unlabeled
2.9114769,15.296354,Unlabeled
6.369041,12.115288,Unlabeled
0.39881346,9.950542,Unlabeled
2.100198,11.621575,Unlabeled
-0.88847286,8.028459,Unlabeled
-1.5810686,3.418997,Unlabeled
-3.3349252,7.8169446,Unlabeled
2.4536858,13.46691,Unlabeled
-2.8777728,8.070634,Unlabeled
-7.6568503,9.698279,Unlabeled
-8.359384,9.143398,Unlabeled
-0.8828497,10.279648,Unlabeled
0.20599951,9.537987,Unlabeled
-2.332651,10.146837,Unlabeled
2.586622,13.679607,Unlabeled
-2.045474,4.2741714,Unlabeled
0.925899,13.80457,Unlabeled
-1.6963902,11.176245,Unlabeled
1.7454526,13.431709,Unlabeled
-0.7495136,12.544224,Unlabeled
1.1564257,8.653706,Unlabeled
-5.7251945,17.967566,Unlabeled
-2.3500156,9.551838,Unlabeled
-1.0957907,8.316242,Unlabeled
-1.2706572,11.645735,Unlabeled
-1.8032166,7.4364405,Unlabeled
-1.6271509,10.894212,Unlabeled
-3.6650913,10.132702,Unlabeled
2.156773,14.0269375,Unlabeled
-5.0241413,13.976512,Unlabeled
-1.0411154,9.592376,Unlabeled
0.5248609,8.961194,Unlabeled
-7.5919914,8.849845,Unlabeled
-0.5062404,9.488405,Unlabeled
3.328663,10.058318,Unlabeled
-0.76338387,9.255784,Unlabeled
4.0294585,10.305118,Unlabeled
-1.1494389,11.810652,Unlabeled
4.2948737,12.071489,Unlabeled
1.3922942,13.609271,Unlabeled
-2.267556,5.4755306,Unlabeled
-8.106147,9.936884,Unlabeled
3.4976609,11.422746,Unlabeled
0.4541924,17.337446,Unlabeled
-8.186617,8.689353,Unlabeled
1.5395815,15.490067,Unlabeled
1.2102016,17.67085,Unlabeled
0.75502837,9.551992,Unlabeled
1.7811487,12.1545315,Unlabeled
0.8546317,11.74035,Unlabeled
4.340482,11.46763,Unlabeled
0.13007592,7.7497354,Unlabeled
2.28548,11.194462,Unlabeled
-3.793305,10.78669,Unlabeled
0.64405215,7.6018467,Unlabeled
0.71671045,10.348229,Unlabeled
-1.013044,9.170578,Unlabeled
1.6584969,12.174797,Unlabeled
4.2513585,10.968133,Unlabeled
-7.2210364,7.68605,Unlabeled
1.5623863,11.314245,Unlabeled
-2.5053868,5.9486966,Unlabeled
-1.8239197,12.232103,Unlabeled
-0.38788888,13.158808,Unlabeled
0.7773605,10.845697,Unlabeled
0.5653828,16.997515,Unlabeled
-2.6324337,5.3400264,Unlabeled
0.20689562,9.880018,Unlabeled
1.5955739,2.3670082,Unlabeled
3.8678236,11.090945,Unlabeled
-1.7144828,5.8953376,Unlabeled
6.4493084,12.157216,Unlabeled
-3.2616267,9.163435,Unlabeled
-2.8723097,4.8551173,Unlabeled
0.52452475,10.799827,Unlabeled
0.028961185,12.377552,Unlabeled
-1.0778028,9.575624,Unlabeled
-3.007804,12.723914,Unlabeled
-0.96718735,9.598333,Unlabeled
-2.609652,4.754204,Unlabeled
-2.8480914,12.042245,Unlabeled
-0.9555043,12.117564,Unlabeled
-1.9679695,10.874398,Unlabeled
0.11030411,9.898774,Unlabeled
0.06503109,7.4299765,Unlabeled
-4.637087,5.664162,Unlabeled
4.4132757,15.429722,Unlabeled
0.6804204,16.875904,Unlabeled
-6.694339,7.494062,Unlabeled
-3.357557,6.423582,Unlabeled
1.5295197,12.701603,Unlabeled
2.126149,9.25023,Unlabeled
-4.4451184,12.24915,Unlabeled
-4.684596,10.845995,Unlabeled
12.7266245,10.569188,Unlabeled
1.1458942,16.810337,Unlabeled
-3.1675086,8.454834,Unlabeled
-3.855998,8.025823,Unlabeled
1.2213117,13.369695,Unlabeled
-6.664684,7.4103765,Unlabeled
-1.1163538,8.122155,Unlabeled
1.9021035,10.205142,Unlabeled
-2.4559522,9.908274,Unlabeled
-1.8613198,11.965945,Unlabeled
2.016904,9.720345,Unlabeled
3.3751404,10.33187,Unlabeled
-2.6527398,5.6346726,Unlabeled
-0.3292826,11.66647,Unlabeled
-0.5040978,11.788264,Unlabeled
-1.0190258,11.17535,Unlabeled
-2.5843909,9.719898,Unlabeled
-2.6828768,9.336403,Unlabeled
0.25756544,11.794956,Unlabeled
2.2614465,14.229226,Unlabeled
-1.4999186,10.647325,Unlabeled
-0.68620753,8.223593,Unlabeled
-0.9897876,8.833809,Unlabeled
-2.0874403,12.981469,Unlabeled
-0.14539479,11.819515,Unlabeled
-0.9645375,5.5971003,Unlabeled
1.1270299,10.669462,Unlabeled
-1.0516906,9.348628,Unlabeled
3.5868719,10.997198,Unlabeled
1.022393,9.614348,Unlabeled
0.9299887,9.605063,Unlabeled
0.5933036,16.86956,Unlabeled
4.415465,15.392493,Unlabeled
0.54425323,10.850487,Unlabeled
3.4419236,11.211713,Unlabeled
3.7857218,8.399712,Unlabeled
3.2366002,11.849808,Unlabeled
1.0494426,11.306138,Unlabeled
-2.0101757,7.7983394,Unlabeled
0.9445369,13.758739,Unlabeled
-3.6130497,20.33086,Unlabeled
-0.64528805,7.6479874,Unlabeled
3.3384392,9.686799,Unlabeled
0.65004545,17.320757,Unlabeled
-1.3389417,12.595549,Unlabeled
-0.5629827,12.445104,Unlabeled
0.6835438,13.316274,Unlabeled
-1.7211783,6.499834,Unlabeled
0.86474586,13.801508,Unlabeled
-1.7358068,11.976788,Unlabeled
-2.071953,5.6709557,Unlabeled
-2.060667,3.9989479,Unlabeled
-5.067909,13.9563675,Unlabeled
-1.1643946,6.22547,Unlabeled
1.6273179,10.70937,Unlabeled
3.207236,12.4494295,Unlabeled
3.5671499,13.264676,Unlabeled
4.103905,10.464127,Unlabeled
2.213785,11.46027,Unlabeled
-1.6728833,5.0562034,Unlabeled
1.7690457,12.682722,Unlabeled
0.09056305,11.614124,Unlabeled
1.9301616,10.322531,Unlabeled
-0.6130896,8.37172,Unlabeled
2.1113448,12.322593,Unlabeled
0.523888,8.01922,Unlabeled
2.0473976,8.878996,Unlabeled
2.3209214,11.010222,Unlabeled
-1.2835375,11.461878,Unlabeled
2.10281,10.976545,Unlabeled
2.4702373,13.64418,Unlabeled
0.7888339,9.544217,Unlabeled
-2.0157666,11.332376,Unlabeled
-0.6851904,9.809362,Unlabeled
-0.68951064,10.348734,Unlabeled
0.79682744,9.5797205,Unlabeled
-0.2523083,8.961318,Unlabeled
-2.7828367,7.114301,Unlabeled
-2.8393393,9.158015,Unlabeled
-7.0601754,9.933144,Unlabeled
1.6468396,8.528294,Unlabeled
0.62373364,16.23176,Unlabeled
1.4339151,9.651492,Unlabeled
0.76912427,10.752592,Unlabeled
2.7152722,9.508583,Unlabeled
-1.5359437,5.3287883,Unlabeled
-0.887549,11.531557,Unlabeled
0.50059325,17.290407,Unlabeled
2.482888,11.184201,Unlabeled
2.829398,11.909105,Unlabeled
-0.4199858,8.713659,Unlabeled
2.1671832,11.053218,Unlabeled
2.2700243,12.796809,Unlabeled
-2.704954,12.34171,Unlabeled
-1.7332844,11.252457,Unlabeled
14.503129,8.647217,Unlabeled
0.79602885,16.450623,Unlabeled
-1.0349895,14.807652,Unlabeled
-0.3975714,13.0976,Unlabeled
-2.66201,12.299909,Unlabeled
14.177722,10.434081,Unlabeled
2.9468305,11.285192,Unlabeled
0.12065509,10.962728,Unlabeled
0.79854286,10.195406,Unlabeled
3.416022,12.322871,Unlabeled
3.4938412,10.021668,Unlabeled
0.39581084,10.937151,Unlabeled
-2.0224102,10.995394,Unlabeled
0.85470015,11.861537,Unlabeled
-2.4683578,5.373842,Unlabeled
1.3253307,13.323653,Unlabeled
2.928802,11.58408,Unlabeled
-1.3457136,6.080643,Unlabeled
3.6131108,10.95623,Unlabeled
-0.3457161,9.656887,Unlabeled
-3.251719,7.8383923,Unlabeled
-0.6863716,8.917457,Unlabeled
1.7306437,17.126408,Unlabeled
0.5828654,8.0119,Unlabeled
2.1318014,11.514579,Unlabeled
6.012356,10.948523,Unlabeled
-0.009093814,9.01337,Unlabeled
3.0935812,15.439229,Unlabeled
1.8618692,11.106826,Unlabeled
2.494171,11.212799,Unlabeled
-0.4532605,9.314764,Unlabeled
1.3886837,12.97358,Unlabeled
-5.056316,13.983862,Unlabeled
1.7370173,11.848055,Unlabeled
2.5287397,11.283319,Unlabeled
-0.7561787,12.907269,Unlabeled
0.52495927,8.120049,Unlabeled
0.9540658,10.462054,Unlabeled
-0.52205133,11.440487,Unlabeled
-0.38756916,10.833942,Unlabeled
-0.0830076,11.157593,Unlabeled
4.0113306,10.263899,Unlabeled
-2.45381,11.770702,Unlabeled
-0.6092081,9.161485,Unlabeled
1.9372851,12.91761,Unlabeled
1.9340402,13.14119,Unlabeled
-2.7665803,12.510819,Unlabeled
0.4852968,9.997043,Unlabeled
-0.6628033,10.668159,Unlabeled
-2.2287729,8.152751,Unlabeled
-2.840876,8.758987,Unlabeled
2.4274366,10.36563,Unlabeled
0.5064029,17.309456,Unlabeled
-2.8640466,3.6238184,Unlabeled
4.2537193,12.102206,Unlabeled
3.2652287,10.381026,Unlabeled
3.2981727,10.102669,Unlabeled
14.16091,9.148044,Unlabeled
-4.216277,7.99239,Unlabeled
-2.6553414,12.04704,Unlabeled
1.4818733,10.23851,Unlabeled
0.81986314,4.210493,Unlabeled
3.07559,4.3317823,Unlabeled
0.58458,7.9581995,Unlabeled
-2.0877151,10.846155,Unlabeled
2.976356,10.985809,Unlabeled
-0.8645129,9.253214,Unlabeled
-1.260249,9.891924,Unlabeled
0.4317283,12.5683565,Unlabeled
2.9252133,15.289416,Unlabeled
-2.7554128,9.680105,Unlabeled
-1.9058516,12.404807,Unlabeled
-2.778048,12.024304,Unlabeled
0.0967919,11.296376,Unlabeled
1.612012,16.8797,Unlabeled
-2.4212124,4.3996477,Unlabeled
-2.29948,9.618598,Unlabeled
2.3966105,13.616264,Unlabeled
2.1194646,10.78581,Unlabeled
-0.81409055,10.16787,Unlabeled
-7.6325264,10.434962,Unlabeled
-0.36919707,9.324913,Unlabeled
-0.49831036,8.734893,Unlabeled
4.8030148,9.585624,Unlabeled
-1.9928864,5.145938,Unlabeled
-7.3397164,9.453184,Unlabeled
0.28852904,9.263409,Unlabeled
2.5716488,9.75195,Unlabeled
5.4996767,13.101891,Unlabeled
-2.3876033,9.975657,Unlabeled
0.81660247,11.396769,Unlabeled
1.0277048,13.228775,Unlabeled
-1.7957941,12.215974,Unlabeled
-3.7118263,7.7862864,Unlabeled
-5.7431283,17.728754,Unlabeled
-1.3307458,9.18942,Unlabeled
0.71121275,10.315308,Unlabeled
-7.6170807,8.699948,Unlabeled
0.9881287,13.698316,Unlabeled
2.3549848,14.165378,Unlabeled
0.8553406,17.052404,Unlabeled
0.15816416,12.001376,Unlabeled
-2.1758683,4.3981047,Unlabeled
2.4350743,11.890948,Unlabeled
-7.8209057,10.405065,Unlabeled
1.1106848,12.871202,Unlabeled
-6.766295,10.041284,Unlabeled
0.22128516,12.5803585,Unlabeled
2.375733,13.735528,Unlabeled
-6.7964163,9.9548235,Unlabeled
-2.9911182,4.3898573,Unlabeled
1.8499478,12.807563,Unlabeled
1.4493096,10.686363,Unlabeled
2.2515051,10.254526,Unlabeled
0.4331046,8.962163,Unlabeled
-2.9118786,12.397035,Unlabeled
1.0696886,10.424102,Unlabeled
1.1567466,10.723858,Unlabeled
-1.6935849,10.591745,Unlabeled
-1.670793,3.475149,Unlabeled
0.043040767,11.436857,Unlabeled
2.0140407,13.102006,Unlabeled
-0.9861504,5.844426,Unlabeled
-3.8344533,17.889006,Unlabeled
0.5420598,11.820957,Unlabeled
-1.4302518,13.294944,Unlabeled
-7.9017625,10.386283,Unlabeled
-2.9161115,9.205937,Unlabeled
-2.462003,4.1054096,Unlabeled
3.9779756,11.481378,Unlabeled
3.1130686,11.12124,Unlabeled
1.9832765,11.391713,Unlabeled
4.72248,9.6897955,Unlabeled
-3.8963053,17.981125,Unlabeled
-1.7076701,11.043172,Unlabeled
4.0360813,10.241874,Unlabeled
-2.9760273,9.779242,Unlabeled
-0.4468588,9.721144,Unlabeled
-3.3134723,7.8637967,Unlabeled
-0.043691624,12.096029,Unlabeled
1.9800862,10.845308,Unlabeled
-0.18973026,10.8931465,Unlabeled
-1.7586758,6.782977,Unlabeled
-3.8141775,18.070484,Unlabeled
0.96683246,13.984329,Unlabeled
-2.243455,13.052836,Unlabeled
1.6021765,2.355272,Unlabeled
2.214146,9.742779,Unlabeled
-1.2426214,4.359463,Unlabeled
3.3652384,10.565983,Unlabeled
-1.9324751,13.095271,Unlabeled
0.94004005,17.05543,Unlabeled
-1.2185408,6.1873055,Unlabeled
-1.6866333,3.2336934,Unlabeled
-3.2858384,20.51342,Unlabeled
-0.88507706,9.499792,Unlabeled
1.4194181,10.91089,Unlabeled
-3.0942252,20.726324,Unlabeled
1.1458119,17.535246,Unlabeled
7.664647,10.809662,Unlabeled
-0.9266365,10.076965,Unlabeled
2.851072,10.4349985,Unlabeled
-1.6265062,5.0965586,Unlabeled
-2.7435863,7.585794,Unlabeled
-3.3995254,21.222923,Unlabeled
1.8709973,11.887259,Unlabeled
1.6391004,13.26407,Unlabeled
-0.53326327,10.340018,Unlabeled
1.1981242,12.610949,Unlabeled
2.1963127,5.9126205,Unlabeled
2.7588358,9.778909,Unlabeled
0.2682275,9.277596,Unlabeled
1.6606052,13.257439,Unlabeled
-7.0649023,8.50733,Unlabeled
2.2305377,11.057227,Unlabeled
-2.9722788,6.359771,Unlabeled
-1.8356789,7.9569616,Unlabeled
-3.6844914,10.29842,Unlabeled
3.3756075,10.978951,Unlabeled
3.750855,10.582012,Unlabeled
3.864234,10.357065,Unlabeled
-1.770985,3.066123,Unlabeled
1.1543105,10.770218,Unlabeled
-2.9696589,2.9217389,Unlabeled
-3.935752,17.13179,Unlabeled
0.41694143,9.941387,Unlabeled
0.7759888,11.986089,Unlabeled
-3.9806643,10.8473215,Unlabeled
-4.5290356,10.900249,Unlabeled
1.0995886,10.576355,Unlabeled
-0.16482855,10.891828,Unlabeled
-1.4856284,10.394491,Unlabeled
-1.1423111,9.898063,Unlabeled
2.5056913,14.217546,Unlabeled
1.2856239,13.422852,Unlabeled
1.1791139,10.585391,Unlabeled
-3.3508694,7.4425015,Unlabeled
4.054913,10.160013,Unlabeled
-1.8439996,12.063244,Unlabeled
2.89027,11.634572,Unlabeled
-2.4726684,9.066741,Unlabeled
-1.7584127,8.506466,Unlabeled
-1.8981489,10.639235,Unlabeled
-2.1985505,7.2487545,Unlabeled
-2.4687302,9.165083,Unlabeled
-8.606041,10.09926,Unlabeled
-2.5160332,5.812875,Unlabeled
-3.7938948,8.160553,Unlabeled
-1.7465842,2.963945,Unlabeled
3.3787553,11.969508,Unlabeled
2.1461873,12.61757,Unlabeled
-3.6698642,19.256435,Unlabeled
1.0469085,11.48562,Unlabeled
-6.721268,10.146036,Unlabeled
-0.6986168,13.028871,Unlabeled
0.57707274,11.3385515,Unlabeled
-2.1710513,8.23358,Unlabeled
0.7314929,9.759173,Unlabeled
-2.4485981,11.679956,Unlabeled
3.4257288,10.311873,Unlabeled
1.77331,10.374193,Unlabeled
2.6948438,15.199966,Unlabeled
-0.99300164,13.222119,Unlabeled
-4.247336,10.3116865,Unlabeled
-1.2101237,8.166212,Unlabeled
1.4310051,17.130245,Unlabeled
1.886302,13.580651,Unlabeled
-0.090168566,11.867324,Unlabeled
-2.5871453,9.533424,Unlabeled
2.3035016,9.046894,Unlabeled
2.1840148,14.102953,Unlabeled
4.791028,11.261748,Unlabeled
3.0187783,9.10722,Unlabeled
-2.9260156,12.744132,Unlabeled
1.9340479,9.194825,Unlabeled
2.195321,5.9344983,Unlabeled
-1.8684392,11.042589,Unlabeled
1.1684649,12.570945,Unlabeled
0.01992344,10.252761,Unlabeled
-2.0286942,5.186761,Unlabeled
-2.1996891,10.103956,Unlabeled
-5.831008,17.887064,Unlabeled
1.2762585,12.188812,Unlabeled
7.6502004,10.805279,Unlabeled
-2.062567,12.552277,Unlabeled
-1.6833421,3.3077521,Unlabeled
-5.9851108,4.987844,Unlabeled
-0.09476155,12.048036,Unlabeled
-0.29675415,10.207201,Unlabeled
-3.2110102,20.81517,Unlabeled
-0.9421209,9.727962,Unlabeled
2.5454414,11.437833,Unlabeled
-1.6518348,8.28726,Unlabeled
-8.569943,10.044805,Unlabeled
3.7039945,10.875354,Unlabeled
-0.25742263,9.141909,Unlabeled
1.5839368,10.199759,Unlabeled
-3.338339,8.236742,Unlabeled
0.50736165,10.460825,Unlabeled
-0.78963554,9.953116,Unlabeled
-2.3031445,9.194875,Unlabeled
-0.9451589,14.654703,Unlabeled
-1.2462218,8.606526,Unlabeled
-2.55116,4.653318,Unlabeled
0.08031337,7.7102733,Unlabeled
-2.5104334,9.820213,Unlabeled
2.1608875,9.730421,Unlabeled
3.2463622,11.608697,Unlabeled
0.13878147,7.7240086,Unlabeled
1.7471838,12.301588,Unlabeled
-1.8147085,12.426051,Unlabeled
1.3807235,17.295366,Unlabeled
-0.04863547,9.711111,Unlabeled
2.2035973,5.9024305,Unlabeled
4.8452168,10.428007,Unlabeled
1.2336471,17.726122,Unlabeled
1.6478927,12.996888,Unlabeled
1.2483511,17.27299,Unlabeled
1.0801946,16.368029,Unlabeled
-1.2092916,8.691345,Unlabeled
-0.8585357,12.010451,Unlabeled
-2.874514,9.28184,Unlabeled
-2.5845015,8.983435,Unlabeled
-1.2254363,10.7308,Unlabeled
0.5632285,10.303023,Unlabeled
-0.5877045,9.042023,Unlabeled
2.2890782,9.695796,Unlabeled
1.0837469,9.5022745,Unlabeled
-8.566064,10.086389,Unlabeled
-1.6947722,8.261878,Unlabeled
2.5381727,13.780836,Unlabeled
0.7425529,12.067238,Unlabeled
-10.277595,9.721204,Unlabeled
0.015310992,9.1615305,Unlabeled
0.024241777,10.886338,Unlabeled
4.8351564,10.444531,Unlabeled
-3.2740839,9.119585,Unlabeled
-0.48983276,10.786721,Unlabeled
-0.6286335,10.080076,Unlabeled
4.5907655,11.571017,Unlabeled
-1.1173302,13.218173,Unlabeled
0.63174057,11.78479,Unlabeled
-2.1337047,11.701793,Unlabeled
-1.6922212,13.146368,Unlabeled
-2.2133977,12.772339,Unlabeled
-2.5247276,7.7624707,Unlabeled
0.32214838,13.127158,Unlabeled
-1.1998124,11.992513,Unlabeled
0.48580703,9.133288,Unlabeled
0.42985573,9.790267,Unlabeled
0.34769621,9.041421,Unlabeled
-2.9522212,12.570492,Unlabeled
-2.4627943,11.931402,Unlabeled
1.8605313,11.607103,Unlabeled
-3.6224012,19.35552,Unlabeled
-1.9599743,11.1061735,Unlabeled
-1.6648872,8.849504,Unlabeled
3.0680819,8.313833,Unlabeled
4.77103,10.714576,Unlabeled
4.6042767,11.624341,Unlabeled
3.40971,10.041438,Unlabeled
-0.594793,12.373952,Unlabeled
2.530312,12.729952,Unlabeled
-7.246433,10.182455,Unlabeled
-2.4308183,5.4273553,Unlabeled
13.34508,10.375024,Unlabeled
0.84511125,10.411062,Unlabeled
2.877374,9.21967,Unlabeled
0.44707024,17.303656,Unlabeled
2.3901389,10.071396,Unlabeled
2.169408,11.845054,Unlabeled
2.4462163,13.675171,Unlabeled
0.05795687,9.585112,Unlabeled
1.6165574,10.026375,Unlabeled
1.0015106,12.064243,Unlabeled
1.4135599,9.045447,Unlabeled
1.2475752,9.568721,Unlabeled
-3.675601,8.248142,Unlabeled
0.6701679,7.599414,Unlabeled
-6.5654173,7.7972345,Unlabeled
0.9635586,16.923607,Unlabeled
1.900406,9.010684,Unlabeled
0.61765367,11.330108,Unlabeled
-2.907479,4.794308,Unlabeled
1.310188,17.687449,Unlabeled
-3.3107436,7.9517984,Unlabeled
0.7462218,12.755447,Unlabeled
0.96314406,17.14183,Unlabeled
3.3827817,9.696651,Unlabeled
13.143521,10.854163,Unlabeled
-0.89406824,7.7220902,Unlabeled
-4.037152,10.155176,Unlabeled
2.1378093,14.183824,Unlabeled
-0.68613136,12.406953,Unlabeled
1.8033041,13.429588,Unlabeled
-1.5169991,10.892446,Unlabeled
0.58736575,17.172434,Unlabeled
-0.6105796,11.722515,Unlabeled
4.5268764,13.836929,Unlabeled
0.2709114,9.236315,Unlabeled
-4.3770576,13.382917,Unlabeled
-0.95871794,11.37137,Unlabeled
0.30250087,16.985096,Unlabeled
-2.5416274,5.481722,Unlabeled
2.611908,11.278843,Unlabeled
0.6357013,10.971792,Unlabeled
4.839989,10.3959875,Unlabeled
6.4039707,12.104597,Unlabeled
-2.3088093,6.274737,Unlabeled
-2.0070453,4.3227086,Unlabeled
-8.4327755,9.150802,Unlabeled
-4.2016826,7.997545,Unlabeled
2.1254194,11.649017,Unlabeled
-1.06608,11.02039,Unlabeled
-1.5991356,10.951045,Unlabeled
4.6437283,9.744259,Unlabeled
1.5778397,9.651437,Unlabeled
4.3868275,15.431835,Unlabeled
3.6395981,11.753346,Unlabeled
2.701976,11.347018,Unlabeled
-2.3558555,5.6215873,Unlabeled
2.0942876,11.827574,Unlabeled
-0.6103481,10.46739,Unlabeled
-2.763285,5.728363,Unlabeled
1.3421205,13.216923,Unlabeled
-2.198653,9.660716,Unlabeled
3.5401127,10.089045,Unlabeled
0.48176295,11.945297,Unlabeled
0.8903374,4.1548924,Unlabeled
-0.24514006,9.704535,Unlabeled
0.75466883,13.616835,Unlabeled
-0.40675274,8.493324,Unlabeled
3.739996,11.489016,Unlabeled
-0.46933147,8.94524,Unlabeled
2.3825614,11.33765,Unlabeled
3.1505597,10.481772,Unlabeled
0.091475986,11.639794,Unlabeled
3.350937,11.514459,Unlabeled
-1.6892403,9.628155,Unlabeled
2.14053,8.955201,Unlabeled
0.38509974,10.903181,Unlabeled
13.890152,8.26558,Unlabeled
-2.3427691,11.345759,Unlabeled
1.6355134,11.780893,Unlabeled
-3.3976512,9.111855,Unlabeled
-3.289624,13.835864,Unlabeled
-2.0419817,4.475392,Unlabeled
-2.1996017,12.423437,Unlabeled
1.3569453,13.3270035,Unlabeled
13.9279995,8.309559,Unlabeled
-0.67263496,8.14044,Unlabeled
1.4422529,12.537874,Unlabeled
-6.740011,7.8139663,Unlabeled
-1.025364,11.14759,Unlabeled
-0.59646106,11.657843,Unlabeled
-3.3454108,9.475431,Unlabeled
-3.4818408,7.80117,Unlabeled
-2.0264509,8.05696,Unlabeled
0.6958054,7.529606,Unlabeled
0.36437953,11.916833,Unlabeled
-6.9867873,9.818924,Unlabeled
1.3406233,8.657903,Unlabeled
0.5065099,9.036829,Unlabeled
-3.1473584,13.76062,Unlabeled
0.030013643,9.799922,Unlabeled
