x,y,group
-2.9556565,2.9528687,Unlabeled
-2.6853967,12.30666,Unlabeled
1.9683062,13.377067,Unlabeled
1.0192814,11.875153,Unlabeled
-5.509038,17.88125,Unlabeled
0.59116733,10.456989,Unlabeled
-1.7269485,2.964084,Unlabeled
2.6179388,13.740519,Unlabeled
3.4920816,9.946234,Unlabeled
-0.61108154,11.680116,Unlabeled
3.256236,12.076616,Unlabeled
-4.2448983,7.939634,Unlabeled
-7.9257174,9.422515,Unlabeled
0.20896554,11.665508,Unlabeled
1.5053626,13.098116,Unlabeled
-4.2997627,10.86546,Unlabeled
2.403418,12.0769005,Unlabeled
-1.5794021,12.95573,Unlabeled
-2.6775985,4.5469894,Unlabeled
-3.92855,17.148794,Unlabeled
-5.0970197,13.915128,Unlabeled
-4.2325664,6.8537445,Unlabeled
13.926391,8.295975,Unlabeled
-0.69342643,11.962663,Unlabeled
-1.4637387,10.657262,Unlabeled
-2.257861,12.126768,Unlabeled
-3.0428526,20.79967,Unlabeled
-0.079899274,11.174783,Unlabeled
-5.565569,17.924908,Unlabeled
-5.704886,17.95528,Unlabeled
0.50681597,10.765019,Unlabeled
3.2150493,12.434292,Unlabeled
-6.107863,4.9064193,Unlabeled
-1.500214,12.006469,Unlabeled
2.1952562,11.620016,Unlabeled
3.8618891,10.720479,Unlabeled
-0.109196,12.27939,Unlabeled
0.76778764,11.926246,Unlabeled
-3.6321476,19.348682,Unlabeled
-0.93045175,9.292338,Unlabeled
-0.8893378,11.648435,Unlabeled
-2.0319967,10.015717,Unlabeled
-0.86149454,9.201621,Unlabeled
1.1994596,17.413082,Unlabeled
3.3381145,13.016844,Unlabeled
-0.5407715,9.517451,Unlabeled
-7.382658,9.721695,Unlabeled
1.5319694,12.088782,Unlabeled
-0.97739196,11.798119,Unlabeled
-1.9335523,10.929659,Unlabeled
-5.981615,17.848349,Unlabeled
-4.219387,8.864312,Unlabeled
0.52958417,17.327814,Unlabeled
-2.4337308,5.221439,Unlabeled
3.8736932,20.179615,Unlabeled
1.571508,10.244996,Unlabeled
-2.9936376,13.532314,Unlabeled
-3.8498003,17.875912,Unlabeled
-3.6541967,20.501486,Unlabeled
3.5193388,10.012139,Unlabeled
2.2082858,9.820067,Unlabeled
-4.054973,10.70868,Unlabeled
-5.8940673,17.910448,Unlabeled
1.6645539,8.798956,Unlabeled
0.807224,16.443956,Unlabeled
-0.51597416,9.857516,Unlabeled
-2.2338006,7.318218,Unlabeled
0.7199603,10.219457,Unlabeled
-2.2464821,13.189406,Unlabeled
2.4273732,9.674785,Unlabeled
-0.64408517,9.420126,Unlabeled
-2.6445513,3.6761835,Unlabeled
3.9049911,10.52742,Unlabeled
1.0071638,10.571548,Unlabeled
2.199665,14.112986,Unlabeled
-1.2018669,8.702022,Unlabeled
-2.122356,4.276454,Unlabeled
-1.9519062,4.433206,Unlabeled
2.590926,11.039079,Unlabeled
1.5076379,12.41667,Unlabeled
0.36566502,10.490679,Unlabeled
1.7324326,8.6793785,Unlabeled
1.092651,12.533702,Unlabeled
-2.5968177,12.017045,Unlabeled
-7.5758824,9.700116,Unlabeled
1.166946,11.779201,Unlabeled
1.0966214,10.930993,Unlabeled
-1.9510875,10.171796,Unlabeled
-1.0239189,13.1740675,Unlabeled
-2.331675,7.888912,Unlabeled
-3.2322361,5.5581346,Unlabeled
-0.92984754,12.023376,Unlabeled
-2.3687172,11.834257,Unlabeled
-1.8320407,4.7875304,Unlabeled
-1.0124886,9.682368,Unlabeled
-1.2001089,6.2351575,Unlabeled
-1.0052079,11.676775,Unlabeled
0.2919733,11.779352,Unlabeled
-0.37851575,11.266347,Unlabeled
2.897288,9.287559,Unlabeled
2.1922271,11.111052,Unlabeled
1.6332672,13.489121,Unlabeled
3.235665,10.948821,Unlabeled
2.4175138,14.435089,Unlabeled
1.2201792,10.254613,Unlabeled
-2.4385624,10.034476,Unlabeled
0.78838736,16.48989,Unlabeled
0.18697344,10.667511,Unlabeled
2.729572,11.369818,Unlabeled
-2.47875,9.777567,Unlabeled
2.360332,11.406292,Unlabeled
-4.1232243,10.162902,Unlabeled
-0.11800821,11.850136,Unlabeled
-3.4171376,8.182661,Unlabeled
-1.9844567,11.660631,Unlabeled
-8.097141,9.944612,Unlabeled
-2.3673723,9.613323,Unlabeled
3.3626642,9.727661,Unlabeled
-0.5964921,10.959259,Unlabeled
-0.9726307,7.8385706,Unlabeled
1.4117054,16.525433,Unlabeled
-2.3003225,8.060647,Unlabeled
4.8069224,10.3962965,Unlabeled
-7.817918,9.091867,Unlabeled
-3.7637928,17.988077,Unlabeled
0.4123211,13.142834,Unlabeled
4.543072,11.589565,Unlabeled
1.8602841,14.177335,Unlabeled
-7.773086,10.384618,Unlabeled
-0.81728727,5.7014565,Unlabeled
-1.4825141,7.4271054,Unlabeled
-3.8542175,10.631935,Unlabeled
-7.088167,8.537836,Unlabeled
1.427573,13.872846,Unlabeled
4.7844486,10.421682,Unlabeled
1.6413296,8.745742,Unlabeled
-2.4585629,4.8226476,Unlabeled
-0.84529686,7.436225,Unlabeled
2.3124976,14.4299555,Unlabeled
-1.7101116,3.0160306,Unlabeled
-2.8595083,8.744048,Unlabeled
0.3522036,8.245885,Unlabeled
-1.756529,11.997205,Unlabeled
-2.3137116,8.168273,Unlabeled
-1.0333047,6.714798,Unlabeled
-3.4811974,20.268677,Unlabeled
-0.38534692,9.586536,Unlabeled
0.2596309,10.266153,Unlabeled
1.5103494,12.839249,Unlabeled
0.6786597,11.457339,Unlabeled
-0.1415097,10.772454,Unlabeled
2.050864,7.1415844,Unlabeled
-0.42487103,6.1234293,Unlabeled
0.18721843,7.355716,Unlabeled
3.4834123,10.017436,Unlabeled
1.8698002,11.556938,Unlabeled
-3.578407,3.2940757,Unlabeled
0.730538,9.47117,Unlabeled
1.687999,10.99367,Unlabeled
1.9692616,11.570049,Unlabeled
-1.8012363,9.989415,Unlabeled
-1.1276141,7.6636076,Unlabeled
-3.7514176,17.950266,Unlabeled
3.3385184,9.803817,Unlabeled
-0.9525062,6.2506237,Unlabeled
2.4717197,10.640011,Unlabeled
0.68886304,17.106182,Unlabeled
0.7746863,17.376738,Unlabeled
1.8546469,13.150103,Unlabeled
-5.4444385,17.789764,Unlabeled
-1.9985346,4.456259,Unlabeled
-4.250196,7.940591,Unlabeled
-2.1000113,5.164825,Unlabeled
-0.4671528,10.518145,Unlabeled
0.9455752,11.481691,Unlabeled
0.91697776,12.411786,Unlabeled
2.27412,10.955101,Unlabeled
2.927384,11.646562,Unlabeled
2.0584836,12.167212,Unlabeled
-1.9314756,7.1485825,Unlabeled
-6.8725214,10.021251,Unlabeled
3.5393736,10.033752,Unlabeled
-1.801921,12.074682,Unlabeled
-1.3761785,7.9217052,Unlabeled
0.99740845,13.956183,Unlabeled
1.7060809,11.651254,Unlabeled
-0.5534969,10.956371,Unlabeled
-2.4105325,9.37284,Unlabeled
-0.33803478,8.795252,Unlabeled
-1.8729539,3.0837536,Unlabeled
13.327499,10.379523,Unlabeled
-1.5063971,6.5755806,Unlabeled
2.975555,10.462032,Unlabeled
-6.030796,5.036499,Unlabeled
0.89487016,12.608565,Unlabeled
0.6482657,13.663442,Unlabeled
1.4299603,10.677733,Unlabeled
1.6641343,12.921641,Unlabeled
2.3017936,12.009798,Unlabeled
-0.66914666,9.968516,Unlabeled
-1.6882838,6.202733,Unlabeled
0.9067377,13.372861,Unlabeled
-3.0645876,9.695942,Unlabeled
-3.628168,19.345423,Unlabeled
-0.99710035,8.34339,Unlabeled
-3.4423656,4.989237,Unlabeled
-1.9172666,12.940217,Unlabeled
0.67945445,16.960556,Unlabeled
-2.835215,5.2184205,Unlabeled
3.670766,11.089715,Unlabeled
2.0497708,13.921574,Unlabeled
0.264069,8.376544,Unlabeled
13.9153595,8.294081,Unlabeled
0.3245424,8.884932,Unlabeled
3.8848164,10.652621,Unlabeled
1.4696705,12.644473,Unlabeled
1.240124,11.765095,Unlabeled
-6.0405445,4.9758997,Unlabeled
-1.5502198,9.934047,Unlabeled
2.2978082,9.465026,Unlabeled
-1.9321933,5.4762454,Unlabeled
-7.9108095,10.583658,Unlabeled
2.5028403,13.49574,Unlabeled
-1.201843,11.709979,Unlabeled
1.470943,10.895505,Unlabeled
1.5083046,12.684464,Unlabeled
-5.7492366,17.906849,Unlabeled
-2.7976627,11.979624,Unlabeled
0.34720168,9.030419,Unlabeled
1.0991334,12.265944,Unlabeled
0.7861667,4.243089,Unlabeled
0.5475086,9.604207,Unlabeled
-3.33343,8.351838,Unlabeled
-2.1566894,11.761631,Unlabeled
1.1980121,10.659328,Unlabeled
0.27629995,10.952543,Unlabeled
0.06027152,11.521754,Unlabeled
-1.5217558,11.645634,Unlabeled
-3.8243947,11.020989,Unlabeled
0.26351944,9.529273,Unlabeled
-2.258944,12.120892,Unlabeled
-2.329925,9.795415,Unlabeled
2.224402,13.3175745,Unlabeled
-0.11968306,9.488143,Unlabeled
1.4151264,11.8871765,Unlabeled
1.0313346,17.533648,Unlabeled
2.633899,10.102747,Unlabeled
-4.31235,10.85744,Unlabeled
-2.149317,13.012738,Unlabeled
1.1580118,16.841722,Unlabeled
-2.6266856,7.294125,Unlabeled
-1.5803744,10.681387,Unlabeled
-1.4170215,6.360074,Unlabeled
2.4322646,11.216253,Unlabeled
-7.731011,9.011244,Unlabeled
0.40628448,13.555047,Unlabeled
-1.7582908,12.954006,Unlabeled
4.524267,10.800715,Unlabeled
-7.881578,9.737282,Unlabeled
-6.8245792,7.4534993,Unlabeled
-1.6675564,7.553319,Unlabeled
-8.591342,10.095959,Unlabeled
3.9802945,10.534139,Unlabeled
0.27671397,13.163797,Unlabeled
1.143192,13.071695,Unlabeled
3.0295396,11.229794,Unlabeled
-2.0376875,5.1928144,Unlabeled
2.0538146,10.517093,Unlabeled
0.6252988,9.245633,Unlabeled
-4.238712,6.846919,Unlabeled
1.4667845,8.972787,Unlabeled
-4.8410363,12.620974,Unlabeled
-1.6072876,10.39337,Unlabeled
-0.8951765,11.915608,Unlabeled
1.6199868,16.826284,Unlabeled
2.6870155,8.720142,Unlabeled
-0.5811412,9.787718,Unlabeled
-2.1235864,6.994634,Unlabeled
-4.9603224,5.225158,Unlabeled
0.62443376,12.011148,Unlabeled
0.47102955,10.0607605,Unlabeled
-1.282996,4.4218836,Unlabeled
0.4305143,11.192938,Unlabeled
-2.5447762,3.7833714,Unlabeled
-3.085707,8.930234,Unlabeled
-3.029368,20.773365,Unlabeled
2.9729598,9.983887,Unlabeled
2.1473835,10.317685,Unlabeled
0.39432955,17.076658,Unlabeled
-5.792668,17.97205,Unlabeled
-2.413246,7.9898214,Unlabeled
-0.23235837,9.685161,Unlabeled
1.3599675,9.923186,Unlabeled
2.1373508,9.543003,Unlabeled
-2.1939232,9.804177,Unlabeled
13.886233,8.298221,Unlabeled
1.2075907,17.47059,Unlabeled
-0.002701344,11.530349,Unlabeled
-7.6013303,9.81314,Unlabeled
3.246604,9.711781,Unlabeled
-0.8659455,9.047958,Unlabeled
-2.1379445,5.41763,Unlabeled
-2.6121166,8.83287,Unlabeled
-0.44402346,11.931217,Unlabeled
0.0823091,10.273619,Unlabeled
-3.38192,7.361894,Unlabeled
4.228076,12.106066,Unlabeled
2.1677296,14.048888,Unlabeled
1.5793593,12.457967,Unlabeled
0.5105601,9.76598,Unlabeled
0.29614422,11.204264,Unlabeled
-3.5348094,3.2463388,Unlabeled
-4.470182,5.728869,Unlabeled
-1.1174111,9.848929,Unlabeled
3.07483,8.326626,Unlabeled
-0.44703704,12.099297,Unlabeled
-1.7668668,11.001047,Unlabeled
-2.6681306,9.164015,Unlabeled
2.524156,11.274892,Unlabeled
-2.6314952,5.211363,Unlabeled
1.8007452,10.020713,Unlabeled
2.334581,9.903851,Unlabeled
2.8079422,10.291907,Unlabeled
1.645225,8.544747,Unlabeled
0.8876468,17.004463,Unlabeled
0.56065077,11.4117365,Unlabeled
1.3670253,10.336554,Unlabeled
2.7446456,12.145965,Unlabeled
-2.683905,3.2149587,Unlabeled
1.2115831,11.956332,Unlabeled
-2.0867639,8.532508,Unlabeled
2.4754498,11.45949,Unlabeled
-2.0447478,11.016296,Unlabeled
-8.2084875,8.714128,Unlabeled
1.3538607,8.986829,Unlabeled
1.8520777,16.808502,Unlabeled
-0.9929875,9.979875,Unlabeled
1.8740344,14.02916,Unlabeled
3.089785,11.039911,Unlabeled
-0.57246554,7.601136,Unlabeled
2.0016122,11.067404,Unlabeled
-7.437025,9.656889,Unlabeled
2.1987138,5.9191756,Unlabeled
3.1651635,11.962902,Unlabeled
3.2968423,9.02857,Unlabeled
-3.9632,11.109904,Unlabeled
-7.7328544,10.420224,Unlabeled
-0.013526121,8.911805,Unlabeled
1.7183678,16.521143,Unlabeled
-2.3581367,11.682221,Unlabeled
0.80645883,13.099943,Unlabeled
0.25761646,11.525511,Unlabeled
-0.9397087,12.460306,Unlabeled
-2.3639784,7.8514752,Unlabeled
0.9159011,16.815325,Unlabeled
0.24527773,9.193957,Unlabeled
-0.77136934,11.52374,Unlabeled
3.453109,9.924345,Unlabeled
1.5185572,10.114446,Unlabeled
1.4459844,17.20342,Unlabeled
2.3493025,12.636188,Unlabeled
3.3580458,11.678242,Unlabeled
-0.7347073,13.074919,Unlabeled
-0.5861538,10.49482,Unlabeled
4.0099506,10.269818,Unlabeled
-3.3276076,9.378454,Unlabeled
1.1204089,17.390142,Unlabeled
0.037687067,8.751153,Unlabeled
-0.74171495,9.662631,Unlabeled
-7.8094115,9.262909,Unlabeled
1.2505496,10.986566,Unlabeled
3.2740326,10.96396,Unlabeled
3.3566968,10.053756,Unlabeled
4.5496483,11.661275,Unlabeled
-0.68650573,9.930551,Unlabeled
3.3547628,8.939602,Unlabeled
2.7811232,11.880916,Unlabeled
-0.35889032,8.992423,Unlabeled
-2.370391,7.6660423,Unlabeled
3.3581054,10.478891,Unlabeled
-2.8291435,8.022026,Unlabeled
2.542911,13.769855,Unlabeled
-3.079492,20.788704,Unlabeled
0.16571997,9.542641,Unlabeled
0.3045476,13.119535,Unlabeled
-3.0482705,9.721027,Unlabeled
-2.1517859,5.1477447,Unlabeled
0.14791949,9.066403,Unlabeled
-0.09281113,9.736511,Unlabeled
-2.2239132,4.937013,Unlabeled
3.1476617,12.099425,Unlabeled
3.3884468,12.425259,Unlabeled
0.14711523,12.204501,Unlabeled
3.4371963,11.37877,Unlabeled
-1.792302,10.556772,Unlabeled
-8.596544,10.0909,Unlabeled
4.5353355,13.840122,Unlabeled
0.35755026,11.799414,Unlabeled
-1.9194005,10.868268,Unlabeled
0.6467821,16.806664,Unlabeled
1.8541193,10.824783,Unlabeled
0.58645743,10.330235,Unlabeled
2.8498094,9.34404,Unlabeled
0.7749023,16.952116,Unlabeled
2.3793087,8.3943,Unlabeled
-0.16871555,8.769948,Unlabeled
1.5180683,9.072919,Unlabeled
-1.1460325,9.124669,Unlabeled
-2.3745012,10.976617,Unlabeled
-1.9089482,6.8417115,Unlabeled
1.1940464,11.373845,Unlabeled
1.942838,10.548436,Unlabeled
2.102028,11.828004,Unlabeled
-2.1256871,5.371053,Unlabeled
-3.4055085,7.7946954,Unlabeled
-5.7715497,17.692778,Unlabeled
-8.170841,8.738539,Unlabeled
-8.144633,8.684633,Unlabeled
1.8506168,12.135788,Unlabeled
1.5032351,9.675176,Unlabeled
-3.3526495,5.524327,Unlabeled
1.4643979,10.667755,Unlabeled
-1.2588989,6.5180874,Unlabeled
-0.96311873,11.607512,Unlabeled
-5.8025174,17.912909,Unlabeled
2.0448744,9.416721,Unlabeled
-6.8670163,7.4290833,Unlabeled
-3.5882282,20.481703,Unlabeled
-0.43349698,9.373008,Unlabeled
0.032389056,7.9071126,Unlabeled
3.0056422,11.5953665,Unlabeled
2.9289143,11.956501,Unlabeled
2.5206587,13.358679,Unlabeled
0.11903757,10.322613,Unlabeled
1.7390846,9.802878,Unlabeled
-2.9849544,12.668326,Unlabeled
-2.0066097,12.380155,Unlabeled
12.913509,11.167229,Unlabeled
-1.2689141,4.3958325,Unlabeled
-1.6155362,8.120886,Unlabeled
1.2938982,10.753944,Unlabeled
-7.6809225,9.708788,Unlabeled
-2.2470398,7.9067016,Unlabeled
-0.90474975,9.846972,Unlabeled
-3.309716,9.504307,Unlabeled
-2.5101695,9.416546,Unlabeled
2.4609318,13.666751,Unlabeled
4.324497,12.863262,Unlabeled
-2.4986427,5.2296185,Unlabeled
1.5610005,16.622478,Unlabeled
-6.056347,4.931421,Unlabeled
-2.46477,8.274039,Unlabeled
-2.2878563,9.671204,Unlabeled
0.5588163,12.363487,Unlabeled
-2.3694966,8.001648,Unlabeled
1.0949395,12.702426,Unlabeled
1.9949888,7.209975,Unlabeled
3.2569234,12.190032,Unlabeled
-3.5690765,8.166767,Unlabeled
3.034297,10.617168,Unlabeled
1.3063911,9.123499,Unlabeled
-0.8978325,14.537571,Unlabeled
-1.8804762,6.4036736,Unlabeled
2.7915583,11.552946,Unlabeled
1.3220834,12.881827,Unlabeled
-3.8583374,17.858187,Unlabeled
3.8102114,10.630357,Unlabeled
2.452237,13.613654,Unlabeled
-3.9915447,10.687004,Unlabeled
1.4838787,10.651761,Unlabeled
0.29263926,10.533511,Unlabeled
-2.7842093,5.7271805,Unlabeled
-3.927567,17.161737,Unlabeled
-5.9141397,17.66595,Unlabeled
-1.7470379,8.508963,Unlabeled
-0.3311457,9.36501,Unlabeled
-1.3135175,7.1642523,Unlabeled
1.9628761,10.724008,Unlabeled
-1.4478073,12.523894,Unlabeled
2.4198618,11.680177,Unlabeled
4.0889926,10.951564,Unlabeled
1.5694221,10.736407,Unlabeled
2.271044,11.901539,Unlabeled
-0.9556522,14.681699,Unlabeled
1.348114,11.250682,Unlabeled
-1.1681095,10.466504,Unlabeled
-4.0751085,6.8439965,Unlabeled
0.55378795,17.287447,Unlabeled
1.1267323,8.394901,Unlabeled
-2.4705262,9.119506,Unlabeled
13.03727,11.0178585,Unlabeled
-2.3689497,11.743437,Unlabeled
-2.3663304,8.019481,Unlabeled
2.58006,11.365137,Unlabeled
2.5250123,13.77306,Unlabeled
1.3968244,10.519751,Unlabeled
-0.7834944,11.374635,Unlabeled
0.36222434,13.123565,Unlabeled
-2.989114,13.493195,Unlabeled
2.3127573,14.192867,Unlabeled
0.78037417,10.418751,Unlabeled
-1.6069474,12.164569,Unlabeled
-2.8876057,3.0200906,Unlabeled
0.11084749,9.088808,Unlabeled
0.62174493,11.46047,Unlabeled
-7.6799903,9.839643,Unlabeled
-3.248309,9.12407,Unlabeled
-0.4623256,8.942378,Unlabeled
-2.4675188,10.550969,Unlabeled
3.3015277,10.060994,Unlabeled
0.30274263,12.480224,Unlabeled
-1.7642536,7.973859,Unlabeled
2.634792,10.14229,Unlabeled
1.7671959,22.67091,Unlabeled
0.6070815,9.743826,Unlabeled
1.4581995,10.817581,Unlabeled
1.8365256,13.509194,Unlabeled
-1.9989859,11.791625,Unlabeled
-0.603909,12.379085,Unlabeled
-2.5298927,5.099203,Unlabeled
-4.456711,12.255935,Unlabeled
-2.2064567,5.1606145,Unlabeled
0.4121633,9.548476,Unlabeled
1.6065439,10.412147,Unlabeled
1.0211682,9.855902,Unlabeled
-8.370408,9.152669,Unlabeled
-0.65136343,11.920963,Unlabeled
-2.1150343,10.862661,Unlabeled
-0.050302528,11.775272,Unlabeled
-0.18073416,9.476408,Unlabeled
-2.3510637,4.9574885,Unlabeled
-1.3664966,9.159454,Unlabeled
-1.3974308,11.327435,Unlabeled
-3.535519,7.5959864,Unlabeled
-1.3792161,11.814627,Unlabeled
1.2500285,13.384841,Unlabeled
-2.732114,7.627637,Unlabeled
-2.4708238,4.9430423,Unlabeled
2.0119352,11.419291,Unlabeled
1.8913218,9.248004,Unlabeled
-0.7462973,9.993132,Unlabeled
-1.9846644,8.603475,Unlabeled
1.9486161,8.735665,Unlabeled
-1.4493968,9.047781,Unlabeled
-1.7801269,4.9439545,Unlabeled
-3.877823,10.563355,Unlabeled
-0.5398059,9.387133,Unlabeled
-2.8894901,7.643336,Unlabeled
3.051009,10.389602,Unlabeled
-2.4069724,7.8476853,Unlabeled
1.544525,13.0663185,Unlabeled
-1.0293131,10.494522,Unlabeled
1.0894642,13.198644,Unlabeled
1.6066185,12.877939,Unlabeled
-3.2310607,7.8179836,Unlabeled
-2.442229,9.7698,Unlabeled
0.44303018,8.979228,Unlabeled
1.7021992,15.374328,Unlabeled
0.89995235,11.576623,Unlabeled
-2.470151,4.2143245,Unlabeled
3.0069456,10.614501,Unlabeled
0.20452586,10.03231,Unlabeled
-3.3772678,7.4282722,Unlabeled
-3.2437007,9.559647,Unlabeled
1.7658044,22.669489,Unlabeled
-1.8813637,7.650962,Unlabeled
-1.2153687,12.972056,Unlabeled
2.998054,4.3826776,Unlabeled
-2.2067082,4.917244,Unlabeled
-0.6317941,12.56336,Unlabeled
1.9198061,16.778654,Unlabeled
13.914446,8.289915,Unlabeled
-2.005614,8.932415,Unlabeled
-2.8697512,4.5541263,Unlabeled
1.0145637,13.429311,Unlabeled
2.2765543,12.466663,Unlabeled
4.519371,11.582157,Unlabeled
2.3224008,10.967965,Unlabeled
0.7628493,4.2552505,Unlabeled
0.16590263,11.564585,Unlabeled
-8.87513,8.879172,Unlabeled
4.41691,15.4176855,Unlabeled
-0.52556473,10.899048,Unlabeled
-1.97507,4.37531,Unlabeled
-0.9466594,4.1058736,Unlabeled
0.9367511,9.556809,Unlabeled
-1.0330676,11.1081,Unlabeled
1.0724516,16.815805,Unlabeled
-1.8047042,5.1304345,Unlabeled
-1.5393368,7.04981,Unlabeled
-8.089087,9.39142,Unlabeled
2.8391342,15.111637,Unlabeled
1.0553482,10.570717,Unlabeled
-3.1466818,8.956672,Unlabeled
0.634165,9.515613,Unlabeled
-2.7299259,9.793429,Unlabeled
-0.28807646,9.386117,Unlabeled
0.42190805,12.520786,Unlabeled
-0.12410321,11.443309,Unlabeled
0.39067313,9.00111,Unlabeled
2.2696,12.12409,Unlabeled
-3.4608269,7.568687,Unlabeled
0.7219145,11.803184,Unlabeled
-5.8662515,17.91939,Unlabeled
0.7186322,9.470252,Unlabeled
1.5552304,9.949519,Unlabeled
-3.292629,8.337504,Unlabeled
-3.2569704,13.734449,Unlabeled
0.47233003,11.465774,Unlabeled
0.8679157,17.02041,Unlabeled
-1.853851,4.895834,Unlabeled
3.8294282,12.158044,Unlabeled
-3.1517825,20.632504,Unlabeled
-2.0640259,11.388898,Unlabeled
0.39090088,11.650878,Unlabeled
14.170885,9.126345,Unlabeled
1.2167317,12.406747,Unlabeled
2.639868,11.32566,Unlabeled
-2.5274749,12.344059,Unlabeled
0.6583816,7.572326,Unlabeled
2.8473685,9.449052,Unlabeled
0.7449934,10.867088,Unlabeled
-1.2539551,12.004358,Unlabeled
-2.7638535,7.1047134,Unlabeled
0.5188434,11.506573,Unlabeled
1.9912512,11.767759,Unlabeled
-1.009175,9.484389,Unlabeled
2.5756629,10.140835,Unlabeled
-1.1567875,11.066243,Unlabeled
-2.0009499,10.720277,Unlabeled
0.34216967,16.945345,Unlabeled
2.833355,10.9250965,Unlabeled
2.1794803,10.722172,Unlabeled
-1.1875947,13.333332,Unlabeled
0.27838778,11.493106,Unlabeled
-2.8955514,3.0376196,Unlabeled
-7.8266807,9.25995,Unlabeled
-0.7845991,7.6574607,Unlabeled
0.2919854,16.461784,Unlabeled
-2.8586843,13.48081,Unlabeled
1.9415612,9.483655,Unlabeled
-1.8102652,3.020434,Unlabeled
0.017664526,10.999497,Unlabeled
0.98532766,10.534533,Unlabeled
0.15411149,11.187722,Unlabeled
-8.86007,8.896332,Unlabeled
2.0042844,13.087852,Unlabeled
4.1595387,12.033544,Unlabeled
1.1123025,17.53683,Unlabeled
-7.302899,10.68296,Unlabeled
1.0271406,17.47128,Unlabeled
-2.4386697,7.87443,Unlabeled
2.8143055,9.383423,Unlabeled
-0.80565333,10.731876,Unlabeled
-0.2983918,9.42875,Unlabeled
-2.6062465,8.139887,Unlabeled
0.5806664,17.299446,Unlabeled
-2.764944,3.7781322,Unlabeled
-2.8198786,7.013774,Unlabeled
1.8215796,8.501372,Unlabeled
0.77755827,11.742407,Unlabeled
1.1277069,12.153313,Unlabeled
0.775493,12.034084,Unlabeled
3.7510931,11.935301,Unlabeled
1.092024,12.703581,Unlabeled
-3.4265068,3.5114713,Unlabeled
0.030345157,7.74954,Unlabeled
1.2454174,17.621536,Unlabeled
-1.69059,4.710492,Unlabeled
-1.1542919,7.662883,Unlabeled
2.4621968,13.692706,Unlabeled
0.23103188,10.800766,Unlabeled
0.18379706,9.973107,Unlabeled
-2.6494136,3.9054449,Unlabeled
-1.3385551,8.598409,Unlabeled
2.4931006,11.260804,Unlabeled
0.5600493,11.514227,Unlabeled
0.68112206,7.5827284,Unlabeled
1.773108,9.656493,Unlabeled
-0.68682635,10.320402,Unlabeled
-3.038587,3.7478046,Unlabeled
-1.102831,8.472906,Unlabeled
2.3556972,12.129111,Unlabeled
2.5945954,10.902104,Unlabeled
-1.1944244,11.430278,Unlabeled
1.4362267,10.933105,Unlabeled
-0.55612713,9.56956,Unlabeled
-3.626894,10.783089,Unlabeled
3.105066,11.109055,Unlabeled
-2.0618877,11.693334,Unlabeled
-7.5386586,9.640444,Unlabeled
-3.951268,10.667832,Unlabeled
-0.89927673,11.577347,Unlabeled
-4.2229447,6.849527,Unlabeled
-3.9268587,17.24888,Unlabeled
-1.4870293,12.320199,Unlabeled
-6.8449235,7.7447476,Unlabeled
7.673344,10.810036,Unlabeled
-2.4772475,7.864931,Unlabeled
-1.4586768,11.536409,Unlabeled
-0.34165794,9.011634,Unlabeled
1.6829642,11.892651,Unlabeled
1.0735049,12.245238,Unlabeled
-0.3360267,9.346026,Unlabeled
1.6942265,17.27784,Unlabeled
-7.8852034,9.76108,Unlabeled
-0.70184875,9.724494,Unlabeled
-1.0781913,9.721159,Unlabeled
-8.124307,9.969119,Unlabeled
-2.2140107,11.952078,Unlabeled
4.4197392,15.426614,Unlabeled
2.5312433,14.011359,Unlabeled
-2.4483817,5.8129516,Unlabeled
-1.8948544,11.051223,Unlabeled
1.7821176,10.147502,Unlabeled
-2.6341267,5.688432,Unlabeled
2.3544738,12.881713,Unlabeled
1.9552687,13.159083,Unlabeled
-2.8338082,3.8549817,Unlabeled
-2.095952,4.6532717,Unlabeled
1.3703209,13.277132,Unlabeled
-0.5519393,12.454797,Unlabeled
-3.8327115,8.101681,Unlabeled
-1.7703198,3.080853,Unlabeled
-1.8410722,5.968067,Unlabeled
-1.9041522,13.058915,Unlabeled
1.4458008,9.821761,Unlabeled
-2.2311838,12.270962,Unlabeled
-0.5763872,10.773433,Unlabeled
-2.4737306,9.395799,Unlabeled
-2.5480874,4.932873,Unlabeled
-0.8333969,9.83043,Unlabeled
-1.7591738,3.025352,Unlabeled
13.449637,10.974889,Unlabeled
1.5113093,10.23071,Unlabeled
1.9344404,10.237663,Unlabeled
-0.42106608,13.071664,Unlabeled
1.9553262,16.798695,Unlabeled
-0.21547341,11.59455,Unlabeled
1.7995201,9.804436,Unlabeled
-5.9410787,17.89089,Unlabeled
3.3485951,9.869039,Unlabeled
0.4275305,10.025022,Unlabeled
-1.5766921,10.857795,Unlabeled
-1.141224,10.396003,Unlabeled
3.5492895,10.086527,Unlabeled
1.0282918,17.038439,Unlabeled
0.26550674,8.209182,Unlabeled
-2.2876065,11.358003,Unlabeled
-7.025712,9.931659,Unlabeled
-0.6700614,11.4758005,Unlabeled
-0.49510893,12.6874695,Unlabeled
-2.939533,2.9085746,Unlabeled
1.4049922,9.644401,Unlabeled
-1.0438682,10.955845,Unlabeled
-0.7179285,12.578446,Unlabeled
-1.7584527,5.2767467,Unlabeled
2.4438791,13.696625,Unlabeled
