epoch,mean_raw_proto_drift,std_raw_proto_drift_across_trials,smooth_mean_raw_proto_drift,smooth_std_raw_proto_drift_across_trials,trial_1_raw_proto_drift,trial_1_smooth_raw_proto_drift,trial_2_raw_proto_drift,trial_2_smooth_raw_proto_drift,trial_3_raw_proto_drift,trial_3_smooth_raw_proto_drift,trial_4_raw_proto_drift,trial_4_smooth_raw_proto_drift,trial_5_raw_proto_drift,trial_5_smooth_raw_proto_drift,trial_6_raw_proto_drift,trial_6_smooth_raw_proto_drift,trial_7_raw_proto_drift,trial_7_smooth_raw_proto_drift,trial_8_raw_proto_drift,trial_8_smooth_raw_proto_drift,trial_9_raw_proto_drift,trial_9_smooth_raw_proto_drift,trial_10_raw_proto_drift,trial_10_smooth_raw_proto_drift
76,0.0013051667,8.3878185e-05,0.0013020027079619467,8.648209623061121e-05,0.0012040018,0.0011919183,0.0013795487,0.0013856781,0.0013272973,0.0013054906,0.0012988218,0.0012921663,0.0014050175,0.0013983481,0.0011141283,0.0011145318,0.0012878829,0.001284794,0.0013831075,0.0013857272,0.0013392876,0.0013452428,0.0013125746,0.0013161297
77,0.0012994146,8.183904e-05,0.0013000337523408235,8.508800528943539e-05,0.0012052672,0.0011984904,0.0013711669,0.0013820824,0.0013041819,0.0012942771,0.0012950802,0.0012917251,0.0014061562,0.0014004459,0.0011147781,0.0011140853,0.0012790348,0.0012854561,0.0013754691,0.0013815121,0.0013329637,0.0013405733,0.0013100473,0.0013116898
78,0.0012976824,8.008693e-05,0.0012987477122806013,8.465588762192055e-05,0.0012085196,0.0012040604,0.0013747715,0.0013795261,0.0012912388,0.0012832878,0.0013027991,0.0012932273,0.0013985975,0.0014023327,0.0011148081,0.0011129107,0.0012803496,0.0012860089,0.0013655784,0.0013786977,0.0013379443,0.0013392844,0.0013022174,0.0013081413
79,0.0012980858,8.298696e-05,0.0012981618056073785,8.44995338411536e-05,0.0012197683,0.0012097432,0.0013669055,0.0013775893,0.0012748792,0.0012740055,0.0013141419,0.0012966518,0.0013995535,0.0014031501,0.0011007658,0.0011113009,0.0012881358,0.0012858339,0.0013757313,0.0013767048,0.0013409794,0.0013417463,0.0012999979,0.0013048921
80,0.0012972156,8.271957e-05,0.0012974087614566088,8.541888528270646e-05,0.0012212711,0.001213956,0.0013730184,0.001378176,0.0012526287,0.001261968,0.0013053275,0.0012965344,0.0014026954,0.0014045639,0.0011090228,0.00110952,0.0012923375,0.0012849199,0.0013700625,0.0013745573,0.0013517567,0.0013483675,0.0012940343,0.0013015248
81,0.0012929884,8.131046e-05,0.0012965929112397135,8.65772926772479e-05,0.0012276947,0.0012169936,0.0013745783,0.0013782918,0.0012276875,0.0012514534,0.0012897978,0.0012964343,0.0014063641,0.0014039625,0.0011187472,0.001106616,0.0012878826,0.0012838333,0.001371322,0.0013739087,0.0013322663,0.001356122,0.0012935441,0.0012983136
82,0.0012924506,8.911359e-05,0.0012960689142346381,8.779007039265707e-05,0.0012216751,0.0012191304,0.0013806529,0.0013789701,0.0012047564,0.0012397483,0.0012945005,0.0012965993,0.0014113917,0.0014048344,0.0011054216,0.0011054676,0.0012880007,0.0012837312,0.0013781579,0.001374362,0.0013414401,0.0013626796,0.001298508,0.0012951662
83,0.0012928175,9.0542104e-05,0.0012948330957442522,8.878229928086512e-05,0.0012191321,0.001219302,0.0013827244,0.0013793791,0.001206856,0.0012299449,0.0012990952,0.0012968264,0.0014028437,0.0014051273,0.0011006374,0.0011038325,0.0012816237,0.0012844118,0.0013751184,0.0013764042,0.0013641574,0.0013611742,0.0012959875,0.0012919286
84,0.001294038,9.651775e-05,0.00129335104720667,9.024202372529544e-05,0.0012208227,0.0012191155,0.0013939807,0.0013795985,0.0012026282,0.0012199018,0.0012775465,0.0012966066,0.0014059639,0.0014060988,0.0010987639,0.0011021388,0.00127517,0.0012849947,0.001370259,0.0013807898,0.0014051221,0.0013557136,0.0012901239,0.0012885523
85,0.0012960695,9.677833e-05,0.00129139784257859,9.144291616394184e-05,0.0012217831,0.0012189652,0.0013855705,0.0013800926,0.0012223804,0.0012098493,0.0012872329,0.0012924606,0.001401041,0.001406573,0.0010890865,0.0011023207,0.001277915,0.0012838452,0.0013742816,0.0013852627,0.0014153017,0.0013485671,0.0012861015,0.001286042
86,0.0012999268,9.600596e-05,0.0012892587576061488,9.297725628130138e-05,0.0012253702,0.0012185994,0.0013863316,0.001380447,0.0012102457,0.0012019761,0.0013004713,0.001288352,0.0014137374,0.0014064704,0.0011026443,0.0011002603,0.0012868624,0.0012818068,0.0013876397,0.0013903527,0.0014048651,0.0013401697,0.0012811,0.0012841533
87,0.0012870564,9.176133e-05,0.0012874460080638528,9.419781272299588e-05,0.0012069832,0.0012184405,0.0013752569,0.0013799642,0.0012061482,0.0011967826,0.0012973516,0.0012855239,0.0014090849,0.0014052675,0.0010984276,0.0010988873,0.00128584,0.0012802194,0.0013958913,0.0013956727,0.0013179083,0.0013322525,0.0012776708,0.0012814498
88,0.0012828619,9.4684176e-05,0.0012860605260357262,9.507834765827283e-05,0.0012066539,0.0012202294,0.0013769658,0.0013792887,0.0011908078,0.001194167,0.001300601,0.0012836196,0.001408313,0.0014035034,0.0010978711,0.0010979883,0.0012861792,0.0012776932,0.0014094348,0.001402249,0.0012833385,0.0013224492,0.001268455,0.0012794175
89,0.0012785537,9.4995885e-05,0.0012849911116063594,9.565824948367662e-05,0.0012182656,0.001223182,0.0013718467,0.0013777663,0.0011743539,0.0011922367,0.0012726818,0.0012828878,0.001404295,0.0014023838,0.0011025853,0.0010976638,0.0012766402,0.0012766898,0.00142046,0.0014093313,0.0012695141,0.0013094568,0.0012748953,0.001278313
90,0.0012758247,9.806297e-05,0.0012833857908844948,9.58046228333842e-05,0.0012176128,0.0012260894,0.0013765622,0.0013750864,0.001173897,0.0011901238,0.0012642406,0.0012819929,0.0014016699,0.0014008259,0.0010884184,0.0010971549,0.0012719544,0.0012768392,0.0014209629,0.0014168648,0.0012677833,0.0012911543,0.0012751466,0.0012777259
91,0.0012748609,9.351603e-05,0.0012808482628315688,9.560008329572156e-05,0.0012261061,0.0012282756,0.0013697505,0.0013724344,0.0011757516,0.001186218,0.0012615168,0.0012774074,0.0013943339,0.0013987122,0.0011050167,0.0010975593,0.0012720084,0.0012766381,0.001424521,0.0014227399,0.0012530943,0.0012714086,0.0012665091,0.0012770889
92,0.0012785958,9.791894e-05,0.0012780362507328392,9.567372544552199e-05,0.0012395646,0.001229771,0.0013738979,0.0013701901,0.0011786008,0.0011831473,0.0012754578,0.0012738667,0.0013937507,0.0013964463,0.0010964327,0.0010957266,0.0012627384,0.001275932,0.0014439212,0.0014261932,0.0012434069,0.0012522207,0.0012781862,0.0012768687
93,0.0012821234,9.634112e-05,0.0012768190703354777,9.541284089209512e-05,0.0012486571,0.0012337372,0.0013674995,0.0013688634,0.0011875533,0.0011811961,0.0012917774,0.0012721609,0.0013916485,0.0013932647,0.0010973914,0.0010957062,0.0012715897,0.0012753216,0.0014459414,0.0014280413,0.0012342337,0.001243327,0.0012849419,0.0012765724
94,0.0012779848,9.798149e-05,0.00127664232859388,9.472409219597466e-05,0.0012498979,0.0012394052,0.0013671828,0.0013666766,0.0011815003,0.001181785,0.0012685981,0.0012731443,0.0013903847,0.0013914482,0.0010936751,0.0010955082,0.0012766644,0.0012746485,0.0014455944,0.0014276623,0.0012220975,0.0012392077,0.0012842532,0.0012769372
95,0.0012706942,9.473293e-05,0.001277294452302158,9.404438242199831e-05,0.0012436443,0.0012445968,0.0013590503,0.0013640409,0.0011833219,0.001183601,0.0012413779,0.0012806647,0.0013799041,0.0013890468,0.0010931307,0.0010945087,0.0012759039,0.0012747288,0.0014330333,0.0014262525,0.001217845,0.0012393285,0.0012797312,0.0012761758
96,0.0012718067,9.6742384e-05,0.001278263796120882,9.298885343014262e-05,0.0012403246,0.0012502617,0.0013638884,0.0013608114,0.0011795383,0.0011858828,0.0012650647,0.0012866654,0.0013910773,0.0013878379,0.0010843169,0.0010953262,0.0012798009,0.0012745332,0.0014221721,0.0014254259,0.0012129851,0.0012412724,0.0012788977,0.0012746206
97,0.0012748846,8.915248e-05,0.0012792982393875717,9.221558284480124e-05,0.001246645,0.0012562891,0.0013619898,0.0013598728,0.0011866356,0.0011884465,0.0012802926,0.001290447,0.0013772702,0.0013872238,0.0010982247,0.0010944954,0.0012797368,0.0012745635,0.0014143717,0.001423216,0.001228972,0.0012445255,0.0012747076,0.0012739028
98,0.0012810945,8.779669e-05,0.0012798678479157388,9.147601303993724e-05,0.0012633343,0.0012623529,0.0013550988,0.0013594945,0.0011966975,0.0011909981,0.0013104352,0.0012927356,0.0013901477,0.001386832,0.0010958906,0.0010925243,0.0012794473,0.0012757318,0.001405646,0.0014185082,0.0012421446,0.0012473138,0.0012721032,0.0012721873
99,0.001285075,8.819879e-05,0.0012801299919374288,9.071786334970965e-05,0.0012701817,0.001266717,0.0013454886,0.0013596219,0.0011925139,0.0011924246,0.0013478855,0.0012928818,0.0013802802,0.0013870706,0.0010925896,0.001092146,0.0012774441,0.0012753637,0.0014063616,0.0014146499,0.0012707225,0.0012509326,0.0012672821,0.001269492
100,0.0012855182,8.750768e-05,0.0012808248517103492,9.006489417515696e-05,0.0012742614,0.0012713614,0.0013442681,0.001360424,0.0011967157,0.0011947589,0.0013242482,0.0012916366,0.0013895815,0.0013889823,0.0010965936,0.0010925672,0.0012699984,0.0012730096,0.0014126964,0.0014112716,0.0012872226,0.001256886,0.0012595948,0.001267351
101,0.0012852054,8.578332e-05,0.0012816099333576858,8.959889819379896e-05,0.0012863802,0.0012768112,0.0013603636,0.0013624443,0.0012013877,0.0011961402,0.0012993322,0.0012912556,0.0013881932,0.0013905878,0.0010967095,0.0010933185,0.0012723107,0.0012694616,0.0014024212,0.0014079852,0.0012856256,0.0012633218,0.0012593304,0.0012647733
102,0.0012842919,9.0523245e-05,0.00128257303731516,8.899742242647335e-05,0.001300203,0.0012841286,0.0013701154,0.0013638708,0.0012041172,0.0011989183,0.0012983443,0.0012884778,0.0013898317,0.0013917151,0.0010767201,0.0010956102,0.0012744224,0.0012653517,0.0013968443,0.0014067276,0.0012712899,0.0012693827,0.0012610307,0.0012615477
103,0.0012847448,8.8759625e-05,0.0012832672568038107,8.929297837312333e-05,0.0012922977,0.0012917515,0.0013687735,0.0013657509,0.0012018175,0.0012011327,0.0012932394,0.0012842463,0.0013940355,0.0013949758,0.0010936095,0.0010967299,0.0012679081,0.0012601708,0.0014073582,0.0014058865,0.001270421,0.0012737457,0.0012579886,0.0012582826
104,0.0012849334,9.1451795e-05,0.0012832144042477013,8.96811492566485e-05,0.0012963417,0.0012972411,0.0013752037,0.0013682251,0.0012048436,0.0012025703,0.0012561465,0.0012774899,0.0014095015,0.001396056,0.001097887,0.0010988389,0.0012531228,0.0012524975,0.0014118114,0.0014064447,0.001281632,0.0012782317,0.0012628434,0.0012545488
105,0.001278545,9.007297e-05,0.0012823391938582064,9.026377447298727e-05,0.0012981425,0.0013009004,0.0013792523,0.0013709442,0.0011971354,0.0012044146,0.0012375675,0.0012681124,0.0013959587,0.0013990903,0.0011006437,0.0011005474,0.0012404238,0.0012421043,0.0014001696,0.0014057852,0.001282203,0.0012800937,0.0012539545,0.0012513993
106,0.0012814377,9.0727626e-05,0.0012809267500415444,9.052811219589785e-05,0.0013134992,0.0013014413,0.0013781545,0.0013736513,0.0012073185,0.0012061781,0.0012372861,0.0012606406,0.0014023514,0.0013991817,0.0011072343,0.0011023239,0.0012387019,0.001232067,0.001409595,0.0014042499,0.0012735939,0.0012811207,0.0012466413,0.0012484131
107,0.0012818268,9.210804e-05,0.0012796798255294561,9.107146761380135e-05,0.0013228738,0.0012980072,0.0013807906,0.0013750803,0.0012087793,0.0012088486,0.0012379781,0.0012579594,0.0014098765,0.0013989235,0.0011094209,0.0011027365,0.0012279293,0.0012230761,0.0014059611,0.0014043204,0.0012726012,0.0012826994,0.0012420566,0.001245147
108,0.001280566,9.16784e-05,0.001279266190249473,9.088399237953127e-05,0.0013182292,0.001292049,0.0013798408,0.0013750849,0.001211074,0.0012103851,0.001242871,0.0012626724,0.0014009497,0.0013963587,0.0011169806,0.001105103,0.0012027136,0.0012173243,0.0014112284,0.0014043957,0.0012870055,0.0012872147,0.0012347657,0.0012420741
109,0.0012763229,9.402504e-05,0.0012792997993528842,9.081353127839975e-05,0.0013067751,0.0012918203,0.001372679,0.001374386,0.0012109578,0.0012123131,0.0012541112,0.0012692853,0.0014106232,0.0013926356,0.0011096743,0.0011048415,0.0011735128,0.0012125077,0.0013997667,0.0014020106,0.0012893417,0.0012936674,0.0012357866,0.0012395303
110,0.0012713937,9.015106e-05,0.0012793669011443853,9.016174881253392e-05,0.001279671,0.0012926658,0.0013713398,0.0013720843,0.00121435,0.0012136851,0.0012495291,0.0012796763,0.0013904955,0.0013871482,0.0011143585,0.0011043365,0.0011696247,0.0012121729,0.0013973437,0.0013991651,0.0012974928,0.0012969931,0.0012297332,0.0012357415
111,0.0012727361,9.1216876e-05,0.0012801304692402482,8.978327241493389e-05,0.001252039,0.0012959235,0.0013746537,0.001368075,0.0012280922,0.0012165719,0.0012725206,0.0012919422,0.0013856104,0.0013834211,0.0011008353,0.0011029261,0.0011824025,0.0012129423,0.0014031249,0.001397741,0.0013014136,0.0012989636,0.0012266688,0.0012327977
112,0.0012801555,8.864849e-05,0.0012799560907296836,8.906416333047673e-05,0.00124062,0.0012964081,0.001370161,0.0013623341,0.001219483,0.0012182224,0.0013454745,0.0013044315,0.0013641851,0.0013782589,0.0011003858,0.0011011362,0.0012169031,0.0012132246,0.0013975978,0.0013946322,0.001316442,0.0013010912,0.0012303019,0.0012298215
113,0.0012850809,8.8055014e-05,0.001279939734376967,8.784638775978237e-05,0.0012900119,0.0012966488,0.0013617845,0.0013551026,0.001221097,0.0012196304,0.0013593686,0.0013158321,0.0013568038,0.0013723742,0.0010909949,0.001099683,0.0012197422,0.0012148015,0.0013835067,0.0013918602,0.0013349482,0.0013041038,0.0012325507,0.0012293605
114,0.0012856044,8.493397e-05,0.0012800235650502144,8.64938017912209e-05,0.0013047963,0.0012980641,0.0013521869,0.0013486567,0.0012185649,0.0012209358,0.0013600562,0.0013237366,0.0013546273,0.0013671683,0.0010928363,0.0010966123,0.001249775,0.0012189967,0.001383357,0.0013875259,0.001314889,0.0013061468,0.0012249559,0.0012323922
115,0.0012861807,8.628821e-05,0.0012809669482521714,8.449719680356794e-05,0.0013307197,0.00130175,0.0013391599,0.0013436048,0.001226002,0.0012220053,0.0013602263,0.0013297594,0.001358688,0.0013612332,0.0010865403,0.0010961089,0.0012481174,0.0012261206,0.0013859288,0.0013836378,0.001301907,0.0013086081,0.0012245172,0.0012368414
116,0.0012796939,8.3536535e-05,0.001282326690852642,8.330313867190852e-05,0.0013183451,0.0013099094,0.0013207446,0.0013389493,0.0012238246,0.0012217793,0.0013621787,0.001333602,0.00135073,0.0013580358,0.0010893358,0.0010951881,0.0012415248,0.0012325989,0.0013785064,0.0013806457,0.001294871,0.0013109421,0.001216878,0.0012416164
117,0.0012816632,7.993029e-05,0.0012828421196900309,8.251857434515841e-05,0.0013252796,0.0013201502,0.0013084759,0.0013338653,0.0012228579,0.0012209635,0.0013519851,0.0013302236,0.0013510297,0.0013559586,0.0010948887,0.0010937972,0.0012436981,0.0012374624,0.0013782417,0.0013776514,0.0013027273,0.0013122057,0.0012374471,0.0012461432
118,0.0012814043,7.815254e-05,0.0012826721067540348,8.179252399713733e-05,0.0013323835,0.0013304873,0.0013153821,0.0013292127,0.0012241288,0.0012214455,0.0013219159,0.0013207473,0.0013488898,0.0013564102,0.0010862733,0.0010928242,0.0012446669,0.0012388447,0.0013678857,0.0013753861,0.0013074363,0.0013116422,0.0012650816,0.0012497208
119,0.0012857567,7.405899e-05,0.0012816801900044084,8.09749610198196e-05,0.0013436336,0.0013347021,0.0013221592,0.0013249044,0.0012216534,0.0012218802,0.0013143384,0.0013101265,0.0013512721,0.0013575818,0.0011046402,0.0010918477,0.0012447512,0.0012407982,0.0013608852,0.0013730224,0.0013139544,0.0013086206,0.0012802796,0.0012533182
120,0.0012849912,7.8210476e-05,0.0012803482008166612,8.057424201979302e-05,0.0013612647,0.0013373786,0.001324785,0.0013210862,0.0012120891,0.0012218537,0.0012879552,0.0013019717,0.0013585219,0.0013573866,0.0011051504,0.0010894525,0.0012344074,0.0012386488,0.001367423,0.0013696278,0.0013208318,0.0013083069,0.0012774839,0.0012577691
121,0.0012778904,8.337123e-05,0.0012789181782864034,7.99666260718368e-05,0.0013544473,0.0013375335,0.0013238146,0.0013182864,0.0012199346,0.0012207315,0.0012387373,0.0012953379,0.0013648382,0.0013551224,0.0010869259,0.0010882627,0.0012310381,0.0012359292,0.0013731812,0.0013670474,0.0013140494,0.0013096161,0.001271937,0.0012613147
122,0.0012784554,8.138799e-05,0.0012779427575878798,7.943678501760587e-05,0.0013439918,0.00133986,0.0013236348,0.0013174579,0.0012243026,0.0012203101,0.0012507116,0.0012877716,0.0013687011,0.0013507176,0.0010906552,0.0010866437,0.001230726,0.0012348619,0.0013749459,0.0013643843,0.001310808,0.0013124717,0.0012660774,0.0012649489
123,0.0012751617,7.9879384e-05,0.0012764716288074852,7.899718038970605e-05,0.0013321602,0.0013420696,0.0013187012,0.0013174533,0.0012254439,0.0012201507,0.0012531604,0.0012784726,0.0013685197,0.0013449478,0.0010812304,0.0010844045,0.0012392763,0.0012367129,0.0013598696,0.0013609547,0.0013047316,0.0013133351,0.0012685235,0.0012662151
124,0.0012722845,8.092678e-05,0.0012751100701279938,7.889895277912728e-05,0.0013315605,0.0013447765,0.0013140048,0.0013159143,0.0012183003,0.0012193808,0.0012785088,0.0012744294,0.0013526753,0.0013380627,0.0010688853,0.0010833429,0.0012282813,0.0012406567,0.0013494097,0.0013591279,0.0013117528,0.0013131789,0.0012694659,0.0012622308
125,0.0012718805,8.021205e-05,0.0012741807964630424,7.935984613141044e-05,0.0013322684,0.0013462843,0.0013111614,0.0013149694,0.0012147807,0.0012194563,0.0012938875,0.0012721246,0.0013360461,0.0013311347,0.0010746416,0.0010796662,0.0012209222,0.001246627,0.0013601256,0.0013576826,0.001314999,0.0013130803,0.001259973,0.0012607827
126,0.0012699397,7.8238125e-05,0.001273313269484788,7.952319792821072e-05,0.0013416101,0.0013464316,0.00131246,0.0013128391,0.0012196101,0.0012199301,0.0012865157,0.0012732256,0.001306682,0.0013246896,0.001073146,0.0010753988,0.0012308514,0.0012546113,0.001351876,0.0013541189,0.0013234264,0.0013116535,0.0012532196,0.001260234
127,0.0012669519,7.553424e-05,0.0012728223809972405,7.896410243120044e-05,0.0013473758,0.001346456,0.0013084303,0.00131071,0.0012212634,0.0012189937,0.0012589954,0.0012786766,0.0012933325,0.0013172344,0.001072497,0.0010733082,0.0012622081,0.001262947,0.0013439453,0.0013494652,0.0013113617,0.0013105394,0.00125011,0.0012598934
128,0.0012677887,7.717026e-05,0.0012713838368654251,7.831342009012587e-05,0.0013594526,0.0013446589,0.0012999915,0.001307498,0.0012164295,0.0012161348,0.0012814832,0.0012835514,0.0012800377,0.0013096632,0.001075657,0.0010706572,0.0012841055,0.0012685221,0.0013496176,0.0013437003,0.0013058741,0.0013096237,0.0012252381,0.0012598287
129,0.001276464,7.866792e-05,0.0012697407160885631,7.73496023612097e-05,0.0013587112,0.0013423116,0.0013127101,0.0013039781,0.0012224093,0.001213208,0.0012912907,0.0012873188,0.0012819922,0.0013020711,0.0010678726,0.0010696562,0.0013044529,0.0012714427,0.0013464328,0.001339561,0.001312969,0.0013086278,0.0012657985,0.0012592319
130,0.0012763159,7.9843994e-05,0.001267705042846501,7.600839890073985e-05,0.0013627373,0.001336392,0.0013034822,0.0013004134,0.001216827,0.0012095476,0.0012989659,0.0012884449,0.0012940712,0.0012963287,0.0010624768,0.0010708072,0.0013142515,0.0012736184,0.0013317859,0.0013361772,0.0013065634,0.0013078866,0.001271997,0.0012574344
131,0.0012729815,7.778028e-05,0.0012655797763727605,7.46031801099889e-05,0.0013546923,0.0013279221,0.001302523,0.0012979282,0.0012105706,0.0012054155,0.0012932466,0.0012881814,0.0012902856,0.0012920357,0.00106602,0.001072296,0.0013143944,0.0012785553,0.0013266435,0.001331508,0.0013029084,0.0013066083,0.0012685315,0.0012553472
132,0.0012640699,7.4881165e-05,0.0012634252314455807,7.388876620098017e-05,0.0013260206,0.001317373,0.001291515,0.0012979081,0.0011957132,0.0012005026,0.0012994605,0.0012835973,0.0012929898,0.00129136,0.0010641452,0.0010731983,0.0012864779,0.0012833785,0.0013172968,0.0013276886,0.001301651,0.0013058061,0.0012654299,0.0012534397
133,0.0012587305,7.024121e-05,0.0012613853439688682,7.401919719995931e-05,0.0013086873,0.0013046744,0.0012835028,0.00130037,0.0011961755,0.0011949148,0.0012908326,0.0012798944,0.001292599,0.0012916327,0.001071221,0.001073277,0.0012684829,0.0012873274,0.0013184764,0.001323851,0.0012947725,0.0013060592,0.0012625555,0.0012518524
134,0.0012519278,6.7514746e-05,0.0012592181912623346,7.392238039756193e-05,0.0012723652,0.0012911649,0.0012783576,0.0013029518,0.0011816972,0.0011901124,0.0012897701,0.001274005,0.0012952508,0.0012928444,0.0010803951,0.0010729542,0.0012500377,0.0012894042,0.0013155721,0.0013199307,0.0013043405,0.0013067386,0.0012514906,0.0012520754
135,0.0012506278,6.615986e-05,0.0012554837157949805,7.37661677703727e-05,0.0012475686,0.001275489,0.001286309,0.0013041139,0.0011734588,0.001183673,0.0012912535,0.0012666755,0.0012931159,0.0012942875,0.00108953,0.0010731025,0.0012702908,0.0012885797,0.0013134341,0.0013152884,0.0013022163,0.0013059893,0.0012391012,0.0012476381
136,0.0012483943,7.1093986e-05,0.0012511707260273396,7.303343882085756e-05,0.0012361187,0.0012584822,0.0013122603,0.001305625,0.0011704813,0.001177102,0.0012406745,0.0012591999,0.0012999258,0.0012939314,0.0010821685,0.0010745905,0.0012790832,0.0012860347,0.0013136808,0.0013103152,0.001315404,0.0013045189,0.001234145,0.0012419075
137,0.001246553,7.683855e-05,0.001246933254878968,7.239609549287706e-05,0.0012203904,0.0012411127,0.0013330485,0.0013073897,0.0011653859,0.001171503,0.001221966,0.0012509183,0.0012960584,0.001293486,0.0010732841,0.0010764363,0.0013016976,0.001283377,0.0013055695,0.0013044003,0.0013138925,0.0013043433,0.0012342371,0.001236366
138,0.0012461172,7.620209e-05,0.0012436829158104957,7.151017562136985e-05,0.0012243573,0.0012271596,0.00132581,0.0013098498,0.0011684062,0.0011690996,0.0012225893,0.0012432274,0.0012921558,0.0012921841,0.0010724288,0.001079085,0.0013048738,0.0012844239,0.0013104152,0.001298365,0.0013126677,0.0013028509,0.0012274674,0.0012305834
139,0.0012391192,7.71058e-05,0.00124142374843359,7.100078946677967e-05,0.0012019521,0.0012136335,0.0013243302,0.0013137487,0.001158015,0.001168527,0.0012179967,0.0012371775,0.001296423,0.001290684,0.0010693549,0.0010825458,0.0012962064,0.0012874033,0.0013000095,0.0012929309,0.0013054773,0.0013034316,0.0012214258,0.0012241551
140,0.001233186,7.2516705e-05,0.0012398390332236885,7.091314619174227e-05,0.0011926692,0.0012028834,0.0013185935,0.00131779,0.0011511157,0.0011706781,0.0012242096,0.0012316565,0.0012905097,0.0012897758,0.0010773567,0.0010841575,0.001288802,0.0012927441,0.0012820547,0.0012880282,0.0012918581,0.0013017234,0.0012146906,0.0012189529
141,0.0012306068,7.1406845e-05,0.001238115958403796,7.079047354636714e-05,0.0011809972,0.0011928811,0.0013201705,0.001321217,0.0011545807,0.0011741918,0.0012104299,0.0012262393,0.0012858317,0.001289239,0.0010844787,0.0010857462,0.0012878173,0.0012925224,0.0012674937,0.0012848309,0.0013011527,0.0012996537,0.0012131163,0.0012146379
142,0.0012315665,6.602197e-05,0.0012359340325929224,7.060235293465666e-05,0.0011864906,0.0011809346,0.001316116,0.0013221463,0.0011716799,0.0011776494,0.0012225519,0.0012280172,0.0012799713,0.0012875757,0.0010906325,0.001087867,0.0012969471,0.0012892878,0.0012569436,0.0012816387,0.001286727,0.0012947192,0.0012076047,0.0012095044
143,0.0012361389,6.5147346e-05,0.001234182040207088,7.029262415017001e-05,0.0011734255,0.0011692614,0.0013224909,0.001320308,0.0011904483,0.0011814259,0.0012303331,0.0012354677,0.0012775973,0.0012856474,0.0011058293,0.0010906672,0.0012982768,0.0012861632,0.0012641359,0.0012781784,0.001300579,0.0012904599,0.001198272,0.0012042411
144,0.0012360807,6.663831e-05,0.0012323123053647577,6.982817358220927e-05,0.0011648651,0.0011578857,0.0013187717,0.0013180687,0.0012032083,0.0011842658,0.0012345604,0.001243776,0.0012861695,0.0012844417,0.0010965115,0.0010937729,0.0013034454,0.001283358,0.0012665454,0.0012735216,0.0012872597,0.001284465,0.0011994689,0.0011995677
145,0.001233397,6.4933134e-05,0.0012307080789469183,6.846475662314333e-05,0.0011475451,0.0011514277,0.0013205793,0.001316114,0.0012085967,0.0011874184,0.0012370811,0.0012495416,0.0012877479,0.0012820561,0.0011054176,0.0010968893,0.001268075,0.0012795873,0.0012814599,0.001269264,0.0012815178,0.0012791031,0.0011959508,0.0011956794
146,0.001226575,6.921278e-05,0.0012302543153055012,6.696039672533516e-05,0.0011166536,0.0011494177,0.0013215527,0.0013147225,0.0012050568,0.0011926172,0.0012584531,0.0012553971,0.0012832923,0.0012803511,0.0011033749,0.0010999385,0.0012467365,0.0012761294,0.0012817603,0.0012665621,0.0012660591,0.0012749294,0.0011828104,0.0011924782
147,0.0012290331,7.374126e-05,0.0012309968820773064,6.584342954738532e-05,0.0011036585,0.001154946,0.0013146644,0.0013126131,0.0012031511,0.001198033,0.0012964725,0.0012658243,0.0012767751,0.0012795716,0.001101287,0.001101363,0.0012704519,0.001273828,0.0012709663,0.0012642782,0.0012712999,0.0012705927,0.0011816042,0.0011889188
148,0.0012274198,7.155759e-05,0.0012323231319896876,6.563866736541968e-05,0.0011105995,0.0011670846,0.0013034182,0.0013102955,0.0011968061,0.0012006351,0.0013056711,0.0012769104,0.0012800992,0.0012791269,0.001103486,0.0011035511,0.0012768212,0.0012701562,0.001263846,0.0012631014,0.0012527185,0.0012673411,0.0011807337,0.001185029
149,0.001223077,6.347163e-05,0.0012332675862126053,6.631644246226642e-05,0.0011373734,0.001182293,0.0013047829,0.0013076251,0.0011895394,0.0012016991,0.0012756534,0.0012888936,0.0012725675,0.0012794321,0.0011005186,0.001103258,0.001258499,0.0012666318,0.0012574347,0.0012615714,0.0012518587,0.0012603283,0.0011825425,0.0011809433
150,0.0012286484,5.7473106e-05,0.0012342500151135028,6.746175822627264e-05,0.0011725692,0.0011990255,0.0013046776,0.0013047399,0.0012031051,0.001202112,0.001282764,0.0013018568,0.001273459,0.0012801809,0.0011078487,0.0011021257,0.0012542235,0.0012620561,0.001255036,0.0012590305,0.0012501219,0.0012544779,0.0011826783,0.001176895
151,0.0012380325,6.0237173e-05,0.0012352807796560227,6.88050397002371e-05,0.0012362796,0.0012162635,0.001299078,0.0013008658,0.0012087385,0.0012019868,0.0013147022,0.0013152495,0.0012780362,0.0012804791,0.0010987242,0.0010998354,0.0012648037,0.0012612132,0.0012446543,0.0012560558,0.0012577849,0.0012476684,0.0011775233,0.0011731902
152,0.001244829,6.3974345e-05,0.0012367721414193512,7.008462598605547e-05,0.0013078764,0.0012366642,0.0012929394,0.0012971332,0.0011977011,0.0012022452,0.001333413,0.001326641,0.0012755241,0.0012794995,0.001112514,0.0010963592,0.0012602294,0.0012619895,0.0012451754,0.0012551472,0.0012542108,0.001241703,0.0011687065,0.0011703394
