epoch,mean_step_movement,std_step_movement,smooth_mean_step_movement,smooth_std_step_movement
42,0.045014776,0.024921266,0.046104815974831584,0.025741337239742278
43,0.049064044,0.029620033,0.0463507529348135,0.025878843478858472
44,0.043102507,0.022922732,0.04660481996834278,0.02620720211416483
45,0.048040766,0.024943795,0.0465145967900753,0.025702762976288797
46,0.04721823,0.028391927,0.04681757688522339,0.025997026450932027
47,0.047916804,0.029307062,0.0466026496142149,0.026171711273491383
48,0.04650907,0.026247641,0.04672454707324505,0.02602404188364744
49,0.044033434,0.024537006,0.04643135331571102,0.02536388225853443
50,0.048507996,0.024217071,0.04649372734129429,0.025599241256713867
51,0.04661887,0.026608579,0.04623163715004921,0.02586144916713238
52,0.04623375,0.023444572,0.04598248042166233,0.02546906303614378
53,0.046132106,0.023018437,0.046172115951776505,0.02516125366091728
54,0.043726247,0.025276322,0.04619955345988273,0.025504880212247373
55,0.045419864,0.027565874,0.046211492642760275,0.02509144153445959
56,0.044726662,0.024468066,0.045924315229058266,0.0252900380641222
57,0.04981316,0.026228968,0.04556514136493206,0.024930409528315066
58,0.046783444,0.029683907,0.0456607885658741,0.025686904974281787
59,0.044152826,0.02040262,0.04552586488425732,0.025936753302812577
60,0.04563622,0.026203036,0.04593295156955719,0.026141345873475073
61,0.043027133,0.023012294,0.046136660128831865,0.02597229927778244
62,0.047190223,0.031009527,0.045803115144371985,0.02571280114352703
63,0.04478287,0.02551692,0.045747725293040276,0.026113310270011424
64,0.047797114,0.027322248,0.04584707282483578,0.02547666374593973
65,0.04745695,0.025875408,0.04584352374076843,0.025684470310807228
66,0.041391212,0.021873085,0.04570263512432575,0.02548651583492756
67,0.04925926,0.03023406,0.04610184878110886,0.025596255250275136
68,0.04777692,0.023317441,0.04603241831064224,0.02492996398359537
69,0.044117335,0.022480685,0.045915921404957774,0.025097630545496942
70,0.044227336,0.024223492,0.045822179317474364,0.02510057557374239
71,0.04701927,0.024109688,0.04542226493358612,0.02482491619884968
72,0.04649592,0.024346614,0.04549865573644638,0.025535960868000983
73,0.0436179,0.027193585,0.04514374956488609,0.02507073413580656
74,0.046859693,0.027351698,0.044918065145611766,0.02523325327783823
75,0.043457806,0.023118814,0.045080433040857314,0.02540183924138546
76,0.04215512,0.028983532,0.0451910100877285,0.025322102196514606
77,0.0457102,0.025581792,0.04502311684191227,0.025567103922367097
78,0.045520075,0.024942633,0.045266231149435045,0.02542975526303053
79,0.045741014,0.024166545,0.04557282477617264,0.025676471553742884
80,0.045333106,0.023426121,0.04586338624358177,0.026050993613898753
81,0.045340337,0.026559705,0.045964159443974494,0.026200838945806028
82,0.04892706,0.022973128,0.046192660182714465,0.026042651012539865
83,0.046683837,0.029660748,0.046886705234646796,0.026837046071887017
84,0.049765307,0.031096919,0.04663024172186851,0.02701757773756981
85,0.044465538,0.024617268,0.046639952808618546,0.027802408300340177
86,0.044440128,0.027401652,0.04709314741194248,0.02855851612985134
87,0.05265065,0.033525743,0.04753706529736519,0.028289213590323926
88,0.04295544,0.02674795,0.047574712336063384,0.029397772438824177
89,0.045838125,0.03201485,0.047480325773358346,0.0291598504409194
90,0.049865052,0.0309872,0.047312130033969876,0.02842603884637356
91,0.049779516,0.02386668,0.0473892729729414,0.02849710565060377
92,0.04930353,0.034058716,0.04792278967797756,0.028608938306570054
93,0.04573997,0.027281528,0.047284838184714316,0.027576939761638643
94,0.04808335,0.023758803,0.04776140749454498,0.027713752910494806
95,0.045236968,0.025327936,0.047510191798210144,0.027054766565561293
96,0.049775295,0.028519979,0.04716574363410473,0.02672124356031418
97,0.046271134,0.023205757,0.04645758271217346,0.026984115689992906
98,0.047721133,0.02811608,0.046544076129794124,0.026762178912758828
99,0.043325968,0.025424987,0.0471273098140955,0.026910975016653536
100,0.04642057,0.02765197,0.046796756237745284,0.027183300256729125
101,0.042697906,0.0264954,0.04686670005321503,0.027093512937426567
102,0.050168466,0.03183935,0.04671187400817871,0.02708921581506729
103,0.051572308,0.02876949,0.047147399932146075,0.027415309473872183
104,0.044777814,0.026482055,0.04632082805037498,0.026544935069978237
105,0.045936406,0.024430063,0.0472875352948904,0.02708445955067873
106,0.048227035,0.028477008,0.04731982462108135,0.027213003486394882
107,0.050626393,0.026466694,0.047219285368919374,0.02703918907791376
108,0.039455414,0.019412337,0.047081997618079185,0.026290998607873917
109,0.05299304,0.030820232,0.04629504084587097,0.02547628153115511
110,0.046743464,0.028937409,0.04643524996936321,0.025425833649933338
111,0.041692514,0.024757257,0.047012632712721825,0.026109280250966548
112,0.04879559,0.024357444,0.04622646160423756,0.025647364743053912
113,0.04370274,0.020622319,0.045892320573329926,0.02537813801318407
114,0.046179906,0.025977576,0.04640414603054523,0.02572546321898699
115,0.051710233,0.03126453,0.04609188586473465,0.025481646694242955
116,0.040365323,0.023857852,0.04526906721293926,0.024691294878721237
117,0.047284983,0.023774426,0.04571947045624256,0.02473776340484619
118,0.04457367,0.022885589,0.045514687150716784,0.02528874445706606
119,0.04987044,0.028382067,0.04602768607437611,0.025725074484944342
120,0.038515277,0.02103389,0.04662206470966339,0.026015565544366837
121,0.046196546,0.025221942,0.04585010446608066,0.0253668375313282
122,0.046747755,0.029867254,0.04605799056589603,0.025781554728746416
123,0.04883273,0.024985619,0.04701136946678162,0.02700314372777939
124,0.052123692,0.028882487,0.04711712710559368,0.02722293995320797
125,0.04399063,0.024777249,0.046878498047590256,0.02661473397165537
126,0.042444184,0.028005024,0.04762873277068138,0.02730341162532568
127,0.056818772,0.035990316,0.04758611433207989,0.026909218169748783
128,0.045631245,0.025083551,0.047700663283467296,0.02671232745051384
129,0.04748415,0.022300007,0.04783038608729839,0.027048894204199314
130,0.046017624,0.027920667,0.04682553075253963,0.026684668287634848
131,0.045770362,0.021280007,0.046968463063240054,0.026915400475263595
132,0.047893245,0.027898347,0.04744716845452786,0.027106543816626073
133,0.050129957,0.028351286,0.04624103233218193,0.025887460634112357
134,0.04207514,0.025240228,0.04628727398812771,0.026030363328754903
135,0.045419954,0.02708457,0.04592995308339596,0.026485458202660083
136,0.04723124,0.029916458,0.04544772617518902,0.025954726338386535
137,0.04475741,0.023799485,0.04539947621524334,0.0264060003682971
138,0.04609366,0.026512578,0.044792921468615535,0.02590515911579132
139,0.04391094,0.026850956,0.04465921223163605,0.025644919089972972
140,0.041195355,0.022613348,0.04451821185648441,0.025413077883422376
141,0.045287862,0.025792748,0.044667232781648636,0.024797103181481362
142,0.041827697,0.022889934,0.043965546414256096,0.024296401254832744
143,0.048792865,0.025748886,0.04378596693277359,0.024227689392864703
144,0.040665135,0.022921816,0.04367872290313244,0.02379075959324837
145,0.046910163,0.020924823,0.04358400516211987,0.023727072402834892
146,0.040214375,0.024909439,0.043901103734970096,0.02389918379485607
147,0.042961616,0.023112366,0.043744735419750214,0.023942785151302815
148,0.04502122,0.02214328,0.04455484226346016,0.02416161634027958
149,0.04296376,0.026214084,0.04406561143696308,0.02481195665895939
150,0.04436634,0.024334462,0.044959386438131334,0.02550831139087677
151,0.04372418,0.026228761,0.04555102437734604,0.02656525615602732
152,0.049928766,0.025078246,0.045876845717430115,0.026053493842482567
153,0.043900557,0.03225229,0.046724534779787066,0.02673416826874018
154,0.049602885,0.029885363,0.04679096788167954,0.027556693740189077
155,0.052826542,0.03149427,0.0469972625374794,0.02765774242579937
156,0.043472588,0.019791815,0.04749296717345715,0.028209458105266094
157,0.051438507,0.02991911,0.047722385823726655,0.027657185308635236
158,0.045685552,0.030368535,0.04704051911830902,0.027562575973570348
159,0.04502671,0.02722457,0.047772042080760004,0.027229882776737213
160,0.049323387,0.02985162,0.04737134091556072,0.026502630673348904
161,0.046018366,0.020706033,0.04628402329981327,0.026039667055010797
162,0.0431101,0.024132153,0.046748094633221625,0.026836027018725873
163,0.051215786,0.028925357,0.04627864882349968,0.026638359203934668
164,0.045595873,0.022612842,0.046458394080400464,0.026665948517620563
165,0.041953366,0.026864635,0.04640017040073872,0.026437259465456008
166,0.0481133,0.027755415,0.046396751329302786,0.02626736406236887
167,0.04674405,0.027942432,0.046381833404302596,0.027046151086688043
168,0.047483005,0.030644428,0.046327197924256325,0.027391810901463032
169,0.04444447,0.02493768,0.0463658906519413,0.027752750739455222
170,0.049289197,0.028152665,0.046567806601524354,0.028044516034424306
171,0.045869187,0.028493904,0.04622849449515343,0.02779238224029541
172,0.042563744,0.027588751,0.046268240362405774,0.02756878063082695
173,0.051602714,0.032534756,0.04651697054505348,0.027126365154981614
174,0.047615033,0.025530495,0.046014920249581336,0.026610309816896917
175,0.038560245,0.024343297,0.04600561298429966,0.026973001286387445
176,0.04851076,0.025519399,0.045910263806581496,0.026772546023130415
177,0.04923135,0.023518277,0.04624173082411289,0.026818705536425114
178,0.0424625,0.025483875,0.04643778242170811,0.0267349386587739
179,0.0443514,0.028564595,0.0453780472278595,0.025829758681356906
180,0.048335705,0.026148112,0.04510610960423946,0.026231795363128186
181,0.049183857,0.028955499,0.045888375490903854,0.02697847206145525
182,0.04452426,0.026751082,0.046143433824181554,0.027289022877812385
183,0.04100536,0.023482956,0.04596207551658153,0.028129678405821323
184,0.044895656,0.029550862,0.0462447926402092,0.028068107552826405
185,0.046382904,0.031810064,0.046860873326659204,0.02810668684542179
186,0.051061343,0.028624907,0.046391119807958604,0.02789037097245455
187,0.047417767,0.031924833,0.045722073316574095,0.027226236090064047
188,0.045289673,0.024868166,0.04581352695822716,0.02712894082069397
189,0.050512206,0.028950388,0.04634090624749661,0.02768308185040951
190,0.04363817,0.023984954,0.04664239585399628,0.027078760042786598
191,0.04249339,0.02231415,0.046281623467803,0.026390102133154868
192,0.045438796,0.02577813,0.0463662289083004,0.02607816606760025
193,0.046279155,0.029024366,0.04604097940027714,0.02569055985659361
194,0.047910552,0.023507643,0.04592222161591053,0.026206092350184916
195,0.04277518,0.024923485,0.04588586837053299,0.026147741451859476
196,0.051907398,0.025505546,0.04599754810333252,0.026763144135475158
197,0.044165272,0.02804877,0.04689413011074066,0.027040934935212136
198,0.044102095,0.030023491,0.047433960065245626,0.02718316987156868
199,0.050148673,0.028366879,0.04737350903451443,0.026909162290394306
200,0.044754967,0.03013898,0.047458510100841525,0.02686206940561533
201,0.05145921,0.025092058,0.04767514728009701,0.026932806149125098
202,0.050837096,0.027200479,0.04724749997258186,0.026677217334508896
203,0.045674644,0.02628429,0.04695930406451225,0.026701144687831403
204,0.048760563,0.023036715,0.04762562774121761,0.026364931464195253
205,0.044941552,0.025630852,0.04722184762358665,0.025570659153163432
206,0.047630925,0.022949658,0.04752174094319343,0.025178799405694008
207,0.041283313,0.028288044,0.04685933627188206,0.02545443009585142
208,0.05076533,0.026661359,0.04628198593854904,0.025675171241164207
209,0.046110872,0.020424156,0.04631955660879612,0.02546427622437477
210,0.0477539,0.026220383,0.04654243588447571,0.02557636294513941
211,0.044835165,0.027848365,0.04658680185675621,0.02538924999535084
212,0.045063592,0.02940789,0.0461900569498539,0.025773004814982414
213,0.04605035,0.02417534,0.046767281368374825,0.0256841778755188
214,0.050989356,0.024157582,0.04665741473436356,0.026066705211997034
215,0.04538521,0.023759723,0.04672070629894733,0.026624401472508906
216,0.043663476,0.026787207,0.04615585692226887,0.026220995746552945
217,0.047055557,0.027399775,0.04593739733099937,0.025702151469886303
218,0.049666665,0.030486632,0.0463429044932127,0.025513176806271076
219,0.046743788,0.026001118,0.046297228708863256,0.025824154913425445
220,0.042105407,0.022186326,0.0458884485065937,0.026482372544705868
221,0.04265057,0.022659922,0.04620306640863418,0.026664495840668677
222,0.049118664,0.027518144,0.046366368606686595,0.0267796540632844
223,0.045593593,0.027285121,0.04667859151959419,0.026594088040292264
224,0.046901554,0.030739758,0.04591297470033169,0.025708634965121747
225,0.04853139,0.025580956,0.04592710994184017,0.025729105435311796
226,0.045296498,0.027938789,0.04642852693796158,0.025779878348112108
227,0.050177786,0.025544114,0.046628495678305626,0.02653628010302782
228,0.042010497,0.021632101,0.04622903019189835,0.026022995822131634
229,0.04688514,0.026205823,0.04639586992561817,0.026009095832705498
230,0.047119576,0.022694055,0.04615293703973293,0.025115396454930307
231,0.044650257,0.03022394,0.045738169178366664,0.025107457675039767
232,0.04512401,0.022385301,0.0460876427590847,0.02562079057097435
233,0.04726199,0.027146121,0.04586312137544155,0.02581511978060007
234,0.044472225,0.021802764,0.04640464335680008,0.026747562922537327
235,0.044383712,0.025501568,0.04630567282438278,0.02651701346039772
236,0.048791233,0.033072118,0.04638027995824814,0.02702731192111969
237,0.047932573,0.027487407,0.046619775518774983,0.026957732811570167
238,0.047425717,0.030956533,0.04697092399001122,0.027485819719731807
239,0.045895435,0.023900328,0.04705622047185898,0.02781339604407549
240,0.047865648,0.02779704,0.04706249497830868,0.02805094812065363
241,0.047045212,0.029528148,0.0473172165453434,0.02837952394038439
242,0.048635494,0.02766617,0.047225265949964526,0.027660254389047623
243,0.048114955,0.030421885,0.04737643115222454,0.027467238530516625
244,0.04453497,0.024178285,0.04676500111818314,0.02687152214348316
245,0.046930928,0.028787326,0.04677266776561737,0.026699821278452874
246,0.047871727,0.025879422,0.04642373807728291,0.0261996952816844
247,0.049444225,0.025557248,0.04583358503878117,0.02554984912276268
248,0.041311417,0.024999369,0.04564784392714501,0.025381765328347683
249,0.0459721,0.02218332,0.045617157593369484,0.02511416133493185
250,0.04437635,0.02279578,0.04550046548247337,0.025089955888688564
251,0.04114368,0.023029687,0.04504530355334282,0.02448238767683506
252,0.046778083,0.025985332,0.044676387682557106,0.024415063112974165
253,0.047808092,0.027745845,0.043745210766792296,0.02429897040128708
254,0.04336805,0.02393623,0.0447320319712162,0.024709094688296317
255,0.04237931,0.022711644,0.04490007683634758,0.025611050240695477
256,0.04418257,0.025206177,0.04422572515904903,0.02537933550775051
257,0.040132456,0.02439632,0.045184141024947166,0.02596111744642258
258,0.05117963,0.029100612,0.04484019502997398,0.025573224015533923
259,0.04765255,0.031202875,0.04430699273943901,0.025060200318694114
260,0.037632834,0.020478632,0.04422967694699764,0.02528958898037672
261,0.05072784,0.028847506,0.04472704641520977,0.025611967965960502
262,0.043338623,0.022106398,0.044714391604065894,0.02584863267838955
263,0.04247607,0.022615608,0.04522327184677124,0.02585240937769413
264,0.04259489,0.026230117,0.044209298118948935,0.025335376523435114
265,0.047353003,0.025935434,0.044071192294359206,0.02461628131568432
266,0.04405602,0.027572824,0.04466753341257572,0.024849933199584485
267,0.045221258,0.024434088,0.044063671678304675,0.02441894616931677
268,0.04103989,0.023930283,0.04397680163383484,0.02440815921872854
269,0.04627149,0.024011923,0.04419847503304482,0.025076933205127716
270,0.043596245,0.022815151,0.04395138993859291,0.025066863372921945
271,0.044689223,0.024537636,0.043481792137026784,0.02520097605884075
272,0.042469922,0.021998528,0.04329248107969761,0.024618122167885302
273,0.044692803,0.029303348,0.04344935566186905,0.02513528484851122
274,0.04012404,0.026129419,0.04356511570513248,0.02531592808663845
275,0.042657025,0.02727656,0.043291238322854045,0.025150202214717865
276,0.04216291,0.021744285,0.04305353946983814,0.025400424376130104
277,0.046790004,0.029605715,0.04339534565806389,0.025713909789919852
278,0.042197492,0.025736716,0.04308020882308483,0.025843106396496295
279,0.043532718,0.022354664,0.04320153146982193,0.026377065852284432
280,0.041219257,0.025317373,0.04333965703845024,0.026107688434422016
281,0.048107285,0.02767249,0.04306926615536213,0.02609157469123602
282,0.039318554,0.023290494,0.042989335209131244,0.026504097133874895
283,0.04590603,0.034642942,0.04213701747357845,0.02632926795631647
284,0.041505296,0.023435645,0.04188728556036949,0.026699603535234928
285,0.039953116,0.027115423,0.04093589782714844,0.02703146208077669
286,0.0413636,0.02586951,0.04049036391079426,0.027195044606924058
287,0.038266826,0.027857423,0.03920056596398354,0.02721270192414522
288,0.039700173,0.029440071,0.038528000563383104,0.027240743674337865
289,0.03401884,0.02567325,0.0370207155123353,0.025740602612495424
290,0.036763918,0.026953198,0.0356799703091383,0.025725067034363745
291,0.035209306,0.027849063,0.034464947320520876,0.025325270369648933
292,0.0325929,0.023570912,0.03328376580029726,0.02476549632847309
293,0.03083318,0.019641532,0.03183592073619366,0.02379080280661583
294,0.028097844,0.023280289,0.03069241754710674,0.023205929808318614
295,0.027802886,0.023117457,0.030504218116402627,0.02346976175904274
296,0.029551785,0.020271769,0.029772844165563583,0.02331069502979517
297,0.023788376,0.018110488,0.02916879289680057,0.02280643189118968
298,0.028265141,0.023591341,0.028740779496729374,0.022710871882736683
299,0.032136846,0.02831157,0.02844186526324068,0.023149349061506137
300,0.029450178,0.02536253,0.028499202181895573,0.023127525734404724
