method,nearest_proto_similarity,assigned_prototype
PCL encoder only,0.7143530249595642,6
PCL encoder only,0.6699777841567993,2
PCL encoder only,0.7420472502708435,2
PCL encoder only,0.6691668033599854,6
PCL encoder only,0.756550669670105,2
PCL encoder only,0.7619364261627197,2
PCL encoder only,0.6706751585006714,6
PCL encoder only,0.7118399143218994,2
PCL encoder only,0.753768265247345,1
PCL encoder only,0.8051740527153015,1
PCL encoder only,0.6774775981903076,6
PCL encoder only,0.6818972826004028,6
PCL encoder only,0.7884955406188965,2
PCL encoder only,0.6466549038887024,6
PCL encoder only,0.7154338359832764,2
PCL encoder only,0.7345987558364868,6
PCL encoder only,0.6584795713424683,6
PCL encoder only,0.7148102521896362,6
PCL encoder only,0.7461326122283936,1
PCL encoder only,0.6691797971725464,6
PCL encoder only,0.6340930461883545,6
PCL encoder only,0.6740257143974304,6
PCL encoder only,0.6919267177581787,2
PCL encoder only,0.7352679967880249,1
PCL encoder only,0.6500855684280396,2
PCL encoder only,0.6233041882514954,6
PCL encoder only,0.6483180522918701,6
PCL encoder only,0.7468563318252563,1
PCL encoder only,0.7493902444839478,6
PCL encoder only,0.6690107583999634,2
PCL encoder only,0.7546848058700562,6
PCL encoder only,0.6646537780761719,6
PCL encoder only,0.7124565839767456,2
PCL encoder only,0.7619779706001282,2
PCL encoder only,0.7310439944267273,6
PCL encoder only,0.6932803392410278,2
PCL encoder only,0.7201412320137024,2
PCL encoder only,0.7653682827949524,2
PCL encoder only,0.7033518552780151,2
PCL encoder only,0.7184215784072876,2
PCL encoder only,0.6647894978523254,6
PCL encoder only,0.6367437839508057,6
PCL encoder only,0.7603869438171387,2
PCL encoder only,0.69130939245224,6
PCL encoder only,0.6379961371421814,6
PCL encoder only,0.7447751760482788,2
PCL encoder only,0.6562244892120361,6
PCL encoder only,0.6515430808067322,6
PCL encoder only,0.6918153762817383,2
PCL encoder only,0.654942512512207,6
PCL encoder only,0.7815665602684021,2
PCL encoder only,0.7527359127998352,2
PCL encoder only,0.7149248719215393,2
PCL encoder only,0.7541592717170715,2
PCL encoder only,0.7609354853630066,2
PCL encoder only,0.7499921321868896,2
PCL encoder only,0.6621127724647522,6
PCL encoder only,0.7444155812263489,2
PCL encoder only,0.6717019081115723,1
PCL encoder only,0.6803295016288757,6
PCL encoder only,0.7318591475486755,2
PCL encoder only,0.7297772169113159,2
PCL encoder only,0.6423590779304504,6
PCL encoder only,0.6714557409286499,6
PCL encoder only,0.6676298379898071,6
PCL encoder only,0.664125382900238,6
PCL encoder only,0.8070831298828125,2
PCL encoder only,0.6493093967437744,2
PCL encoder only,0.7588210105895996,2
PCL encoder only,0.6438343524932861,6
PCL encoder only,0.7452726364135742,2
PCL encoder only,0.680188775062561,2
PCL encoder only,0.6540226936340332,6
PCL encoder only,0.6202951669692993,6
PCL encoder only,0.6732131242752075,2
PCL encoder only,0.6952195167541504,2
PCL encoder only,0.6662712097167969,6
PCL encoder only,0.6605523824691772,6
PCL encoder only,0.7173080444335938,2
PCL encoder only,0.7798462510108948,2
PCL encoder only,0.7563272714614868,2
PCL encoder only,0.6551021337509155,6
PCL encoder only,0.7508653402328491,1
PCL encoder only,0.6346380114555359,6
PCL encoder only,0.657809317111969,6
PCL clustering,0.594221293926239,6
PCL clustering,0.5311058759689331,6
PCL clustering,0.5826221108436584,6
PCL clustering,0.5890884399414062,6
PCL clustering,0.5343927145004272,6
PCL clustering,0.5902624130249023,6
PCL clustering,0.5850977897644043,6
PCL clustering,0.5988478660583496,6
PCL clustering,0.5264552235603333,6
PCL clustering,0.5893377661705017,6
PCL clustering,0.5209273099899292,6
PCL clustering,0.5078774690628052,6
PCL clustering,0.5287306904792786,6
PCL clustering,0.5640173554420471,6
PCL clustering,0.576474666595459,6
PCL clustering,0.5499130487442017,6
PCL clustering,0.6292504668235779,6
PCL clustering,0.6228777766227722,6
PCL clustering,0.5466645956039429,6
PCL clustering,0.5536096692085266,6
PCL clustering,0.5728843808174133,6
PCL clustering,0.5332609415054321,5
PCL clustering,0.5745512843132019,6
PCL clustering,0.5810422897338867,6
PCL clustering,0.5073058605194092,6
PCL clustering,0.526848554611206,5
PCL clustering,0.5124776363372803,5
PCL clustering,0.5304799675941467,6
PCL clustering,0.5662443041801453,6
PCL clustering,0.5701045989990234,6
PCL clustering,0.574499249458313,6
PCL clustering,0.6391522884368896,6
PCL clustering,0.5569525361061096,6
PCL clustering,0.5480274558067322,6
PCL clustering,0.6031152009963989,6
PCL clustering,0.5965696573257446,6
PCL clustering,0.5298977494239807,6
PCL clustering,0.572680652141571,6
PCL clustering,0.49183762073516846,6
PCL clustering,0.6095646619796753,6
PCL clustering,0.8064130544662476,1
PCL clustering,0.4826316237449646,6
PCL clustering,0.5774738788604736,6
PCL clustering,0.6456135511398315,6
PCL clustering,0.564788281917572,6
PCL clustering,0.24767714738845825,1
PCL clustering,0.5426408052444458,6
PCL clustering,0.5722537636756897,6
PCL clustering,0.5953760147094727,6
PCL clustering,0.5705363154411316,6
PCL clustering,0.5741899609565735,6
PCL clustering,0.5703427791595459,6
PCL clustering,0.5713462829589844,6
PCL clustering,0.624295175075531,5
PCL clustering,0.6106387972831726,5
PCL clustering,0.5619336366653442,5
PCL clustering,0.5418246984481812,6
PCL clustering,0.5558214783668518,6
PCL clustering,0.7995421290397644,1
PCL clustering,0.31527993083000183,7
PCL clustering,0.5115821361541748,6
PCL clustering,0.5732685327529907,6
PCL clustering,0.5249025821685791,6
PCL clustering,0.6466547846794128,6
PCL clustering,0.5519899129867554,6
PCL clustering,0.6007181406021118,6
PCL clustering,0.6082931756973267,5
PCL clustering,0.5643618702888489,6
PCL clustering,0.5170546770095825,6
PCL clustering,0.6340930461883545,6
PCL clustering,0.2791823744773865,7
PCL clustering,0.5543866157531738,6
PCL clustering,0.5272249579429626,6
PCL clustering,0.6618280410766602,6
PCL clustering,0.6353942155838013,6
PCL clustering,0.5250346660614014,6
PCL clustering,0.6202952861785889,6
PCL clustering,0.5474188327789307,6
PCL clustering,0.8085830211639404,1
PCL clustering,0.5559236407279968,6
PCL clustering,0.5445752739906311,6
PCL clustering,0.49791544675827026,6
PCL clustering,0.6155688166618347,6
PCL clustering,0.5439343452453613,6
PCL clustering,0.8016870021820068,1
PCL clustering,0.6105483174324036,6
PCL clustering,0.5661851167678833,6
PCL clustering,0.6691795587539673,6
PCL clustering,0.8054879307746887,1
PCL clustering,0.5572808980941772,6
PCL clustering,0.6326061487197876,6
PCL clustering,0.7636686563491821,1
PCL clustering,0.47699347138404846,6
PCL clustering,0.49072515964508057,6
PCL clustering,0.5471192598342896,6
PCL clustering,0.5460079908370972,6
PCL clustering,0.5832161903381348,6
PCL clustering,0.563866376876831,6
PCL clustering,0.7930718660354614,1
PCL clustering,0.7867386341094971,3
PCL clustering,0.5072382688522339,6
PCL clustering,0.6625243425369263,6
PCL clustering,0.6526868343353271,6
PCL clustering,0.7951900959014893,2
PCL clustering,0.6001230478286743,5
PCL clustering,0.6233041286468506,6
PCL clustering,0.5405973196029663,6
PCL clustering,0.5678302049636841,6
PCL clustering,0.5382583141326904,6
PCL clustering,0.6292141079902649,6
PCL clustering,0.6379960775375366,6
PCL clustering,0.5483124852180481,6
PCL clustering,0.4921443462371826,6
PCL clustering,0.5422261953353882,6
PCL clustering,0.4733213186264038,6
PCL clustering,0.467986136674881,6
PCL clustering,0.4995039105415344,6
PCL clustering,0.7782134413719177,1
PCL clustering,0.5700492262840271,6
PCL clustering,0.6235024929046631,6
PCL clustering,0.5571492910385132,6
PCL clustering,0.5894534587860107,6
PCL clustering,0.49567973613739014,5
PCL clustering,0.5036600828170776,6
PCL clustering,0.6233909130096436,6
PCL clustering,0.6294180154800415,6
PCL clustering,0.6151185631752014,5
PCL clustering,0.5801459550857544,6
PCL clustering,0.4582880139350891,6
PCL clustering,0.5181799530982971,5
PCL clustering,0.5906456112861633,6
PCL clustering,0.5075762867927551,6
PCL clustering,0.776067852973938,1
PCL clustering,0.5586879253387451,6
PCL clustering,0.19001345336437225,7
PCL clustering,0.6115862131118774,6
PCL clustering,0.6009263396263123,6
PCL clustering,0.592225968837738,6
PCL clustering,0.6171659231185913,6
PCL clustering,0.5013338923454285,6
PCL clustering,0.7491089105606079,1
PCL clustering,0.6149657964706421,6
PCL clustering,0.4985641837120056,6
PCL clustering,0.5648188591003418,6
PCL clustering,0.6511971354484558,6
PCL clustering,0.5613836050033569,5
PCL clustering,0.6497933864593506,6
PCL clustering,0.7528039813041687,3
PCL clustering,0.5573838949203491,6
PCL clustering,0.615669310092926,6
PCL clustering,0.5601197481155396,6
PCL clustering,0.5370625257492065,6
PCL clustering,0.529823362827301,6
PCL clustering,0.7875181436538696,1
PCL clustering,0.5766100883483887,6
PCL clustering,0.5781539678573608,6
PCL clustering,0.13536949455738068,7
PCL clustering,0.5584434270858765,6
PCL clustering,0.5104904174804688,6
PCL clustering,0.6483180522918701,6
PCL clustering,0.3376978635787964,7
PCL clustering,0.6559429168701172,6
PCL clustering,0.5532587766647339,6
PCL clustering,0.6102726459503174,6
PCL clustering,0.5598896741867065,6
PCL clustering,0.674997091293335,6
PCL clustering,0.3667105436325073,7
PCL clustering,0.5156431198120117,6
PCL clustering,0.8262670040130615,2
PCL clustering,0.599115788936615,6
PCL clustering,0.5366628170013428,6
PCL clustering,0.6325628161430359,6
PCL clustering,0.5855692625045776,6
PCL clustering,0.6223720908164978,6
PCL clustering,0.7926263809204102,1
PCL clustering,0.5490913391113281,6
PCL clustering,0.5498448610305786,6
PCL clustering,0.5733222365379333,6
PCL clustering,0.6033044457435608,6
PCL clustering,0.7627691030502319,3
PCL clustering,0.5218514204025269,5
PCL clustering,0.5957454442977905,6
PCL clustering,0.6067880392074585,6
PCL clustering,0.5398718118667603,6
PCL clustering,0.5339794754981995,6
PCL clustering,0.516432523727417,6
PCL clustering,0.4843461513519287,5
PCL clustering,0.5517045855522156,6
PCL clustering,0.22003936767578125,7
PCL clustering,0.5029899477958679,6
PCL clustering,0.5781267285346985,6
PCL clustering,0.4790320098400116,6
PCL clustering,0.6494826078414917,6
PCL clustering,0.5927976965904236,6
PCL clustering,0.2923784554004669,7
PCL clustering,0.7982006669044495,2
PCL clustering,0.3886212110519409,3
PCL clustering,0.6662712097167969,6
PCL clustering,0.518775463104248,6
PCL clustering,0.6216179132461548,6
PCL clustering,0.5824946761131287,6
PCL clustering,0.6010059714317322,6
PCL clustering,0.6482580900192261,6
PCL clustering,0.5691878199577332,6
PCL clustering,0.5363720655441284,6
PCL clustering,0.6016716361045837,6
PCL clustering,0.4726608991622925,5
PCL clustering,0.5516440868377686,6
PCL clustering,0.5985157489776611,6
PCL clustering,0.5892248153686523,6
PCL clustering,0.7622514367103577,3
PCL clustering,0.7943214178085327,1
PCL clustering,0.628874659538269,6
PCL clustering,0.5867037773132324,6
PCL clustering,0.5545201301574707,5
PCL clustering,0.5761665105819702,6
PCL clustering,0.6355904340744019,6
PCL clustering,0.2946378290653229,7
PCL clustering,0.5715922117233276,6
PCL clustering,0.6257888674736023,6
PCL clustering,0.4037300944328308,3
PCL clustering,0.49942252039909363,6
PCL clustering,0.6696441173553467,6
PCL clustering,0.6520974636077881,6
PCL clustering,0.17011331021785736,7
PCL clustering,0.6233607530593872,6
PCL clustering,0.6115886569023132,6
PCL clustering,0.530978798866272,6
PCL clustering,0.6867692470550537,6
PCL clustering,0.6846256852149963,6
PCL clustering,0.8291917443275452,2
PCL clustering,0.45981767773628235,6
PCL clustering,0.5582128167152405,6
PCL clustering,0.6595765352249146,6
PCL clustering,0.6562243700027466,6
PCL clustering,0.6035217046737671,6
PCL clustering,0.5820537209510803,6
PCL clustering,0.6074278354644775,6
PCL clustering,0.520980715751648,6
PCL clustering,0.5245715379714966,6
PCL clustering,0.7407549619674683,1
PCL clustering,0.5744493007659912,6
PCL clustering,0.5023438930511475,6
PCL clustering,0.7822780609130859,3
PCL clustering,0.5976109504699707,6
PCL clustering,0.5133416652679443,6
PCL clustering,0.6695796251296997,6
PCL clustering,0.3447292745113373,1
PCL clustering,0.5197979211807251,6
PCL clustering,0.4677242636680603,6
PCL clustering,0.801453709602356,1
PCL clustering,0.5244320631027222,6
PCL clustering,0.5534893274307251,6
PCL clustering,0.5639199018478394,6
PCL clustering,0.5365240573883057,6
PCL clustering,0.6765317916870117,6
PCL clustering,0.4672703742980957,6
PCL clustering,0.512141764163971,6
PCL clustering,0.5829740762710571,6
PCL clustering,0.5545124411582947,6
PCL clustering,0.616452693939209,6
PCL clustering,0.4711076021194458,6
PCL clustering,0.5082074403762817,6
PCL clustering,0.1953524649143219,7
PCL clustering,0.29944056272506714,7
PCL clustering,0.600103497505188,6
PCL clustering,0.7334287166595459,1
PCL clustering,0.5375058650970459,6
PCL clustering,0.654022753238678,6
PCL clustering,0.6254266500473022,6
PCL clustering,0.545428991317749,6
PCL clustering,0.6770928502082825,6
PCL clustering,0.2916699945926666,7
PCL clustering,0.5501915216445923,6
PCL clustering,0.5580823421478271,6
PCL clustering,0.7813884615898132,1
PCL clustering,0.6241309642791748,6
PCL clustering,0.5949736833572388,6
PCL clustering,0.270609587430954,7
PCL clustering,0.5944962501525879,6
PCL clustering,0.5630754232406616,6
PCL clustering,0.5837452411651611,6
PCL clustering,0.7680314779281616,3
PCL clustering,0.5568462610244751,6
PCL clustering,0.5597275495529175,6
PCL clustering,0.45280343294143677,6
PCL clustering,0.525469183921814,6
PCL clustering,0.48783788084983826,6
PCL clustering,0.643971860408783,6
PCL clustering,0.6861953735351562,6
