method,nearest_proto_similarity,assigned_prototype
PCL clustering,0.40520423650741577,7
PCL clustering,0.6179243326187134,6
PCL clustering,0.5642532706260681,6
PCL clustering,0.5126922130584717,6
PCL clustering,0.6407221555709839,6
PCL clustering,0.7976702451705933,1
PCL clustering,0.5320245027542114,6
PCL clustering,0.49996399879455566,6
PCL clustering,0.5005483627319336,6
PCL clustering,0.5758371353149414,6
PCL clustering,0.5082879662513733,6
PCL clustering,0.5849230289459229,6
PCL clustering,0.4930095076560974,6
PCL clustering,0.6297705173492432,6
PCL clustering,0.7697956562042236,3
PCL clustering,0.5838016271591187,6
PCL clustering,0.6720660328865051,6
PCL clustering,0.6549424529075623,6
PCL clustering,0.6444488763809204,5
PCL clustering,0.5379114151000977,6
PCL clustering,0.5217907428741455,6
PCL clustering,0.5792381167411804,6
PCL clustering,0.5348101258277893,6
PCL clustering,0.2677730917930603,1
PCL clustering,0.4928182363510132,6
PCL clustering,0.488404244184494,5
PCL clustering,0.561111330986023,6
PCL clustering,0.3813660740852356,7
PCL clustering,0.5364638566970825,6
PCL clustering,0.691225528717041,6
PCL clustering,0.7600197792053223,3
PCL clustering,0.6100494265556335,6
PCL clustering,0.5026000738143921,6
PCL clustering,0.5669182538986206,6
PCL clustering,0.5871306657791138,6
PCL clustering,0.5787736773490906,6
PCL clustering,0.31266462802886963,7
PCL clustering,0.5592393279075623,6
PCL clustering,0.5253928899765015,6
PCL clustering,0.30713528394699097,7
PCL clustering,0.4839423596858978,6
PCL clustering,0.7661023736000061,1
PCL clustering,0.47302526235580444,6
PCL clustering,0.5313270092010498,6
PCL clustering,0.6599602103233337,6
PCL clustering,0.54068523645401,6
PCL clustering,0.6978306770324707,6
PCL clustering,0.6095946431159973,6
PCL clustering,0.43685632944107056,6
PCL clustering,0.6706750988960266,6
PCL clustering,0.6717326045036316,6
USL encoder only,0.09864599257707596,2
USL encoder only,0.09867218136787415,2
USL encoder only,0.09935585409402847,2
USL encoder only,0.09287424385547638,6
USL encoder only,0.10000312328338623,2
USL encoder only,0.09134846180677414,2
USL encoder only,0.08947029709815979,6
USL encoder only,0.09455396980047226,6
USL encoder only,0.09401735663414001,6
USL encoder only,0.08798941969871521,6
USL encoder only,0.09731508046388626,2
USL encoder only,0.08773744106292725,2
USL encoder only,0.1002686619758606,6
USL encoder only,0.09145842492580414,2
USL encoder only,0.0849573165178299,2
USL encoder only,0.09140484780073166,2
USL encoder only,0.08914677798748016,6
USL encoder only,0.10999071598052979,6
USL encoder only,0.08693207800388336,2
USL encoder only,0.0994245857000351,6
USL encoder only,0.08442835509777069,2
USL encoder only,0.0828246995806694,2
USL encoder only,0.08349883556365967,2
USL encoder only,0.09475889801979065,2
USL encoder only,0.09130463004112244,6
USL encoder only,0.10498238354921341,6
USL encoder only,0.08675599843263626,2
USL encoder only,0.0868355855345726,2
USL encoder only,0.08053895831108093,6
USL encoder only,0.08797218650579453,2
USL encoder only,0.08584829419851303,6
USL encoder only,0.08804745972156525,2
USL encoder only,0.0881790891289711,2
USL encoder only,0.08858740329742432,6
USL encoder only,0.09022399038076401,6
USL encoder only,0.08883607387542725,2
USL encoder only,0.07875507324934006,2
USL encoder only,0.08242134749889374,2
USL encoder only,0.0962405800819397,2
USL encoder only,0.0804913341999054,2
USL encoder only,0.0840250551700592,6
USL encoder only,0.08797553926706314,2
USL encoder only,0.08771353214979172,2
USL encoder only,0.08713220059871674,6
USL encoder only,0.09032417833805084,6
USL encoder only,0.08120279014110565,6
USL encoder only,0.08171239495277405,2
USL encoder only,0.08521933108568192,2
USL encoder only,0.08776972442865372,2
USL encoder only,0.08459022641181946,2
USL encoder only,0.0911492258310318,2
USL encoder only,0.08031918108463287,6
USL encoder only,0.1097746416926384,6
USL encoder only,0.08285596966743469,2
USL encoder only,0.08320797979831696,2
USL encoder only,0.08007649332284927,2
USL encoder only,0.09616553038358688,2
USL encoder only,0.08954224735498428,2
USL encoder only,0.08582465350627899,2
USL encoder only,0.08538003265857697,2
USL encoder only,0.08444413542747498,2
USL encoder only,0.08534684777259827,2
USL encoder only,0.0819644182920456,2
USL encoder only,0.09400594979524612,6
USL encoder only,0.07916814833879471,6
USL encoder only,0.08493952453136444,6
USL encoder only,0.08467701822519302,2
USL encoder only,0.0869155302643776,6
USL encoder only,0.07962888479232788,2
USL encoder only,0.08514150977134705,2
USL encoder only,0.08511990308761597,2
USL encoder only,0.08466668426990509,6
USL encoder only,0.11310754716396332,6
USL encoder only,0.0810837373137474,2
USL encoder only,0.08403607457876205,6
USL encoder only,0.08014863729476929,2
USL encoder only,0.08563819527626038,2
USL encoder only,0.07891466468572617,6
USL encoder only,0.08689594268798828,2
USL encoder only,0.0815851166844368,6
USL encoder only,0.07938183099031448,2
USL encoder only,0.0850936621427536,6
USL encoder only,0.08954943716526031,2
USL encoder only,0.08763908594846725,2
USL encoder only,0.08634386956691742,2
USL encoder only,0.078978531062603,6
USL encoder only,0.07897429168224335,2
USL encoder only,0.09308101236820221,2
USL encoder only,0.07942535728216171,2
USL encoder only,0.08617962151765823,6
USL encoder only,0.08056599646806717,2
USL encoder only,0.07937896251678467,2
USL encoder only,0.08601360023021698,6
USL encoder only,0.08233442157506943,2
USL encoder only,0.08429314196109772,2
USL encoder only,0.07946948707103729,6
USL encoder only,0.07910755276679993,2
USL encoder only,0.08115699142217636,6
USL encoder only,0.08390949666500092,2
USL encoder only,0.0804826021194458,6
USL encoder only,0.08624301850795746,2
USL encoder only,0.09324610978364944,2
USL encoder only,0.07433602213859558,7
USL encoder only,0.0923868790268898,2
USL encoder only,0.0788460299372673,2
USL encoder only,0.0867386907339096,6
USL encoder only,0.08137667179107666,2
USL encoder only,0.07829822599887848,2
USL encoder only,0.08017396181821823,6
USL encoder only,0.08078436553478241,2
USL encoder only,0.08615300059318542,2
USL encoder only,0.0831623449921608,2
USL encoder only,0.08948731422424316,2
USL encoder only,0.09640124440193176,2
USL encoder only,0.07907538115978241,6
USL encoder only,0.09470771253108978,2
USL encoder only,0.08674108982086182,2
USL encoder only,0.07908865809440613,2
USL encoder only,0.08088245987892151,2
USL encoder only,0.08974955230951309,2
USL encoder only,0.07744324952363968,6
USL encoder only,0.08658578246831894,6
USL encoder only,0.07502595335245132,6
USL encoder only,0.07944253832101822,2
USL encoder only,0.09107185900211334,2
USL encoder only,0.08474208414554596,6
USL encoder only,0.08317999541759491,2
USL encoder only,0.07931789010763168,6
USL encoder only,0.08332646638154984,2
USL encoder only,0.07875646650791168,2
USL encoder only,0.1046496108174324,7
USL encoder only,0.07880181819200516,2
USL encoder only,0.07818907499313354,6
USL encoder only,0.09333886951208115,2
USL encoder only,0.08570298552513123,2
USL encoder only,0.08443155884742737,6
USL encoder only,0.08024748414754868,6
USL encoder only,0.08082808554172516,2
USL encoder only,0.08104325830936432,6
USL encoder only,0.08061769604682922,2
USL encoder only,0.0795968770980835,2
USL encoder only,0.07927264273166656,2
USL encoder only,0.08638611435890198,6
USL encoder only,0.09133623540401459,6
USL encoder only,0.08020785450935364,2
USL encoder only,0.07989223301410675,6
USL encoder only,0.08301220834255219,6
USL encoder only,0.07820720970630646,2
USL encoder only,0.08275101333856583,2
USL encoder only,0.09663750976324081,2
USL encoder only,0.08359609544277191,6
USL encoder only,0.08054527640342712,6
USL encoder only,0.07978852838277817,2
USL encoder only,0.0828685462474823,2
USL encoder only,0.08350182324647903,2
USL encoder only,0.08230890333652496,6
USL encoder only,0.07991193234920502,6
USL encoder only,0.09747979044914246,2
USL encoder only,0.08674872666597366,6
USL encoder only,0.09122638404369354,2
USL encoder only,0.08422186225652695,2
USL encoder only,0.08613954484462738,2
USL encoder only,0.08074533939361572,6
USL encoder only,0.0791882798075676,6
USL encoder only,0.09100599586963654,2
USL encoder only,0.0799107700586319,2
USL encoder only,0.08085910975933075,6
USL encoder only,0.08230637013912201,2
USL encoder only,0.09540525823831558,2
USL encoder only,0.07945053279399872,2
USL encoder only,0.07841494679450989,2
USL encoder only,0.0798606425523758,6
USL encoder only,0.08109744638204575,6
USL encoder only,0.08579964935779572,2
USL encoder only,0.08577845990657806,2
USL encoder only,0.0782499685883522,6
USL encoder only,0.08127589523792267,6
USL encoder only,0.07952997088432312,6
USL encoder only,0.07665860652923584,2
USL encoder only,0.0784602239727974,2
USL encoder only,0.08890967071056366,6
USL encoder only,0.07790180295705795,6
USL encoder only,0.07760639488697052,2
USL encoder only,0.08023182302713394,6
USL encoder only,0.08174511045217514,6
USL encoder only,0.0764450952410698,2
USL encoder only,0.08203117549419403,6
USL encoder only,0.07709898799657822,2
USL encoder only,0.0912485346198082,2
USL encoder only,0.100460484623909,7
USL encoder only,0.07688365131616592,6
USL encoder only,0.08196385204792023,6
USL encoder only,0.07544673979282379,6
USL encoder only,0.09559069573879242,2
USL encoder only,0.11158271878957748,6
USL encoder only,0.08094941079616547,2
USL encoder only,0.08566169440746307,6
USL encoder only,0.09243017435073853,2
USL encoder only,0.08048820495605469,2
USL encoder only,0.11086780577898026,6
USL encoder only,0.07874912768602371,6
USL encoder only,0.07886096090078354,2
USL encoder only,0.08340366184711456,2
USL encoder only,0.07913710176944733,6
USL encoder only,0.07920040190219879,6
USL encoder only,0.07921776175498962,2
USL encoder only,0.08236026763916016,2
USL encoder only,0.07578952610492706,7
USL encoder only,0.08978027105331421,2
USL encoder only,0.08615517616271973,6
USL encoder only,0.07798157632350922,6
USL encoder only,0.08501102030277252,6
USL encoder only,0.08077006042003632,2
USL encoder only,0.08916809409856796,6
USL encoder only,0.09945929050445557,7
USL encoder only,0.07744218409061432,6
USL encoder only,0.07752503454685211,2
USL encoder only,0.07928133755922318,2
USL encoder only,0.08323104679584503,6
USL encoder only,0.08723849058151245,6
USL encoder only,0.07685413956642151,2
USL encoder only,0.08250804245471954,2
USL encoder only,0.08289932459592819,6
USL encoder only,0.10056188702583313,6
USL encoder only,0.07901396602392197,2
USL encoder only,0.1006808802485466,2
USL encoder only,0.08129225671291351,6
USL encoder only,0.0839117094874382,6
USL encoder only,0.07725031673908234,2
USL encoder only,0.11106957495212555,6
USL encoder only,0.08224883675575256,6
USL encoder only,0.09478715062141418,2
USL encoder only,0.07900233566761017,6
USL encoder only,0.08574187010526657,6
USL encoder only,0.08954082429409027,2
USL encoder only,0.08103880286216736,2
USL encoder only,0.09017615765333176,2
USL encoder only,0.08433118462562561,6
USL encoder only,0.08650080114603043,2
USL encoder only,0.08361296355724335,2
USL encoder only,0.07857853174209595,6
USL encoder only,0.08609962463378906,2
USL encoder only,0.08158116042613983,6
USL encoder only,0.08268525451421738,6
USL encoder only,0.0761318951845169,6
USL encoder only,0.07933532446622849,2
USL encoder only,0.1021268218755722,7
USL encoder only,0.08090708404779434,2
USL encoder only,0.09456787258386612,6
USL encoder only,0.09585939347743988,2
USL encoder only,0.08358052372932434,2
USL encoder only,0.08455352485179901,2
USL encoder only,0.08382482826709747,2
USL encoder only,0.08343125134706497,2
USL encoder only,0.08379721641540527,6
USL encoder only,0.08194637298583984,6
USL encoder only,0.10292816162109375,6
USL encoder only,0.08367468416690826,6
USL encoder only,0.09252093732357025,2
USL encoder only,0.08609983325004578,6
USL encoder only,0.0771322101354599,2
USL encoder only,0.10984240472316742,6
USL encoder only,0.09163635969161987,6
USL encoder only,0.0764247253537178,6
USL encoder only,0.08689853549003601,2
USL encoder only,0.10354619473218918,7
USL encoder only,0.07795177400112152,6
USL encoder only,0.07885031402111053,6
USL encoder only,0.10169397294521332,6
USL encoder only,0.08116505295038223,2
USL encoder only,0.08603273332118988,6
USL encoder only,0.08874581754207611,6
USL encoder only,0.08256714046001434,2
USL encoder only,0.11482308804988861,6
USL encoder only,0.08232730627059937,6
USL encoder only,0.08096335828304291,6
USL encoder only,0.07720957696437836,6
USL encoder only,0.07956766337156296,2
USL encoder only,0.07882851362228394,2
USL encoder only,0.0757317841053009,2
USL encoder only,0.07914577424526215,2
USL encoder only,0.08397354185581207,2
USL encoder only,0.08440793305635452,2
USL encoder only,0.07734639942646027,2
USL encoder only,0.08405652642250061,2
USL encoder only,0.07891102135181427,6
USL encoder only,0.08641534298658371,2
USL encoder only,0.0989607572555542,2
USL encoder only,0.10229738801717758,6
USL encoder only,0.07975982129573822,6
USL encoder only,0.08619895577430725,6
USL encoder only,0.0780123844742775,2
USL encoder only,0.08312937617301941,2
USL encoder only,0.0804087221622467,6
USL encoder only,0.08661708980798721,6
USL encoder only,0.07846121490001678,2
USL encoder only,0.080411396920681,6
USL encoder only,0.07746823132038116,6
USL encoder only,0.08213308453559875,6
USL encoder only,0.08352479338645935,2
USL encoder only,0.07746078073978424,2
USL encoder only,0.08166423439979553,2
USL encoder only,0.0799466222524643,2
USL encoder only,0.08241855353116989,6
USL encoder only,0.08105197548866272,6
USL encoder only,0.08267932385206223,2
USL encoder only,0.08007507771253586,2
USL encoder only,0.08292841166257858,6
USL encoder only,0.09619653224945068,6
USL encoder only,0.08249911665916443,6
USL encoder only,0.14414046704769135,5
USL encoder only,0.08233579993247986,2
USL encoder only,0.0789288654923439,6
USL encoder only,0.11084440350532532,6
USL encoder only,0.0760786235332489,6
USL encoder only,0.09106482565402985,2
USL encoder only,0.0760478675365448,6
USL encoder only,0.07868485897779465,2
USL encoder only,0.08695448935031891,6
USL encoder only,0.09590095281600952,2
USL encoder only,0.08127805590629578,2
USL encoder only,0.08777739107608795,6
USL encoder only,0.09761493653059006,6
USL encoder only,0.07167626917362213,2
USL encoder only,0.0760323703289032,2
USL encoder only,0.07966428250074387,6
USL encoder only,0.08228795975446701,2
USL encoder only,0.0899273157119751,6
USL encoder only,0.07700155675411224,6
USL encoder only,0.08072713762521744,6
USL encoder only,0.08842932432889938,6
USL encoder only,0.08118465542793274,6
USL encoder only,0.07510872185230255,2
USL encoder only,0.08589093387126923,2
USL encoder only,0.08413537591695786,6
USL encoder only,0.09296989440917969,6
USL encoder only,0.0773872584104538,2
USL encoder only,0.087199367582798,2
USL encoder only,0.0902387946844101,6
USL encoder only,0.079631507396698,2
USL encoder only,0.08170026540756226,6
USL encoder only,0.11306136101484299,6
USL encoder only,0.10228455066680908,6
USL encoder only,0.10620959103107452,6
USL encoder only,0.08367542922496796,2
USL encoder only,0.08680541813373566,2
USL encoder only,0.07945270836353302,6
USL encoder only,0.07794749736785889,2
USL encoder only,0.11161044985055923,6
USL encoder only,0.07741550356149673,6
USL encoder only,0.0968465507030487,6
USL encoder only,0.08337761461734772,2
USL encoder only,0.08356549590826035,2
USL encoder only,0.0848623514175415,2
USL encoder only,0.07826703786849976,7
USL encoder only,0.10240580141544342,6
USL encoder only,0.09014827013015747,6
USL encoder only,0.08644253015518188,6
USL encoder only,0.14426875114440918,6
USL encoder only,0.08867458999156952,6
USL encoder only,0.08083638548851013,2
USL encoder only,0.08699142932891846,2
USL encoder only,0.07944090664386749,6
USL encoder only,0.07910136878490448,6
USL encoder only,0.09263591468334198,6
USL encoder only,0.07993841916322708,6
USL encoder only,0.07327582687139511,6
USL encoder only,0.08396434038877487,6
USL encoder only,0.08142893761396408,2
USL encoder only,0.07907414436340332,2
USL encoder only,0.08590424060821533,6
USL encoder only,0.08198975026607513,2
USL encoder only,0.0793549120426178,2
USL encoder only,0.08414222300052643,6
USL encoder only,0.08190269768238068,6
USL encoder only,0.08091308921575546,2
USL encoder only,0.08322098851203918,2
USL encoder only,0.12671659886837006,6
USL encoder only,0.08553997427225113,6
USL encoder only,0.0885196328163147,6
USL encoder only,0.09053918719291687,6
USL encoder only,0.10810280591249466,6
USL encoder only,0.10781101882457733,6
USL encoder only,0.10181574523448944,6
USL encoder only,0.07754726707935333,6
USL encoder only,0.10887237638235092,7
USL encoder only,0.07654912769794464,6
USL encoder only,0.08057102560997009,2
USL encoder only,0.07546035200357437,6
USL encoder only,0.08640121668577194,6
USL encoder only,0.0832400768995285,2
USL encoder only,0.07532703131437302,2
USL encoder only,0.07922903448343277,2
USL encoder only,0.0903308168053627,6
USL encoder only,0.08287546038627625,2
USL encoder only,0.07708601653575897,6
USL encoder only,0.09704233705997467,6
USL encoder only,0.08002860844135284,6
USL encoder only,0.0797666683793068,6
USL encoder only,0.07637196034193039,2
USL encoder only,0.09089486300945282,6
USL encoder only,0.08343754708766937,6
USL encoder only,0.08094009011983871,2
USL encoder only,0.08182989805936813,6
USL encoder only,0.16065001487731934,6
USL encoder only,0.0740983709692955,6
USL encoder only,0.10789301246404648,6
USL encoder only,0.10236038267612457,6
USL encoder only,0.07904663681983948,6
USL encoder only,0.082691490650177,6
USL encoder only,0.0979127511382103,2
USL encoder only,0.08523109555244446,6
USL encoder only,0.08090271055698395,2
USL encoder only,0.07963226735591888,6
USL encoder only,0.0783996507525444,6
USL encoder only,0.0889514833688736,6
USL encoder only,0.08058127760887146,2
USL encoder only,0.09315259009599686,6
USL encoder only,0.08275631070137024,6
USL encoder only,0.08002395927906036,6
USL encoder only,0.08047610521316528,6
USL encoder only,0.13249936699867249,6
USL encoder only,0.07960334420204163,6
USL encoder only,0.08016790449619293,2
USL encoder only,0.07748224586248398,6
USL encoder only,0.0840587317943573,6
USL encoder only,0.08312928676605225,2
USL encoder only,0.09186290949583054,6
USL encoder only,0.08102735131978989,6
USL encoder only,0.0791197419166565,6
USL encoder only,0.07580260932445526,7
USL encoder only,0.07930600643157959,2
USL encoder only,0.08415605127811432,6
USL encoder only,0.10048636794090271,6
USL encoder only,0.08176389336585999,2
USL encoder only,0.09677612781524658,6
USL encoder only,0.0750008150935173,2
USL encoder only,0.0749172493815422,6
USL encoder only,0.07517603039741516,6
USL encoder only,0.0787513256072998,6
USL encoder only,0.07650300860404968,6
USL encoder only,0.0828661397099495,6
USL encoder only,0.08973632007837296,6
USL encoder only,0.08208081871271133,6
USL encoder only,0.08513912558555603,6
USL encoder only,0.09848204255104065,6
USL encoder only,0.09272248297929764,6
USL encoder only,0.07971984148025513,6
USL encoder only,0.0767664909362793,6
USL encoder only,0.08134137839078903,6
USL encoder only,0.10033614188432693,6
USL encoder only,0.08114740252494812,6
USL encoder only,0.08665832132101059,2
USL encoder only,0.11154495924711227,6
USL encoder only,0.09389441460371017,6
USL encoder only,0.08020617812871933,2
USL encoder only,0.08016404509544373,2
USL encoder only,0.09054341912269592,6
USL encoder only,0.08070109784603119,6
USL encoder only,0.08247789740562439,6
USL encoder only,0.07646621018648148,2
USL encoder only,0.09178224205970764,6
USL encoder only,0.08369174599647522,6
USL encoder only,0.07768812030553818,6
USL encoder only,0.08029106259346008,2
USL encoder only,0.07849001884460449,2
USL encoder only,0.1035202220082283,6
USL encoder only,0.07535570114850998,6
USL encoder only,0.08215437084436417,6
USL encoder only,0.10825228691101074,6
USL encoder only,0.08284369111061096,6
USL encoder only,0.07538902014493942,6
USL encoder only,0.07411009073257446,6
USL encoder only,0.07623402774333954,2
USL encoder only,0.07622310519218445,7
USL encoder only,0.09697993099689484,6
USL encoder only,0.07298795878887177,2
USL encoder only,0.08057673275470734,6
USL encoder only,0.08684593439102173,6
USL encoder only,0.09103451669216156,6
USL encoder only,0.07751815021038055,6
USL encoder only,0.08100474625825882,2
USL encoder only,0.07702375948429108,7
USL encoder only,0.07903266698122025,2
USL encoder only,0.08516283333301544,6
USL encoder only,0.09473678469657898,6
USL encoder only,0.08168096840381622,2
USL encoder only,0.08427844941616058,6
USL encoder only,0.08619288355112076,2
USL encoder only,0.08611509203910828,2
USL encoder only,0.07108771800994873,2
USL encoder only,0.0762355774641037,2
USL encoder only,0.08590766787528992,6
USL encoder only,0.08280850946903229,6
USL encoder only,0.12173783034086227,6
USL encoder only,0.0805172473192215,6
USL encoder only,0.07227648794651031,6
USL encoder only,0.1093686893582344,6
USL encoder only,0.09405937790870667,6
USL encoder only,0.08056640625,2
USL encoder only,0.08090965449810028,6
USL encoder only,0.1359349638223648,6
USL encoder only,0.07796750962734222,6
USL encoder only,0.07863757759332657,2
USL encoder only,0.08335494995117188,6
USL encoder only,0.08074037730693817,2
USL encoder only,0.08204902708530426,6
USL encoder only,0.09165661036968231,6
USL encoder only,0.08081250637769699,6
USL encoder only,0.09300769865512848,6
USL encoder only,0.09312892705202103,6
USL encoder only,0.07818858325481415,6
USL encoder only,0.09900644421577454,6
USL encoder only,0.08769077807664871,6
USL encoder only,0.07769592851400375,2
USL encoder only,0.09223220497369766,2
USL encoder only,0.08160633593797684,6
USL encoder only,0.08180871605873108,6
USL encoder only,0.0781790241599083,2
USL encoder only,0.08649832010269165,2
USL encoder only,0.08384621143341064,6
USL encoder only,0.1396992802619934,6
USL encoder only,0.08302197605371475,2
USL encoder only,0.07976674288511276,2
USL encoder only,0.08485735952854156,6
USL encoder only,0.11272638291120529,7
USL encoder only,0.11036983877420425,6
USL encoder only,0.08132060617208481,6
USL encoder only,0.07850424200296402,6
USL encoder only,0.12735217809677124,6
USL encoder only,0.08547329902648926,2
USL encoder only,0.07636961340904236,2
USL encoder only,0.08041061460971832,2
USL encoder only,0.07857672870159149,6
USL encoder only,0.08670563995838165,2
USL encoder only,0.09213575720787048,6
USL encoder only,0.07946447283029556,6
USL encoder only,0.07568466663360596,2
USL encoder only,0.08707492053508759,6
USL encoder only,0.08266676217317581,6
USL encoder only,0.07930836826562881,2
USL encoder only,0.08502441644668579,6
USL encoder only,0.07982054352760315,6
USL encoder only,0.08323022723197937,6
USL encoder only,0.0818863958120346,6
USL encoder only,0.11047396063804626,7
USL encoder only,0.08744542300701141,2
USL encoder only,0.07697813212871552,6
USL encoder only,0.07191834598779678,6
USL encoder only,0.08243890106678009,2
USL encoder only,0.08145150542259216,6
USL encoder only,0.07382962107658386,6
USL encoder only,0.07695931941270828,7
USL encoder only,0.08342073112726212,6
USL encoder only,0.07591816037893295,6
USL encoder only,0.07912619411945343,2
USL encoder only,0.0862751379609108,6
USL encoder only,0.08199845254421234,6
USL encoder only,0.07681618630886078,6
USL encoder only,0.0850708931684494,6
USL encoder only,0.07322080433368683,2
USL encoder only,0.10152237117290497,6
USL encoder only,0.07402198016643524,6
USL encoder only,0.07933302223682404,2
USL encoder only,0.10910797119140625,6
USL encoder only,0.1012912169098854,6
USL encoder only,0.0795106589794159,6
USL encoder only,0.08179695904254913,6
USL encoder only,0.09442104399204254,6
USL encoder only,0.07640080153942108,2
USL encoder only,0.07759038358926773,6
USL encoder only,0.08005411922931671,2
USL encoder only,0.08812122792005539,6
USL encoder only,0.09396113455295563,6
USL encoder only,0.09045758843421936,6
USL encoder only,0.0827113687992096,6
USL encoder only,0.08055669814348221,2
USL encoder only,0.07557014375925064,6
USL encoder only,0.08369629085063934,6
USL encoder only,0.07798522710800171,2
USL encoder only,0.07829548418521881,6
USL encoder only,0.08396387100219727,6
USL encoder only,0.07291901856660843,7
USL encoder only,0.08257843554019928,6
USL encoder only,0.09150557965040207,6
USL encoder only,0.09363575279712677,6
USL encoder only,0.07612676173448563,6
USL encoder only,0.0800798162817955,2
USL encoder only,0.07525776326656342,6
USL encoder only,0.07782948017120361,6
USL encoder only,0.07677540183067322,2
USL encoder only,0.10520265996456146,6
USL encoder only,0.08200117945671082,6
USL encoder only,0.07776030898094177,7
USL encoder only,0.07519614696502686,6
USL encoder only,0.09740779548883438,6
USL encoder only,0.08505820482969284,6
USL encoder only,0.07551753520965576,6
USL encoder only,0.0743807852268219,6
USL encoder only,0.0846589058637619,6
USL encoder only,0.11209166049957275,7
USL encoder only,0.08747220039367676,6
USL encoder only,0.09695340692996979,6
USL encoder only,0.08535224199295044,2
USL encoder only,0.07953787595033646,2
USL encoder only,0.085012286901474,6
USL encoder only,0.07184034585952759,2
USL encoder only,0.09289581328630447,6
USL encoder only,0.11174456775188446,7
USL encoder only,0.07889187335968018,6
USL encoder only,0.11240461468696594,6
USL encoder only,0.10473286360502243,6
USL encoder only,0.09119534492492676,6
USL encoder only,0.09163101017475128,7
USL encoder only,0.0869116485118866,6
USL encoder only,0.1352427899837494,6
USL encoder only,0.0871380865573883,6
USL encoder only,0.08766275644302368,6
USL encoder only,0.09201589226722717,6
USL encoder only,0.08599332720041275,2
USL encoder only,0.07850053161382675,6
USL encoder only,0.08372525870800018,6
USL encoder only,0.07923419773578644,6
USL encoder only,0.09437065571546555,6
USL encoder only,0.07304824888706207,6
USL encoder only,0.09019985795021057,6
USL encoder only,0.07502621412277222,7
USL encoder only,0.07432486116886139,6
USL encoder only,0.08152581751346588,2
USL encoder only,0.07857587933540344,6
USL encoder only,0.09784482419490814,2
USL encoder only,0.11242587119340897,6
USL encoder only,0.11824309825897217,6
USL encoder only,0.08988218754529953,6
USL encoder only,0.10410338640213013,6
USL encoder only,0.10053247213363647,6
USL encoder only,0.09295009076595306,6
USL encoder only,0.08090272545814514,6
USL encoder only,0.09161177277565002,6
USL encoder only,0.09294185042381287,6
USL encoder only,0.07608594000339508,6
USL encoder only,0.0894925445318222,6
USL encoder only,0.10450737923383713,6
USL encoder only,0.07996861636638641,2
USL encoder only,0.09141208231449127,6
USL encoder only,0.07174830883741379,6
USL encoder only,0.0973282977938652,6
USL encoder only,0.07280239462852478,6
USL encoder only,0.10723867267370224,6
USL encoder only,0.07547216862440109,6
USL encoder only,0.07654830068349838,6
USL encoder only,0.08784621208906174,2
USL encoder only,0.09297037869691849,6
USL encoder only,0.06976709514856339,2
USL encoder only,0.07963138818740845,6
USL encoder only,0.0736527070403099,6
USL encoder only,0.07311143726110458,6
USL encoder only,0.07292820513248444,6
USL encoder only,0.07894940674304962,6
USL encoder only,0.07555190473794937,6
USL encoder only,0.08384345471858978,6
USL encoder only,0.09428673982620239,6
USL encoder only,0.07783102989196777,6
USL encoder only,0.09263245761394501,6
USL encoder only,0.09030032157897949,6
USL encoder only,0.10826481133699417,6
USL encoder only,0.0769931748509407,6
USL encoder only,0.07865237444639206,6
USL encoder only,0.08477441221475601,6
USL encoder only,0.07952459901571274,2
USL encoder only,0.08634702861309052,6
USL encoder only,0.07905067503452301,6
USL encoder only,0.11488625407218933,6
USL encoder only,0.07828402519226074,6
USL encoder only,0.08614350110292435,6
USL encoder only,0.06814628094434738,2
USL encoder only,0.0835818350315094,6
USL encoder only,0.0795111134648323,2
USL encoder only,0.08711569011211395,6
USL encoder only,0.10156688094139099,6
USL encoder only,0.07329096645116806,6
USL encoder only,0.08878441154956818,6
USL encoder only,0.07792819291353226,2
USL encoder only,0.08353060483932495,6
USL encoder only,0.10954718291759491,6
USL encoder only,0.09538479149341583,6
USL encoder only,0.09528698027133942,6
USL encoder only,0.08358997106552124,6
USL encoder only,0.09330256283283234,6
USL encoder only,0.10167460888624191,6
USL encoder only,0.07532118260860443,6
USL encoder only,0.07246885448694229,2
USL encoder only,0.11485731601715088,6
USL encoder only,0.07510481774806976,2
USL encoder only,0.09536529332399368,6
USL encoder only,0.11135514825582504,6
USL encoder only,0.08495096862316132,6
USL encoder only,0.07324425876140594,6
USL encoder only,0.08394691348075867,6
USL encoder only,0.0855129286646843,2
USL encoder only,0.07248752564191818,6
USL encoder only,0.07139721512794495,2
USL encoder only,0.08934222161769867,6
USL encoder only,0.0757288858294487,6
USL encoder only,0.08800478279590607,6
USL encoder only,0.09356452524662018,6
USL encoder only,0.07888319343328476,6
USL encoder only,0.08673075586557388,6
USL encoder only,0.07233986258506775,6
USL encoder only,0.10370197892189026,6
USL encoder only,0.08160875737667084,6
USL encoder only,0.10784609615802765,7
USL encoder only,0.0970187559723854,6
USL encoder only,0.08024372160434723,2
USL encoder only,0.07628042250871658,6
USL encoder only,0.08460897207260132,6
USL encoder only,0.09165696799755096,6
USL encoder only,0.07711326330900192,6
USL encoder only,0.09436056762933731,6
USL encoder only,0.11025771498680115,6
USL encoder only,0.0693487673997879,6
USL encoder only,0.08234017342329025,6
USL encoder only,0.09500705450773239,6
USL encoder only,0.08135373145341873,2
USL encoder only,0.0798494964838028,2
USL encoder only,0.07606184482574463,2
