epoch,prototype,mean_umap_1,mean_umap_2,std_umap_1,std_umap_2
77,2,3.4534638,5.480809,9.903798,7.442071
77,3,1.9402616,4.535218,8.503466,9.170353
77,4,6.1965895,5.7914047,7.166411,6.9538226
77,5,6.841942,5.7732496,10.10011,8.423026
77,6,3.9973786,3.5662491,3.5308154,7.767788
77,7,5.9415503,3.4677296,6.521588,8.225122
78,1,2.078474,2.9975617,10.388436,8.71547
78,2,3.4690223,5.4718122,9.895959,7.4370546
78,3,1.9485524,4.540415,8.4738655,9.168777
78,4,6.2059298,5.804369,7.1524515,6.9578905
78,5,6.8459296,5.7774115,10.099562,8.419696
78,6,3.992138,3.5688553,3.5468657,7.7866096
78,7,5.9463744,3.4536266,6.5161843,8.229058
79,1,2.078554,2.9951026,10.401089,8.724477
79,2,3.472936,5.455464,9.896612,7.439132
79,3,1.950218,4.5319757,8.4571,9.148535
79,4,6.213046,5.8038034,7.162686,6.963362
79,5,6.858008,5.7830677,10.101231,8.403365
79,6,3.9964733,3.5635877,3.53887,7.7872825
79,7,5.94342,3.438745,6.502939,8.232407
80,1,2.0637975,2.9938977,10.401668,8.719071
80,2,3.482387,5.4464207,9.903758,7.440882
80,3,1.95348,4.5415773,8.45229,9.138783
80,4,6.2150927,5.812333,7.17234,6.9704366
80,5,6.8568573,5.79608,10.093739,8.394982
80,6,3.998989,3.5569434,3.5590866,7.8092775
80,7,5.9531956,3.4318898,6.499014,8.243142
81,1,2.0790553,2.983428,10.411193,8.7124
81,2,3.48703,5.4466085,9.910203,7.4513392
81,3,1.9559495,4.5317698,8.425796,9.130343
81,4,6.226175,5.817634,7.168775,6.961219
81,5,6.8543234,5.7940836,10.100434,8.380232
81,6,4.0025845,3.5547173,3.562287,7.8096113
81,7,5.962601,3.4186993,6.4887123,8.242501
82,1,2.0834634,2.9855092,10.416362,8.702383
82,2,3.510755,5.4357,9.914257,7.4399076
82,3,1.9480797,4.511653,8.4099045,9.127288
82,4,6.230835,5.8326645,7.1711063,6.9681444
82,5,6.858013,5.821804,10.106525,8.367356
82,6,4.007212,3.5625298,3.5590324,7.822823
82,7,5.970954,3.4109204,6.4783173,8.24499
83,1,2.0979915,2.958488,10.417793,8.692488
83,2,3.5272708,5.429371,9.921977,7.451614
83,3,1.9494789,4.504561,8.38911,9.127381
83,4,6.222071,5.833714,7.1752253,6.960608
83,5,6.8679647,5.820943,10.094893,8.348598
83,6,4.011075,3.5597038,3.576458,7.826608
83,7,5.9680204,3.3897195,6.464284,8.264496
84,1,2.0790324,2.9664142,10.439742,8.700634
84,2,3.5310402,5.427761,9.9122925,7.45393
84,3,1.9576981,4.5007343,8.375231,9.101179
84,4,6.2350316,5.832397,7.186746,6.963375
84,5,6.8748884,5.824002,10.088426,8.344422
84,6,3.996189,3.557272,3.6093764,7.8329225
84,7,5.970526,3.3744,6.470195,8.244586
85,1,2.0702958,2.965313,10.456161,8.68839
85,2,3.5494773,5.39868,9.932376,7.4548917
85,3,1.9602158,4.5024843,8.357513,9.097212
85,4,6.26108,5.851728,7.1854267,6.9538894
85,5,6.872204,5.830801,10.091332,8.319962
85,6,3.9968421,3.5339553,3.6148047,7.8373027
85,7,5.975412,3.3678036,6.4635787,8.260337
86,1,2.0800033,2.950159,10.470679,8.690239
86,2,3.5539634,5.3981104,9.930593,7.460807
86,3,1.9633617,4.486781,8.350669,9.093677
86,4,6.2497377,5.842646,7.1833963,6.966244
86,5,6.866788,5.8309536,10.094105,8.319004
86,6,3.9978802,3.5438874,3.621792,7.85435
86,7,5.9835405,3.3726583,6.446197,8.263382
87,1,2.076401,2.968256,10.479319,8.695564
87,2,3.5743861,5.3867583,9.9363365,7.44947
87,3,1.9699135,4.476205,8.338497,9.092174
87,4,6.253768,5.848794,7.1908965,6.9636087
87,5,6.8817687,5.834505,10.087767,8.273312
87,6,3.9874725,3.5498645,3.6327918,7.852902
87,7,5.9932876,3.3641052,6.4387546,8.251067
88,1,2.0723665,2.957837,10.487037,8.684138
88,2,3.5759873,5.3864007,9.933703,7.4468055
88,3,1.96989,4.482038,8.325295,9.071353
88,4,6.280123,5.8509,7.180082,6.956085
88,5,6.8796053,5.835328,10.087339,8.267295
88,6,3.9932373,3.5376236,3.6382506,7.870677
88,7,5.982437,3.3597953,6.4344587,8.267671
89,1,2.078333,2.9468558,10.498182,8.681661
89,2,3.588372,5.3878202,9.93906,7.4555597
89,3,1.9685218,4.4735394,8.306429,9.0714
89,4,6.2714515,5.8650236,7.182273,6.9727454
89,5,6.8733025,5.8430696,10.097276,8.256879
89,6,3.9856675,3.5504231,3.6482146,7.8855815
89,7,5.991759,3.3361332,6.4287906,8.261989
90,1,2.07297,2.9424775,10.5066805,8.670741
90,2,3.6058211,5.370468,9.946078,7.4484673
90,3,1.9751266,4.459693,8.293093,9.065521
90,4,6.296911,5.859345,7.180826,6.952645
90,5,6.885591,5.838279,10.08947,8.250162
90,6,3.9811025,3.5499902,3.650889,7.8823643
90,7,5.980191,3.3300297,6.4087987,8.279386
91,1,2.0739408,2.9407341,10.507247,8.665016
91,2,3.6183345,5.37914,9.941956,7.4395194
91,3,1.9751822,4.4413056,8.279285,9.063228
91,4,6.2924223,5.868033,7.1984243,6.9585633
91,5,6.8922563,5.832301,10.081843,8.220478
91,6,3.9901245,3.536237,3.6714613,7.907889
91,7,5.993268,3.3316808,6.4028373,8.281204
92,1,2.0754254,2.9456038,10.509222,8.654238
92,2,3.6419487,5.3626475,9.9655695,7.444339
92,3,1.9770525,4.4509964,8.247885,9.070358
92,4,6.300637,5.880149,7.2026997,6.950158
92,5,6.879721,5.8270154,10.075901,8.212112
92,6,3.98618,3.5351055,3.6648774,7.921695
92,7,5.993451,3.3203168,6.403805,8.279994
93,1,2.0821862,2.941778,10.5087385,8.652544
93,2,3.6519852,5.3510237,9.963925,7.4452763
93,3,1.989982,4.4443703,8.241575,9.057208
93,4,6.299789,5.889182,7.197212,6.9424973
93,5,6.8864264,5.82386,10.074312,8.201301
93,6,3.9677498,3.5388641,3.6857827,7.9188433
93,7,6.0054235,3.3293297,6.3923416,8.269754
94,1,2.080493,2.930325,10.512668,8.644326
94,2,3.675382,5.340844,9.9769745,7.43409
94,3,1.9932344,4.4278545,8.23383,9.048105
94,4,6.3035154,5.8925104,7.2096996,6.9350734
94,5,6.873501,5.8103123,10.066584,8.191895
94,6,3.9693875,3.5339653,3.6898696,7.9474087
94,7,6.001109,3.320544,6.3876414,8.2850685
95,1,2.0831947,2.9237254,10.520919,8.630664
95,2,3.6882129,5.333228,9.972451,7.4350357
95,3,2.0007167,4.416865,8.213107,9.038311
95,4,6.2999105,5.8990736,7.2236676,6.9258513
95,5,6.892064,5.806375,10.058405,8.170917
95,6,3.9551544,3.543602,3.7014906,7.9450555
95,7,6.006488,3.3150299,6.3804173,8.284002
96,1,2.0685096,2.9295995,10.5180855,8.634285
96,2,3.7021956,5.323585,9.988181,7.4420424
96,3,2.0140543,4.4046173,8.20024,9.02598
96,4,6.3107743,5.895872,7.217134,6.914579
96,5,6.8921995,5.798863,10.04441,8.140831
96,6,3.956511,3.5494468,3.7029283,7.963527
96,7,6.018309,3.3119915,6.368537,8.274634
97,1,2.0734773,2.9350932,10.511562,8.623634
97,2,3.721847,5.3179293,9.994457,7.4318414
97,3,2.026886,4.3979692,8.184055,9.02938
97,4,6.308212,5.9124823,7.2189946,6.9019923
97,5,6.8929853,5.8010054,10.034656,8.1358185
97,6,3.9544487,3.536251,3.707301,7.9648156
97,7,6.014737,3.314893,6.3637743,8.280037
98,1,2.0663383,2.9289377,10.523012,8.6308975
98,2,3.7412293,5.296683,10.01325,7.443718
98,3,2.0297954,4.3891826,8.167433,9.01656
98,4,6.3219066,5.916259,7.215452,6.8955
98,5,6.901702,5.7951484,10.024885,8.111975
98,6,3.9473178,3.55144,3.7073417,7.9909606
98,7,6.0207186,3.305907,6.3593645,8.2667055
99,1,2.0774918,2.9356225,10.521785,8.609372
99,2,3.758953,5.2825193,10.026536,7.4316845
99,3,2.0442472,4.3684053,8.1594305,9.004791
99,4,6.3195524,5.9210486,7.226711,6.886832
99,5,6.9032006,5.790357,10.022497,8.097155
99,6,3.9419045,3.5406938,3.707938,7.9943233
99,7,6.006713,3.3054008,6.3425946,8.273642
100,1,2.0958276,2.932694,10.526136,8.597444
100,2,3.769361,5.2778425,10.036356,7.4311175
100,3,2.0483403,4.3650746,8.155028,9.008401
100,4,6.3285913,5.9355783,7.228805,6.87151
100,5,6.8943834,5.7810764,10.017917,8.070038
100,6,3.9359632,3.543007,3.727717,8.009667
100,7,6.032939,3.29786,6.3365655,8.259802
101,1,2.0791993,2.933743,10.524055,8.592762
101,2,3.7842522,5.2914495,10.039054,7.4377117
101,3,2.0638156,4.3482857,8.146337,8.999385
101,4,6.3396072,5.9547706,7.23334,6.860048
101,5,6.901368,5.769725,10.002388,8.059668
101,6,3.9311142,3.541462,3.7116435,8.014571
101,7,6.024965,3.2856688,6.3309574,8.257346
102,1,2.0765557,2.9457626,10.5253725,8.59287
102,2,3.802871,5.2646546,10.0486145,7.4268184
102,3,2.080101,4.3427863,8.137695,8.998349
102,4,6.3388934,5.954596,7.2358603,6.849543
102,5,6.9190674,5.7540584,10.002183,8.03298
102,6,3.9209027,3.5542634,3.706837,8.032403
102,7,6.03806,3.2837844,6.3219676,8.235686
103,1,2.097829,2.9406059,10.528501,8.592534
103,2,3.8212447,5.2494745,10.057233,7.4372883
103,3,2.0805876,4.335569,8.12267,8.990205
103,4,6.3468685,5.9697995,7.239545,6.835858
103,5,6.9059625,5.749952,10.008362,8.034181
103,6,3.925344,3.5507576,3.7000883,8.05068
103,7,6.029248,3.282969,6.3232555,8.237944
104,1,2.1000085,2.9372663,10.535073,8.581036
104,2,3.840493,5.249964,10.060554,7.4313884
104,3,2.086369,4.32271,8.118788,8.977379
104,4,6.3478303,5.985265,7.2488914,6.830212
104,5,6.932269,5.7504725,9.976799,8.00831
104,6,3.9149177,3.5571556,3.7009735,8.056333
104,7,6.0376153,3.2747147,6.316155,8.238336
105,1,2.0942934,2.9438496,10.532874,8.585596
105,2,3.8476455,5.229178,10.060888,7.4313893
105,3,2.0993266,4.3182707,8.103994,8.979004
105,4,6.348635,5.9871397,7.255002,6.823454
105,5,6.924525,5.7624235,9.976558,7.983524
105,6,3.9077575,3.554268,3.699616,8.071545
105,7,6.032333,3.267123,6.313656,8.254108
106,1,2.1037936,2.9364228,10.5349655,8.582764
106,2,3.8659298,5.231313,10.064567,7.4212894
106,3,2.110907,4.296874,8.106566,8.961383
106,4,6.352041,6.008987,7.268203,6.8232303
106,5,6.9281797,5.7453914,9.959152,7.975803
106,6,3.8999054,3.5509136,3.703594,8.090174
106,7,6.049765,3.280231,6.298802,8.22954
107,1,2.103849,2.9472349,10.529405,8.571662
107,2,3.8863156,5.220992,10.077534,7.434925
107,3,2.1286514,4.295591,8.083128,8.979683
107,4,6.359066,6.0182734,7.269446,6.8061204
107,5,6.924636,5.7409515,9.960748,7.9653335
107,6,3.9095864,3.54654,3.6906397,8.103509
107,7,6.04817,3.2837856,6.2726746,8.235827
108,1,2.103621,2.951191,10.533512,8.557409
108,2,3.8967412,5.214677,10.085637,7.4146414
108,3,2.1349397,4.2928133,8.081143,8.960571
108,4,6.3649726,6.027036,7.281405,6.794403
108,5,6.919759,5.734252,9.953308,7.9498453
108,6,3.9068131,3.545953,3.6912885,8.110181
108,7,6.0569887,3.2798882,6.2868547,8.224931
109,1,2.1037774,2.954676,10.535194,8.555738
109,2,3.9167392,5.215152,10.077301,7.416634
109,3,2.132793,4.2915254,8.065504,8.96888
109,4,6.3683634,6.0419416,7.2902927,6.792485
109,5,6.9111238,5.7263083,9.930751,7.933252
109,6,3.8951924,3.5422409,3.6816933,8.13676
109,7,6.0549226,3.2893536,6.2730885,8.2307005
110,1,2.1168838,2.9582267,10.526842,8.555004
110,2,3.9250882,5.197743,10.091267,7.4037623
110,3,2.150996,4.2797704,8.045519,8.975732
110,4,6.3860345,6.063965,7.2968693,6.779251
110,5,6.92193,5.734467,9.9396515,7.9302955
110,6,3.8814397,3.5454948,3.684139,8.145519
110,7,6.065276,3.2924035,6.255189,8.203271
111,1,2.124393,2.9688954,10.529043,8.549419
111,2,3.933009,5.2101054,10.100269,7.4231772
111,3,2.1640675,4.2814155,8.044814,8.953788
111,4,6.3718586,6.075331,7.307374,6.761403
111,5,6.9142585,5.709138,9.920056,7.919239
111,6,3.88141,3.5421035,3.6774812,8.163549
111,7,6.066293,3.2877858,6.2617917,8.19787
112,1,2.133387,2.965607,10.513138,8.528968
112,2,3.93963,5.1980124,10.09111,7.42529
112,3,2.177112,4.259988,8.045835,8.949227
112,4,6.3787007,6.0937347,7.3127766,6.7501183
112,5,6.9183187,5.6940627,9.897536,7.905914
112,6,3.8751788,3.5443947,3.6743164,8.17736
112,7,6.064362,3.2800987,6.2481837,8.195856
113,1,2.1292756,2.9842958,10.520475,8.531283
113,2,3.947099,5.204766,10.097611,7.4279423
113,3,2.1986566,4.256707,8.034996,8.955695
113,4,6.3775992,6.114165,7.3276925,6.731489
113,5,6.9028063,5.68654,9.895277,7.896266
113,6,3.867583,3.537223,3.663048,8.19154
113,7,6.0801687,3.2825646,6.2409606,8.18809
114,1,2.1362584,2.981831,10.52384,8.509398
114,2,3.9671395,5.202717,10.100548,7.4189553
114,3,2.2054622,4.2537656,8.028421,8.932268
114,4,6.375853,6.1208787,7.3267956,6.726163
114,5,6.909523,5.668692,9.878719,7.8830357
114,6,3.8603725,3.5218506,3.6605499,8.22035
114,7,6.0730486,3.2963548,6.232772,8.186165
115,1,2.153155,3.0028903,10.512016,8.520592
115,2,3.9901333,5.1906238,10.092724,7.425112
115,3,2.222588,4.2349725,8.022086,8.946299
115,4,6.374696,6.129458,7.3339715,6.716121
115,5,6.898967,5.658674,9.870404,7.8697405
115,6,3.8527439,3.5286012,3.6644807,8.207953
115,7,6.0806885,3.3076332,6.2201247,8.169605
116,1,2.1487,3.0080352,10.507501,8.49813
116,2,3.989428,5.192396,10.112905,7.4196043
116,3,2.2378843,4.2297606,8.011582,8.941384
116,4,6.3757744,6.1473856,7.3418937,6.7072167
116,5,6.888363,5.640561,9.861123,7.8520956
116,6,3.8619835,3.527513,3.6498249,8.238196
116,7,6.0910234,3.3200831,6.21145,8.158345
117,1,2.1648998,3.016603,10.50917,8.494547
117,2,4.001077,5.1894326,10.110314,7.412363
117,3,2.2624145,4.2179255,7.9998655,8.933073
117,4,6.381541,6.160357,7.346053,6.696227
117,5,6.8858223,5.6300755,9.843492,7.8394623
117,6,3.8454323,3.5329316,3.642327,8.254732
117,7,6.0932255,3.3212128,6.194083,8.158168
118,1,2.1815312,3.0125737,10.526417,8.479166
118,2,4.007142,5.1818576,10.109275,7.419404
118,3,2.2691662,4.220079,7.999635,8.929138
118,4,6.3825884,6.175197,7.3435197,6.695644
118,5,6.89247,5.6044073,9.828437,7.817297
118,6,3.8507004,3.5127869,3.635939,8.255518
118,7,6.093936,3.3262925,6.1892586,8.143333
119,1,2.199686,3.030376,10.515915,8.503098
119,2,4.022733,5.183265,10.109397,7.412549
119,3,2.2980018,4.2186027,7.9946647,8.930541
119,4,6.3762236,6.1896524,7.3464174,6.6833344
119,5,6.868026,5.6110353,9.80949,7.815035
119,6,3.8472238,3.5080771,3.6238017,8.257826
119,7,6.0970774,3.3477821,6.17359,8.135964
120,1,2.2024608,3.0375445,10.503831,8.479831
120,2,4.0245075,5.1794252,10.11346,7.4076467
120,3,2.2920022,4.2114515,7.995704,8.924716
120,4,6.380275,6.193297,7.3499374,6.6713014
120,5,6.8695703,5.587098,9.8000965,7.7994976
120,6,3.8366408,3.5047543,3.612025,8.2824335
120,7,6.1022406,3.356978,6.1595488,8.13397
121,1,2.2084243,3.030713,10.516122,8.465164
121,2,4.0464883,5.189225,10.114736,7.404972
121,3,2.3107364,4.1977487,7.9822884,8.930427
121,4,6.376795,6.2143903,7.353878,6.66674
121,5,6.8775954,5.5773153,9.796628,7.783472
121,6,3.8244681,3.4994361,3.6123776,8.297061
121,7,6.1180677,3.3594532,6.1565423,8.133504
122,1,2.2336695,3.0493388,10.497527,8.466699
122,2,4.0683165,5.185355,10.115249,7.4055433
122,3,2.336605,4.1956396,7.9817557,8.927284
122,4,6.3724575,6.2330265,7.361383,6.6550727
122,5,6.874621,5.5602407,9.783187,7.769139
122,6,3.8270078,3.499041,3.5986004,8.314199
122,7,6.1056614,3.3611493,6.1532125,8.12393
123,1,2.2376914,3.0488706,10.503026,8.451781
123,2,4.0632234,5.179867,10.120661,7.39574
123,3,2.341249,4.186844,7.9806476,8.919643
123,4,6.3630495,6.2520485,7.3628283,6.6498804
123,5,6.8652625,5.5511603,9.771134,7.770997
123,6,3.8180938,3.4927306,3.597412,8.32918
123,7,6.1161466,3.3800595,6.1322036,8.111396
124,1,2.2599409,3.070992,10.502226,8.448581
124,2,4.07471,5.1996474,10.1158285,7.394554
124,3,2.3618152,4.1841617,7.98129,8.914613
124,4,6.3589654,6.2668166,7.376485,6.6338735
124,5,6.8577147,5.526302,9.761203,7.7591567
124,6,3.8084233,3.5019653,3.5897722,8.343048
124,7,6.111226,3.402673,6.115097,8.112426
125,1,2.2680864,3.0757155,10.501917,8.443078
125,2,4.0916853,5.1731176,10.120009,7.382172
125,3,2.3901176,4.182454,7.97984,8.912923
125,4,6.3533945,6.280461,7.372834,6.6283364
125,5,6.85098,5.5159674,9.742133,7.740231
125,6,3.813172,3.4788964,3.584045,8.345763
125,7,6.1120634,3.408294,6.1040845,8.108067
126,1,2.2670865,3.086164,10.498472,8.456754
126,2,4.103516,5.1842327,10.1181135,7.3934445
126,3,2.4053116,4.1708283,7.970759,8.916304
126,4,6.3618197,6.2944016,7.381882,6.6163993
126,5,6.851514,5.496184,9.73161,7.754358
126,6,3.8116913,3.4817173,3.572569,8.361598
126,7,6.1236477,3.4155564,6.0926538,8.097006
127,1,2.2906742,3.1010613,10.479964,8.451679
127,2,4.099314,5.193097,10.125655,7.380283
127,3,2.4297109,4.1664243,7.960677,8.914243
127,4,6.3676705,6.300788,7.3835683,6.610362
127,5,6.8393393,5.49154,9.730042,7.7430296
127,6,3.7978706,3.4720216,3.5665398,8.371728
127,7,6.1306496,3.4196553,6.085876,8.093966
128,1,2.3063884,3.1120186,10.48037,8.447067
128,2,4.12118,5.1954517,10.115119,7.3763447
128,3,2.4275064,4.1692514,7.9761305,8.911452
128,4,6.367093,6.3128767,7.3855786,6.5982304
128,5,6.8349257,5.4669123,9.721326,7.728815
128,6,3.7906423,3.4576735,3.5680375,8.384987
128,7,6.1350317,3.415007,6.0887256,8.087944
129,1,2.3243072,3.1350749,10.476921,8.443525
129,2,4.1380835,5.1957903,10.113465,7.369832
129,3,2.4305043,4.1566734,7.972351,8.905437
129,4,6.370853,6.3266063,7.3998427,6.5867176
129,5,6.824324,5.4470263,9.707713,7.7292957
129,6,3.777616,3.448566,3.5583253,8.409624
129,7,6.1453133,3.4344833,6.065789,8.078424
130,1,2.336219,3.1365685,10.459889,8.44263
130,2,4.145128,5.1943297,10.114207,7.382072
130,3,2.452863,4.15085,7.9541407,8.925192
130,4,6.364986,6.3412027,7.3920994,6.577238
130,5,6.823966,5.44265,9.698009,7.7162313
130,6,3.7842326,3.449614,3.5630293,8.413301
130,7,6.1517878,3.4474025,6.060996,8.055745
131,1,2.358303,3.1477027,10.448453,8.448555
131,2,4.1676264,5.199282,10.110247,7.3757353
131,3,2.4574907,4.1460676,7.946913,8.926238
131,4,6.3564243,6.344222,7.401642,6.5710754
131,5,6.812917,5.419847,9.683867,7.7134457
131,6,3.7782032,3.4359424,3.5594912,8.413768
131,7,6.163535,3.4492893,6.052897,8.063732
132,1,2.390482,3.1647105,10.439264,8.4635105
132,2,4.165957,5.202313,10.114453,7.379127
132,3,2.4677796,4.1349306,7.9480743,8.919245
132,4,6.344539,6.3634486,7.4183908,6.550179
132,5,6.799247,5.401314,9.6761265,7.7007456
132,6,3.7744193,3.4479797,3.5363157,8.438945
132,7,6.1604123,3.4526043,6.036698,8.057518
133,1,2.3937094,3.1594715,10.448775,8.448468
133,2,4.182792,5.206479,10.106768,7.3757834
133,3,2.4758763,4.1320686,7.9477344,8.925948
133,4,6.3464093,6.3725405,7.41451,6.545898
133,5,6.80197,5.383913,9.668369,7.689597
133,6,3.7692497,3.4242492,3.5530057,8.4491415
133,7,6.1746516,3.462413,6.028975,8.030949
134,1,2.4022334,3.1860964,10.433484,8.448887
134,2,4.198203,5.2013597,10.096359,7.385963
134,3,2.489874,4.1316876,7.940219,8.921146
134,4,6.333518,6.3646464,7.408026,6.535146
134,5,6.794538,5.3649406,9.657205,7.681722
134,6,3.7541053,3.420819,3.5521252,8.461286
134,7,6.1550446,3.4540596,6.028388,8.021113
135,1,2.4205947,3.1802492,10.433387,8.454385
135,2,4.2015266,5.2008834,10.094564,7.3846254
135,3,2.4825108,4.132235,7.9379053,8.922764
135,4,6.32685,6.3850565,7.420079,6.5255394
135,5,6.793649,5.3560553,9.652411,7.6730576
135,6,3.7480838,3.3937802,3.5577888,8.45915
135,7,6.167712,3.484063,6.023487,7.995723
136,1,2.4409385,3.194125,10.433616,8.462359
136,2,4.20997,5.2043915,10.098856,7.3854628
136,3,2.5075831,4.11241,7.9420786,8.932428
136,4,6.3221025,6.390329,7.4319243,6.5139394
136,5,6.7868805,5.339765,9.647,7.667908
136,6,3.7432168,3.3912168,3.5380647,8.474946
136,7,6.180983,3.4725163,6.0094543,8.003981
137,1,2.4424164,3.1869202,10.414695,8.467423
137,2,4.223844,5.2077513,10.093178,7.3821654
137,3,2.499588,4.115697,7.930538,8.928624
137,4,6.329332,6.401007,7.4288807,6.503063
137,5,6.7933855,5.322152,9.629873,7.6605086
137,6,3.7264876,3.3894958,3.5347314,8.496531
137,7,6.1799736,3.4758885,5.996033,8.001398
138,1,2.479631,3.205829,10.404232,8.47368
138,2,4.22781,5.2020082,10.091453,7.3803353
138,3,2.5188386,4.1141396,7.934396,8.931441
138,4,6.31363,6.412145,7.430003,6.4986005
138,5,6.7955713,5.297916,9.610847,7.6478963
138,6,3.7203727,3.3757439,3.5357945,8.505448
138,7,6.1766043,3.4734561,5.990321,7.9870133
139,1,2.4910636,3.216877,10.389778,8.464121
139,2,4.2331467,5.202307,10.085124,7.387254
139,3,2.5357914,4.1132264,7.9272633,8.934264
139,4,6.317626,6.4207063,7.4418244,6.484119
139,5,6.7786093,5.285905,9.608514,7.643003
139,6,3.719892,3.3709464,3.5393748,8.520122
139,7,6.1878767,3.4830475,5.9830976,7.984784
140,1,2.5018058,3.2166824,10.378858,8.476854
140,2,4.248168,5.209486,10.080125,7.389971
140,3,2.5409386,4.101178,7.929476,8.935614
140,4,6.311609,6.420314,7.4451575,6.4817286
140,5,6.7896476,5.2803497,9.602823,7.64584
140,6,3.7034264,3.3589299,3.5393655,8.535092
140,7,6.1831274,3.4774964,5.965597,7.9810476
141,1,2.5284505,3.2306244,10.382099,8.476371
141,2,4.2656636,5.204917,10.0697155,7.4018145
141,3,2.545051,4.0981183,7.931247,8.943425
141,4,6.3081527,6.425029,7.4464493,6.4542184
141,5,6.7821817,5.2517447,9.590851,7.634171
141,6,3.6990502,3.3606377,3.5364609,8.537658
141,7,6.1931567,3.4693394,5.957653,7.9705834
142,1,2.550239,3.2382445,10.374399,8.478754
142,2,4.283908,5.20864,10.067345,7.400661
142,3,2.551725,4.0997086,7.925997,8.945982
142,4,6.3185487,6.431572,7.452985,6.4537635
142,5,6.78246,5.234683,9.586347,7.629248
142,6,3.6837902,3.3425484,3.5525448,8.541983
142,7,6.181009,3.4833932,5.9466076,7.963563
143,1,2.5712636,3.23567,10.3742075,8.484981
143,2,4.2930536,5.205656,10.05612,7.39363
143,3,2.5694902,4.0840936,7.9233336,8.958747
143,4,6.3109736,6.4551225,7.464782,6.437706
143,5,6.781962,5.207766,9.575674,7.6353188
143,6,3.6850247,3.3364587,3.55418,8.565217
143,7,6.182364,3.4869409,5.936635,7.952109
144,1,2.5793414,3.253765,10.356917,8.482624
144,2,4.29981,5.2096395,10.04666,7.40635
144,3,2.5670598,4.085733,7.929088,8.953374
144,4,6.3188353,6.448517,7.472052,6.4302177
144,5,6.775382,5.193006,9.562323,7.6143003
144,6,3.6761315,3.3320832,3.5567205,8.571994
144,7,6.174464,3.4836884,5.929729,7.943915
145,1,2.6016116,3.2671432,10.353913,8.486543
145,2,4.3196115,5.215851,10.0311775,7.4088984
145,3,2.5805023,4.0764074,7.937458,8.96014
145,4,6.3091474,6.460799,7.462751,6.4180818
145,5,6.7788725,5.17079,9.55833,7.604039
145,6,3.6730607,3.3296037,3.5578067,8.590706
145,7,6.1744223,3.4923904,5.918627,7.936862
146,1,2.6300812,3.2656066,10.347866,8.497739
146,2,4.3381453,5.220384,10.020509,7.4232626
146,3,2.5796592,4.073326,7.939881,8.966067
146,4,6.30202,6.470566,7.4718437,6.404596
146,5,6.7626143,5.133114,9.5479965,7.600981
146,6,3.6589253,3.3290935,3.5700169,8.599347
146,7,6.172269,3.4904904,5.9001617,7.9313316
147,1,2.6558294,3.2803302,10.320043,8.497902
147,2,4.3508453,5.2238817,10.012583,7.426876
147,3,2.5774665,4.065443,7.9410853,8.975382
147,4,6.2978816,6.4859643,7.481725,6.38244
147,5,6.767234,5.1284065,9.53523,7.5966973
147,6,3.645631,3.3230553,3.5787241,8.603229
147,7,6.161931,3.4907265,5.8972363,7.9121566
148,1,2.660754,3.295014,10.320071,8.4985285
148,2,4.350642,5.2207556,10.004086,7.430076
148,3,2.5788512,4.0596795,7.9463754,8.969833
148,4,6.296766,6.496122,7.4827924,6.3778634
148,5,6.771225,5.103747,9.523958,7.589992
148,6,3.6305954,3.3231435,3.573346,8.61558
148,7,6.162881,3.4898345,5.8833175,7.9008994
149,1,2.6836143,3.292934,10.30436,8.503439
149,2,4.368048,5.229316,9.994159,7.4325314
149,3,2.589843,4.054865,7.946117,8.976408
149,4,6.298624,6.4849257,7.4824295,6.3676643
149,5,6.753829,5.07767,9.50545,7.580747
149,6,3.6228218,3.3019814,3.5846148,8.628312
149,7,6.1626916,3.4845574,5.8707156,7.905829
150,1,2.713921,3.3072133,10.285199,8.5020895
150,2,4.3777776,5.2282233,9.980054,7.439042
150,3,2.594862,4.035098,7.9455557,8.989437
150,4,6.304198,6.4977646,7.489614,6.3567343
150,5,6.7655015,5.0653744,9.510304,7.5733933
150,6,3.6179588,3.3069701,3.579452,8.6297035
150,7,6.1481457,3.4776187,5.855432,7.888956
151,1,2.7210307,3.3139024,10.266233,8.509719
151,2,4.3831825,5.2230463,9.979978,7.4532886
151,3,2.6024709,4.0256596,7.9363256,8.99219
151,4,6.303015,6.5006714,7.491956,6.341363
151,5,6.750698,5.0443916,9.5110855,7.5718737
151,6,3.6060147,3.291039,3.585375,8.646557
151,7,6.153016,3.4903393,5.846,7.8702106
152,1,2.7422707,3.3044724,10.264429,8.504868
152,2,4.389645,5.2278466,9.95745,7.4501576
152,3,2.5956278,4.015475,7.9405084,8.9923935
152,4,6.299378,6.5124,7.4969983,6.3220124
152,5,6.7567663,5.0284877,9.501665,7.562689
152,6,3.591172,3.298246,3.5867898,8.652325
152,7,6.149425,3.4757762,5.8281007,7.8674006
153,1,2.7535725,3.3101096,10.22048,8.514351
153,2,4.3921924,5.2325406,9.957687,7.454739
153,3,2.6193652,4.0126176,7.936982,9.001361
153,4,6.3067727,6.510054,7.500352,6.325756
153,5,6.757884,5.0066223,9.499308,7.560322
153,6,3.6080842,3.2820764,3.6048071,8.660679
153,7,6.1556673,3.4906814,5.8184524,7.881257
154,1,2.7817829,3.3182385,10.216845,8.523857
154,2,4.4172373,5.2333574,9.946879,7.4645925
